com,meanUVAJAN01APR30
80066,821.2052746
4050,703.7338576
3106,634.407962
4061,716.1425085
3068,635.0707525
4033,692.1804203
3088,668.8743864
4051,684.0904881
3047,657.8996339
3049,634.0387119
3051,686.0445559
4010,698.9814183
4011,685.6469695
3069,655.0071864
3070,668.9311322
3153,656.5726373
3090,650.9764068
3091,656.3635932
3052,658.5295729
3135,638.1086644
3138,650.2637288
4014,725.3272678
3154,659.5927322
4039,725.8709288
3139,655.8878441
4022,700.7991864
6176,680.8869153
6180,687.0410847
21053,683.567219
7003,674.5797153
7004,697.4837695
21072,712.1221017
21054,791.947126
7017,735.9759458
7018,850.8415729
7019,688.2631322
21079,728.9140881
7005,763.2522305
7006,681.7450576
21074,737.0205559
21075,709.1591186
21052,705.5449627
21069,686.6976814
21055,697.5666915
21057,696.3634983
4191,723.7647458
21064,712.5898576
21065,693.1538847
3119,686.0445559
3120,682.0994441
1065,682.2100068
1088,639.5042441
1090,695.5221966
1025,677.9376
1030,677.2690983
1044,715.1132746
1045,689.7066712
1046,697.1740475
1047,690.5505356
1049,679.7695729
1059,693.1231322
1078,696.1896
1050,690.865139
1051,673.3556542
1080,667.2445017
1081,711.5431729
1013,688.2041898
1014,680.6198075
1048,692.2280136
1067,666.3808678
1068,699.058739
1091,678.7012881
1092,677.6144542
1015,686.4586169
1016,705.5317831
1017,689.9223051
1052,679.7086169
1053,686.7694373
1054,680.4563797
1069,680.1429966
1093,701.1173288
1094,696.1777627
1018,692.8339119
1031,680.3769356
1032,703.2020949
1055,707.2519119
1056,679.1838102
30052,678.2497017
25023,705.257939
30062,638.0288542
30063,662.2816271
26031,653.2257356
26032,651.8601763
30129,640.4118102
30130,633.7630373
26022,661.9865492
26026,652.3426983
31007,648.8720542
26033,647.6690441
35044,691.8135864
36021,684.2788475
37010,722.8070237
35045,699.3308441
36015,687.9962441
36039,682.6017356
41051,716.5898847
18048,650.8109288
18049,665.3378441
17151,666.2208814
17152,684.3751322
17153,693.0283119
50034,683.0754712
51034,705.2738644
42037,722.0748203
62045,771.296461
31008,641.4343322
30104,638.1767593
30105,638.5360881
30106,652.4679051
24083,671.1736881
24120,687.3394576
24121,688.9448136
24122,691.0121898
30008,645.5617627
30009,637.6017966
25030,753.2397763
30054,666.3138712
30131,663.9067525
25025,699.0440949
26027,679.8574373
12127,665.2023864
12128,660.5104271
12129,683.3894034
12130,655.1411797
13084,660.5821831
12137,675.7981017
12138,665.8599051
12139,658.3401763
6018,702.5345085
75015,743.720461
77001,797.9014373
75003,758.6227525
94012,791.9680271
94013,801.1884203
94016,807.8077831
109036,759.4186576
109011,744.0174915
18191,646.794061
71017,755.9992678
27039,651.5702237
29036,687.8618847
29037,674.6778305
29038,679.5037831
28047,667.7863322
30073,657.9951254
29007,672.4636475
29008,676.5215186
29009,671.8738576
13126,682.941478
65130,762.2715661
65131,797.8883797
19019,655.4331458
19020,665.9221424
19086,658.580339
19087,653.8378576
19088,650.714278
13227,668.6386169
93012,648.5015593
4228,687.6435051
4221,723.1725763
4225,722.645939
4226,723.3874169
17045,658.8529017
17046,666.1564475
17058,686.6625356
17059,652.7977627
66099,803.3596475
5096,673.7362169
5098,699.7528678
5099,666.5772814
30128,630.4886237
30088,641.2154034
30089,654.9764339
62001,779.3682712
19072,652.3405017
19073,659.6771797
19074,679.5689492
19075,677.7525356
19076,655.696922
19036,677.923322
19037,663.4590102
19038,660.1824
18128,710.1236136
18171,729.9994576
18149,656.5887458
18150,635.9493966
18151,641.5298847
18152,649.670339
18066,644.7032542
18067,639.8754712
19039,651.1741017
20002,675.0658983
18172,634.042739
19053,676.3655593
19054,646.7742915
19055,654.1790644
19024,649.1510237
19025,652.2028475
19026,665.4593898
18139,645.0521492
18140,666.378061
64116,756.0768814
64117,783.6717966
64118,794.1082576
63086,761.0690441
63087,760.6172746
80034,739.8003661
80077,749.4453153
80064,771.2774237
80037,738.8756664
80038,774.1245966
80065,754.2170847
80041,743.9894237
1270,722.375939
6025,721.4131525
17145,670.1806373
17146,655.1016407
35005,681.6652475
6007,673.6207729
6191,686.7727322
35006,680.2542915
30042,681.4942047
30043,671.0365831
6061,668.1729356
6035,690.6047186
6003,669.6238881
30120,654.1175593
30121,680.4783458
6008,643.1559864
6010,693.7731458
6036,684.0829831
6004,683.4056949
30122,672.9168814
30083,652.4236068
30084,649.6335458
7050,708.6967322
7051,696.5935932
7052,727.2639458
13013,694.4810034
13015,682.2246508
13021,696.7971458
13022,676.2626847
13023,672.555539
7056,754.1145763
13025,679.4474034
4209,674.6346305
5065,677.8854915
5066,672.3652393
4242,739.015078
4243,715.888678
4205,686.2760786
5025,682.5409627
5026,679.9850237
5027,678.0521898
5073,691.8681356
5074,669.2729492
5075,681.1680814
93004,659.1113695
4210,725.6787254
66068,812.8532136
66069,809.2180068
5036,676.0049492
5037,679.0886237
5038,684.4891729
5039,685.1664
66070,774.1964746
4237,705.6903051
4238,694.8795051
66082,801.6898576
66083,760.4928
5057,672.1326915
16135,653.5645627
16136,700.0259797
16158,658.6952949
16159,667.6010847
16160,671.2522169
17022,680.1733831
17023,686.5124339
16169,687.1582373
16170,667.9869559
16180,682.6756881
16182,696.488339
16183,652.0839864
16245,657.7902915
16246,699.4856136
16241,675.0120814
16242,680.4054915
16149,699.7545153
17003,689.4632136
17004,670.3336678
17005,715.4798644
17012,703.1801288
17013,668.5692407
17014,689.1055322
16206,653.1927864
16207,667.5029695
16208,689.0196814
16209,674.434739
16150,668.2351729
16151,613.5351864
16193,689.7687254
17015,658.4064407
16227,688.8316881
16229,706.0476203
16137,692.4462102
68029,775.9972068
63068,764.2859797
63069,765.7815051
63070,766.2384
63071,754.8314034
18064,683.3646915
18065,646.4499254
17116,696.0647593
17117,711.208922
17166,664.4145356
17167,657.4827661
18058,642.7453424
18059,640.8112271
18050,643.5657763
17175,807.5783105
17197,705.5482576
34033,675.5528136
18033,659.235661
18034,636.7965559
18051,667.0382644
26049,647.1762712
26050,643.1882034
25005,714.8652529
25051,724.9417627
30189,705.9416949
26046,649.9152
26047,645.0960814
24101,697.7865356
16002,693.6753966
16083,655.7931336
16084,657.6892475
16085,689.5378983
16026,684.4983864
16027,691.167539
55013,738.9894508
55014,777.9997831
71049,725.0515932
54048,772.8687458
73013,782.1610518
73001,747.6649627
78149,758.1113085
78074,738.8071322
78133,782.8962712
78069,792.4241898
78096,772.2021966
78098,789.9068746
79033,770.8197966
78068,777.0537763
78051,746.7368949
78052,777.4492881
78039,769.3553898
79002,821.1606102
78086,773.6197424
78070,781.2353898
78058,772.8309153
78118,756.1061695
78050,786.5299525
78088,761.824678
78075,785.7523525
78076,763.2868881
80046,747.4983864
6011,664.3435119
17087,707.0415864
17070,677.5312271
22242,682.0778441
22243,697.6067797
99029,711.7976136
110008,796.4039898
108029,667.6157288
30048,635.9413424
30010,628.7302373
103016,676.3882576
102042,795.5133559
102043,789.8790508
103006,800.3776271
103014,652.0166237
49007,703.4988203
67028,778.0565288
47022,681.7377356
42003,727.4217356
42004,724.9540271
41034,722.9984949
47016,691.7960136
49004,722.818739
48020,727.5170441
67023,759.2941831
47014,698.0363834
41043,722.7305085
48014,685.5678915
49008,692.5373695
41038,707.8612881
48030,705.9680194
48038,701.7204447
48043,699.3615051
37054,708.5909288
38004,676.1170983
22059,708.1292746
22109,687.6442373
22133,687.6783946
22081,660.0147254
37055,696.5824271
60025,756.8266576
22134,710.9471593
22135,705.2011932
22137,802.4224271
22114,725.5817085
60061,823.2393356
60062,844.9795525
59016,781.6531119
58040,769.2532475
58041,769.3766237
58042,780.3472271
58057,766.5883932
58108,833.2584407
58109,790.3299051
57035,761.9861288
57052,787.7498034
57002,766.5335826
77004,780.1865085
76052,815.6222237
78007,788.3300746
78029,767.9463864
78030,765.2682305
76055,754.3867119
76069,786.5824271
77010,812.6238508
77014,803.1569085
77017,787.9317036
76085,780.4741912
76082,778.7144136
76057,770.0720339
78105,806.8524773
76063,793.9558547
76064,746.1335593
1217,682.5542644
1247,681.2815729
1248,693.982739
1258,847.5090712
1261,668.1765966
1278,657.8503322
1281,679.2877831
1300,687.5370305
2017,638.0266576
1293,683.8655186
1313,683.0105492
2033,639.9311186
2011,655.4567593
1240,690.3792
2007,653.3333695
2035,644.5068407
1249,692.3839729
1227,715.9650712
1231,679.2057763
1241,690.3347797
1306,683.5863661
1218,685.4346305
25039,680.1539797
26037,658.4317017
24094,706.2218847
24095,689.4046373
24096,673.1987797
27015,645.1385492
26067,690.9144407
26068,656.9932149
24107,709.0386712
24085,708.3181831
24087,661.3634441
25008,674.7964475
25010,711.6555661
26054,694.5959593
24108,672.3391729
24110,699.7345627
25004,693.3604881
25040,685.1725017
25050,698.1943729
56050,759.4650681
56051,771.8500068
56052,762.2421966
56053,759.1371254
25019,742.7534644
25043,688.4622915
26038,655.6127186
26055,650.7216
93050,628.1236068
93040,634.6175186
93041,630.3791593
94008,830.0653017
94004,794.7364881
93051,615.8332068
94005,810.3758644
93042,660.2461017
108008,662.479322
108009,664.7015593
108010,657.1739593
108011,663.5300339
108012,660.5594847
108013,664.300678
5063,675.4793492
5064,693.0982373
5070,688.2534305
5072,697.9640949
4233,746.9277254
66071,748.1537085
66072,775.4722169
6141,673.3701153
10022,697.3981017
11014,647.3146576
11023,640.0446102
12042,660.550259
12043,677.8495525
12044,670.7382102
12045,690.4890305
12046,675.6055322
12006,664.8506847
12007,689.3951186
12008,671.3419119
12054,663.0293898
70040,799.6437153
46007,682.4761627
46008,680.9492746
65134,766.2142373
65135,793.9837831
13041,661.4212881
13042,669.6168407
13043,671.2168881
45003,634.1750237
70038,816.8731932
70039,820.0652339
13160,667.6036475
13161,670.3124339
13163,659.4886373
13165,670.8354102
13169,671.5546169
46009,671.7592678
45004,676.8451525
21028,730.6189017
37017,684.7544136
28009,681.1439186
28010,666.1183729
28011,675.6415932
6132,666.9874983
6100,708.6158237
6088,661.7515119
6111,664.6173559
21093,743.5730441
6122,668.8937898
6126,679.8065492
6114,679.6666983
6094,663.3078102
6123,663.2362739
6150,668.4567864
76074,779.263322
76075,785.2163797
76076,768.9213763
5058,677.6157234
4241,686.628122
5067,683.0491119
4244,713.6098169
4245,732.1784949
16214,682.9191458
16058,684.1854915
16059,654.2010305
16060,680.4578441
16176,667.9869559
17008,645.4643797
17009,674.917261
17011,654.1124339
16234,697.2626441
16235,699.4361898
16236,678.6864
16216,669.6585763
16217,659.3916203
16120,655.8021763
20001,670.7026983
16108,690.3381966
16110,678.0009356
19095,647.6976
19096,674.1235525
18122,665.2455864
19065,658.9189831
19066,668.3852746
19067,664.9644203
21010,736.5297356
21013,682.0536814
21017,751.5370373
41008,723.3558102
22040,700.3000068
22041,730.5281085
41009,743.0295051
101013,782.3422722
101008,775.2613424
100004,674.7205424
101011,760.3954169
101003,775.6258332
99026,728.2904949
99006,749.0235661
101014,782.3180746
96077,677.1955119
96078,662.979661
101005,798.736922
96071,668.3955254
101010,766.1186847
103032,679.6077559
103033,690.7445695
93049,683.7216407
108019,658.0990373
108020,662.7575593
108021,661.3217085
108003,662.7099661
108004,665.0301356
108005,661.2126102
108006,669.805261
108007,668.7089085
79110,772.2618712
108022,669.2899119
108023,658.9266712
108024,658.1908068
65082,765.4688542
65083,765.0379525
102026,781.9081017
24030,708.7684881
24072,702.7449437
24073,673.3322237
58101,789.5297898
58106,773.9642441
59028,754.2698034
59029,760.6985492
57034,775.6005356
57051,788.3824271
58118,754.9287864
58119,762.9288407
59025,758.5531932
59006,762.6764746
59030,753.9820475
58007,781.3239864
59004,750.2976
58070,776.700122
58071,773.6849085
58105,758.5268339
58072,763.8882712
58050,760.1069288
58051,790.7373397
58052,776.6825492
58036,760.4715661
58037,771.2334915
58038,771.3745627
58102,784.4900339
74005,736.9605153
75027,760.3053559
78012,805.049939
33037,674.7034576
33038,673.3364339
33044,678.3110237
33026,680.115539
33032,664.9125254
34014,678.1712949
34026,709.2905492
1002,680.652061
1037,685.2653085
1038,688.0681831
76090,758.5130685
76091,808.6642169
23083,669.4008407
23084,668.570522
23055,691.3698712
23056,688.2137085
24071,681.4843932
24049,681.8124203
24050,699.8670915
24014,682.714861
24057,697.0063729
24058,679.9291932
24059,693.9831051
24060,682.1726644
24061,689.3500881
24062,676.3115227
23091,681.7357831
24012,681.1128
24025,657.8261695
24026,652.3727186
24027,677.6395932
24028,680.0785627
24029,711.6921763
78122,793.0773153
76044,765.3160678
76081,787.2218847
76048,760.1818576
76049,783.1317966
76050,777.5897492
76060,774.3033763
76077,811.389722
76036,787.3108475
76065,774.611878
76066,759.6187932
78143,793.2162508
78106,786.5057898
76054,784.5539797
76096,790.9671051
76089,788.8700746
75032,774.5659932
75033,763.7721559
75036,770.1285966
73016,778.1088814
78014,781.6899051
75049,761.4472271
80033,769.9711729
5012,686.3557424
5013,682.9852271
44044,713.6081085
5014,673.2976271
93018,617.0885695
22032,687.794522
4235,726.3655322
66078,766.4529356
66079,755.6924746
66080,823.2016271
66081,773.1777356
4207,723.6095186
5018,676.2615864
5020,671.7189966
5068,693.0495458
5071,664.6861831
5076,672.25248
5077,673.016461
93021,633.8216136
66060,817.9905356
5028,668.656922
5029,682.0606373
5030,676.6772949
5040,689.2852881
5041,682.1979254
5042,686.7804203
6106,688.4373966
8030,699.1312271
8031,693.7008407
7040,741.5014576
66073,804.5968271
66084,794.5868746
6164,657.3260746
6179,673.0904136
21030,687.8779932
21033,701.758861
6190,682.3447322
7010,878.4033559
21049,807.4912271
21027,839.7442983
21041,660.1670237
6169,667.2840407
21029,664.8893695
21043,690.4857356
6174,654.5753695
21037,718.5953898
6170,680.4098847
21039,690.7911864
21040,687.3888814
21047,758.7294102
21023,685.3097898
6165,686.7937831
6182,688.9309017
21021,700.3166644
7021,818.5158915
21045,699.6604881
21034,681.8018034
6167,687.2922305
6185,642.5055458
21031,675.3653695
21048,677.3342644
13062,672.5090441
13063,675.6588
13064,657.8056678
22002,714.3691119
8018,685.7619254
13007,670.6282576
13009,672.5651797
13010,676.9337492
13159,671.8229695
65141,762.422522
65142,788.5874441
13193,668.8358237
13195,693.2893424
13197,663.7998508
13199,668.0474847
13201,662.7528
46004,685.4884475
22003,688.4972542
22015,711.1778034
13011,680.7481627
13012,660.2097356
13128,667.5273763
13129,681.4320407
13130,666.7422102
65143,750.7497356
45009,643.3563661
13131,666.7490441
13133,662.5420475
17105,701.4208271
34038,675.5910712
34044,695.9188678
35026,679.9306576
35027,676.5647186
17106,664.4635932
17189,714.4059661
50038,690.1357424
50039,722.9235661
51005,719.9112814
51006,702.8449627
51011,718.5543864
17168,699.7999119
17169,673.5092339
17190,659.8514441
18021,730.0060475
17183,699.7653153
18012,645.026339
18036,670.0914915
18037,669.8057492
18038,656.891878
18039,630.6390915
18022,633.8040407
20052,677.9965424
17125,653.4962847
18013,650.7307525
51012,732.0919485
51013,704.7938441
20053,671.5937898
76071,789.382861
78137,753.4200814
76045,817.4567593
78138,779.8830102
76043,745.5592678
76061,795.8543797
76095,764.6588542
78103,759.8795797
76058,783.5941831
76046,824.2179254
76072,775.2232678
78120,790.0906576
76062,790.1382508
78139,786.5073763
78140,756.9159864
67042,745.8139525
58103,809.1984814
59031,761.8221153
60039,792.4181492
59014,744.4008
59015,754.7548881
58011,768.5298305
57003,796.0493288
59007,760.9786169
58107,765.4276068
56059,772.1095944
12021,680.0187661
12022,682.034278
12038,672.188522
12040,657.5969898
12041,684.4671458
9044,662.5774373
9045,672.0755797
12086,688.1352407
12087,683.1186712
12088,680.5350183
12070,651.365939
12071,672.8425627
12023,657.3970983
12024,671.6152678
9028,702.2072136
9039,671.8947254
9040,732.1309017
9041,720.2589559
10034,680.1320136
10035,646.3232542
12072,673.9426983
10018,642.3977288
10019,663.6748271
10020,685.9588881
9029,669.0559729
9030,669.0193627
11030,640.3345627
11031,650.091539
10036,672.6366915
12004,670.0197966
12005,663.8518373
37012,712.6764041
36035,722.9095322
10040,669.0257085
11001,639.4495729
10053,668.9186847
10054,648.7624068
12105,666.5013153
10014,637.1743729
10015,649.3503661
6022,667.5215675
17088,668.5856542
17089,710.5191864
17037,680.9271864
17038,666.3920705
17097,655.3774373
17052,652.3917559
17053,674.1308746
17071,679.7779932
17072,670.4257424
17073,684.0346576
17098,690.1621017
17099,654.0080949
17065,712.4639186
8008,697.0341966
6147,684.3282712
6156,697.5821288
7046,834.7094237
7047,754.4784814
7065,740.8056814
7066,648.9086644
7067,787.2482441
6127,671.5681627
7028,684.3180203
7029,727.016461
6152,691.0579525
6162,677.1142373
22093,712.0580339
22095,686.3864949
14063,674.9040814
4214,703.6840678
5100,678.9121627
6074,665.5362712
6079,701.6668475
93006,656.7280108
4223,696.2668475
4224,723.6201356
93007,642.6029288
66102,790.5680542
17047,671.5244136
17048,667.7341627
4222,689.1066305
12055,671.3419119
12056,694.9939119
12057,661.0002712
21098,690.5981288
21099,676.3780068
11024,661.5201356
7049,707.0961356
11032,689.3226305
12001,695.3501288
12002,661.4330034
12003,660.3343322
12048,665.4689085
10016,655.8462915
10017,643.1312136
11012,648.7819932
9011,673.912678
9012,657.7941966
9013,662.5745085
11029,681.4492475
12050,670.7107525
12051,677.9441898
12052,658.8545492
12053,677.3525695
11013,652.9721003
12083,670.4354441
9014,684.5395119
12020,677.7316678
36036,691.0399403
36042,723.1906983
28013,666.9308746
28014,664.6129627
28015,648.8537492
36026,738.3110644
36013,683.0849898
36014,720.5598915
37009,697.4544814
28061,671.3536271
28062,655.9539254
37002,710.1904271
36037,671.1771661
36038,665.9045695
35041,709.6339525
35042,704.3803932
36031,719.8494712
36032,730.8513763
36006,693.0482278
37015,746.5589695
36019,697.5438102
36020,717.0165153
37053,702.9801458
37019,703.2165559
37060,710.1809085
38003,669.2677627
37046,698.7340068
37030,702.5019254
37020,702.0327051
37026,721.3920407
37022,730.5891254
37024,673.6284
37050,710.2501017
37041,722.1881288
37036,727.9210983
37039,701.0583864
40037,712.4522034
37033,723.3770441
4007,711.932339
4042,680.4007322
4043,720.7861424
4044,719.9845627
3159,645.6818441
3164,638.2768271
4003,685.5188339
4035,722.2849627
4037,693.4852068
4008,743.9384136
4072,687.5409966
4073,712.4295051
3116,672.058739
4187,725.9346305
4077,717.7991186
4038,771.9627661
3055,656.643661
3058,658.6244542
3060,660.5485017
3062,659.0721966
4029,691.3204475
4030,714.7172746
4069,725.8220542
4070,716.4422237
4071,721.9917153
3140,670.1169356
3141,634.2455593
3143,657.5439051
4074,693.8454508
4075,710.3006969
4076,721.3909424
4079,720.363138
4017,790.0418441
4020,707.3136
3104,641.2939932
3108,652.2511729
4024,699.2256814
4025,723.1021017
3077,637.8181627
8041,703.4270644
6105,636.4970847
15122,664.8203593
64074,757.1318034
64075,752.2232949
64076,798.8423186
65004,781.0570983
65005,760.1285288
65006,792.2383932
65007,759.9573763
57022,761.7547525
57063,789.7077153
57032,761.723341
58003,751.7964203
58074,763.1668068
57011,788.525939
64087,788.5911051
64088,789.1294576
64089,784.1638373
64090,772.2453966
64091,761.9956475
64093,756.7014508
64095,789.1541695
68008,775.141261
60081,791.9272068
42034,739.2723952
42029,718.4192949
42031,734.1788746
43020,732.7086102
62057,759.6785898
62058,766.7549695
43016,718.2234305
60043,809.6009492
42048,740.0438237
42013,728.0230942
43007,732.7605966
43008,741.6603458
43023,727.4399675
60072,813.2129085
60075,767.6845017
67034,740.4892475
67035,737.8120678
22110,686.6779119
67036,724.6341153
43011,745.6063729
41033,734.3934102
41045,730.1393085
42019,736.7968678
42021,725.629082
42022,742.5560136
67008,734.8749559
42042,718.4192949
42043,734.6720136
42001,731.3437831
42024,724.3254305
43028,729.9335593
67037,733.4886508
43024,725.9613559
43014,737.6635769
43025,740.2001492
42023,721.6239923
41066,718.2302644
67010,761.2125559
42002,728.4542993
67017,732.2030969
42046,732.4098712
67011,732.7701153
43012,725.7166954
52030,756.5520814
54008,750.1594576
47003,697.0809356
44001,753.1085288
53011,735.4747082
53013,750.7270983
54009,743.4877017
78116,756.0783458
78132,738.1745085
78102,755.6090034
78112,761.4885966
78113,767.8905437
78115,776.2518305
78092,766.2728136
79029,773.5099119
79030,822.2982712
78085,778.7814102
78037,772.9173763
78038,772.2109831
78154,769.1879593
79003,770.5217898
78032,773.7088271
102014,782.9809627
97044,671.6362576
22244,776.2659254
22248,688.1935729
35046,705.1032976
37062,721.3620203
4009,669.8426034
4055,695.5209153
4056,682.4293017
4001,828.4175303
4047,724.8322983
3042,654.1937085
4013,703.5717966
4040,722.613722
4068,681.0377492
4057,702.2247864
3065,653.4007322
4031,784.0485153
3043,661.1554983
3044,654.3709017
3045,655.0952949
3131,633.5890658
4041,693.5928407
3066,649.5581288
3144,646.0337898
4032,696.6153763
4062,704.8702373
3133,676.9789627
3134,641.6170169
4059,693.6040678
3146,649.5592271
3149,627.6641492
13095,693.1557153
13097,658.8117153
13098,667.0738983
15010,651.1924068
15011,630.8525288
12118,654.4507119
12119,661.3786373
12120,662.2545356
13234,700.3422915
13236,680.7770847
13238,666.7063322
13239,671.1723336
13242,658.1287525
70079,819.0046373
18071,643.6338712
18072,639.2304
19006,688.8089898
19007,668.127539
13065,685.1055051
13068,662.1205424
13071,689.5862237
13074,692.1877424
13077,696.4173153
13207,685.303322
66003,772.9080407
66004,810.5755119
13099,670.1162034
7044,712.9581559
6063,675.0040271
8019,694.0418644
37021,713.2539661
37047,716.4377329
37052,706.5777356
40049,733.8964881
38006,676.9571797
37048,685.3030431
38007,673.8996447
37032,697.0937797
37034,722.5285424
37035,712.2940475
37040,729.0516203
37059,734.5746305
38001,697.7488794
37038,696.0933153
37057,701.0271946
39002,711.6517586
65112,765.6079729
65113,790.7386576
65114,809.4768407
64073,750.6263593
6054,668.2578712
6192,643.7876339
6013,643.0539661
51020,729.7906332
17144,690.066061
6055,671.4656542
6056,670.6065356
6041,695.4936407
17148,753.0750305
6021,669.0790373
6060,649.3333424
4190,720.7009627
75050,752.6450441
75043,746.834522
73017,792.7752814
74011,765.3249763
74019,764.0593627
74020,788.1170034
13110,665.9807186
18068,629.0289763
18141,636.4515051
78013,760.2255458
75001,749.9760163
75054,758.4528814
74006,757.9130034
10049,685.1842169
10011,670.1249898
10012,680.3116475
10013,658.0049736
12096,661.8986847
12097,681.1793085
8060,703.9732881
9003,645.7255322
9055,679.996922
10050,708.8461017
8053,697.1616
8054,703.0485153
10056,701.5061288
10057,688.7288136
9004,655.5468203
9065,671.0014373
10029,672.5288136
10030,683.6517153
5047,689.9567186
5048,678.4792475
5049,683.5577492
5009,688.7478508
21107,730.551539
21105,673.8431186
5010,675.1706034
5011,677.4287186
66096,800.6731932
44029,716.3409356
44031,751.7371119
66097,772.3610847
5050,673.1482576
5051,679.9328542
21109,726.99552
22007,707.3126237
5052,686.5128
66024,818.3207593
71001,781.7911322
66040,739.6191458
66041,775.5339051
71003,782.7085831
74010,763.8737492
69087,758.8014102
58113,795.2065627
60001,812.8069017
60002,791.8657627
67002,764.3295458
67003,734.7496271
60012,752.0841763
57043,793.7011525
57045,774.1820746
57046,796.3762576
60065,775.4202305
60091,803.2826441
61001,793.1102644
65105,792.2836068
65110,793.8962847
65111,785.4792407
36009,681.3137898
36010,682.1814508
34009,668.6000542
34010,668.1352271
33021,672.6513356
33003,672.8392678
36030,737.6290169
33017,703.0320407
33022,674.1067119
33005,706.2369681
94043,819.0222102
71021,755.2685288
93034,640.1573695
93035,637.4712814
71039,772.5225356
52006,732.6813094
52003,721.7017627
53016,730.6457492
58116,762.9771661
57047,788.4746847
57048,798.2015186
60013,783.7984678
61045,764.8896814
61046,752.8786169
61047,767.4465356
58096,783.4971661
58098,767.7200136
43055,736.4113627
44020,742.3077966
46031,660.4716203
21035,694.5534915
21050,724.9216271
4045,683.805661
6184,679.7935525
6186,676.4658712
21076,683.5719051
3039,648.6714305
3040,638.078278
3041,639.7180475
21071,758.174278
21061,704.512922
4199,738.8818169
17092,677.3171797
17094,674.9624136
6077,660.9351051
5089,674.0615593
5090,669.9979525
5091,689.3500881
6002,722.3808814
17076,710.4410847
17051,656.8171932
6081,684.9257492
6067,728.6296881
17078,673.3490644
6070,680.3661356
13186,676.7876746
13187,681.9354305
13188,684.6365288
13189,689.1763729
13192,676.6463593
7059,724.0689763
7060,758.9456542
7061,662.5745085
6096,647.6309695
13034,666.1754847
13035,659.8152
13036,658.7492339
13037,686.6175051
13040,668.1533492
65149,757.3038712
65150,774.2253792
45007,675.9774915
6101,672.5857424
66053,790.6273627
71044,788.1224949
71048,777.9038644
69058,756.9957966
66054,795.4979797
66055,791.4679322
65023,764.0125017
65027,785.6135268
66028,824.0659932
71015,763.988339
71016,767.9810441
96016,657.6833898
65061,784.8820068
66098,782.8245153
4206,730.2110644
4229,737.7220068
44032,742.4798644
4248,738.1642576
5053,690.552
5054,679.4598508
5107,687.016922
5108,672.3373424
93017,624.866278
4211,716.2135322
66100,791.9050576
4227,730.6232949
93010,629.1333153
93011,686.9286915
29010,678.3637424
28028,657.4842305
28029,670.7697681
28082,654.7186983
28083,671.234278
28084,656.4130169
28092,687.4496542
28093,645.4109288
28094,659.6830373
31018,637.3022644
29043,670.3264922
27034,645.8861288
29032,683.1772475
29033,663.1610034
29034,683.9336136
29035,671.5520542
29013,679.8999051
29014,673.1222644
94029,815.7016678
21084,690.4899458
21100,680.3538712
6098,692.7361627
6116,696.0003254
8044,695.988122
6146,703.9919593
6087,643.5120814
6138,680.0935729
6109,653.8755661
21095,793.533661
21096,697.6152
6113,689.0312136
6131,650.1230237
6099,672.6196068
6133,640.4517153
21085,741.0480407
6125,683.3668881
6151,647.0488678
6148,706.2072407
21087,669.0870915
21088,741.5103051
21101,711.4373695
6110,677.6037153
21097,713.0407485
21091,827.5766237
13228,669.9335186
13229,682.0096759
13232,665.6197424
13233,685.7187254
13119,671.0914983
19018,662.3949356
13085,649.8275797
13087,669.3085831
13089,694.3426169
13090,677.1713492
13092,659.1126508
13111,687.4032325
13113,663.9620339
13114,660.6057966
13118,664.5807458
13121,664.5807458
13123,684.5284068
13055,660.2340203
13058,694.4810034
13059,676.9337492
13185,728.8059661
19005,658.6059661
16196,693.5205356
66085,805.9113763
66086,769.7828136
4239,709.1899932
4246,690.1201831
4247,726.6056949
4234,727.5268068
5059,669.0949627
5069,674.1140339
5079,686.797078
5080,677.7545492
5081,709.8528814
5060,685.185786
5061,676.8739525
5031,679.9365153
5032,685.5543458
66074,815.6365017
5021,682.4098983
5022,672.2249492
66075,810.2489492
66076,774.4200407
66077,792.7624678
66061,824.5166644
66062,778.1125424
66063,822.3134644
4240,703.893478
4204,752.9646508
5062,689.3500881
13203,683.2361898
13204,669.8767729
13254,671.4363661
19077,675.2848271
13211,675.8881627
13212,660.5821831
13216,618.6606102
13100,662.1205424
13101,660.1328542
13102,654.2925559
65122,765.4406644
70077,754.4777492
19078,658.6281153
19079,651.7925695
19080,650.5035864
19081,660.3403729
65154,765.7527051
65155,749.1026441
12121,666.0856068
12122,660.4093831
65123,765.6687458
65124,772.3808542
65125,754.9807729
46018,671.0047322
44012,750.3935186
43052,748.1411146
44013,752.4367322
44014,755.6847864
43043,729.0851186
43033,732.0800136
46023,719.8628339
43056,719.5022237
43049,733.7244203
49009,697.2623512
44015,741.1516475
46024,657.3763525
48018,725.2333889
46019,684.7402576
48046,694.069261
46025,717.5659119
46026,674.269261
48027,715.0662915
46020,679.3514847
43039,734.9841763
49011,716.6206373
43034,742.7507797
48024,675.5279186
48025,703.980122
43050,737.3397966
48049,706.7616407
43053,738.8946305
103001,756.361562
30027,633.9299797
103002,646.8069966
103003,691.3863458
109018,732.7093424
109019,746.7773492
13252,682.2381966
97092,668.3735593
93053,626.7701288
22230,704.5456271
94030,785.4377492
94031,818.773261
110006,759.9755982
109025,727.1255593
109026,744.3189763
109028,720.8686373
