msoa11cd,covid19,p80up,pblack50up,pasian50up,incomescore19,higheredu,pcarehm,pm251418,so21418,nox,countDays,allpop,la,utla,p5064,p6579,morbidity,pindian,ppakbang,pblack,pchinese,so21418,nox,pcareservice,psale_cust,pprocess_plant,pelementary,pbus,ptrain,ptube,personkm2
"E02005920",1,6.188802,.2052184,.8501906,.0394185,.856024,.683527,10.187,1.372,16.889,42,7966,"E07000176","E10000024",23.42455,19.82174,80.49043,.7518797,.0820232,.2187286,.2870813,1.372,16.889,6.158114,5.742025,4.576976,6.601942,2.28936,.5254269,.1125915,154.3925
"E02005921",1,7.092709,.0774593,.232378,.0436684,.859115,1.649794,9.513,1.295,13.041,43,5555,"E07000177","E10000025",28.76688,18.68587,100.4611,.0749906,.056243,.1687289,.0187477,1.295,13.041,7.155323,5.026178,4.153578,6.666667,.5103343,3.087522,.0765501,66.91886
"E02005922",2,2.473627,.7028112,1.757028,.0814971,.9345615,0,10.5,2.039,15.493,43,8247,"E07000177","E10000025",20.35892,9.85813,116.6698,.6982248,1.727811,1.076923,.2840237,2.039,15.493,8.976993,11.17502,10.64092,11.60641,2.739068,1.569758,.0800897,3975.445
"E02005923",1,4.671951,.5858231,4.979496,.1457894,.9453143,.7157464,11.794,3.866,21.364,43,5929,"E07000177","E10000025",17.81076,10.49081,134.9989,1.192911,9.202454,1.738241,.4771643,3.866,21.364,9.80049,11.72559,15.15576,17.43087,2.647559,1.700267,.0242895,3654.876
"E02005924",1,4.496511,1.74351,6.276637,.1275321,.9239143,1.148897,11.758,3.629,26.158,43,11609,"E07000177","E10000025",16.85761,7.649238,138.0843,2.086397,7.647059,2.481618,.5882353,3.629,26.158,8.256108,10.04212,13.86689,14.54086,2.008929,3.931051,.0868056,1539.039
"E02005925",1,2.90554,.5181347,2.590674,.1947868,.950142,0,10.37,1.745,13.837,43,8501,"E07000177","E10000025",17.82143,10.96342,149.3576,1.416765,4.899646,1.770956,.283353,1.745,13.837,11.41012,12.78256,15.25834,20.10226,3.74231,.9569378,.0341763,5273.066
"E02005926",1,7.87901,.4265692,1.340646,.0673422,.8877831,.5401235,9.891,1.569,13.653,43,8199,"E07000177","E10000025",21.77095,18.50226,105.9434,.8230453,1.350309,.8616255,.3729424,1.569,13.653,9.480042,9.427521,8.508404,10.00525,1.142857,2.428571,.0714286,1284.262
"E02005927",3,5.015492,.9009009,2.490726,.05984,.9048978,.628582,10.394,2.184,17.959,43,5164,"E07000177","E10000025",21.22386,16.30519,103.7807,3.605103,1.331115,2.070623,.3327787,2.184,17.959,10.15025,10.65108,9.315526,11.11853,1.021425,2.117589,.0249128,2834.229
"E02005928",7,5.94823,.0626763,.7207772,.0551153,.8805608,.8485813,9.774,1.23,15.029,43,9465,"E07000177","E10000025",20.22187,16.13312,88.28904,.3049589,.159109,.2386635,.1458499,1.23,15.029,8.083511,6.20985,5.03212,6.504282,1.200591,2.105652,.1847063,407.7316
"E02005929",1,5.602445,.1679543,.3359086,.0563728,.8642263,0,9.112,1.061,10.164,43,6872,"E07000177","E10000025",26.38242,19.20838,93.84254,.0729714,.0875657,.2043199,.3502627,1.061,10.164,8.070075,4.853532,4.250431,7.380816,1.020612,2.381429,.2001201,78.60094
"E02005930",2,5.316425,.096432,.2892961,.0510681,.8641509,.6025674,9.574,1.028,12.923,43,8201,"E07000177","E10000025",23.93611,16.88818,99.24842,.1964894,.0261986,.3667802,.1047943,1.028,12.923,8.056395,5.639476,4.859013,7.527694,1.733791,3.088315,.2347842,102.767
"E02005931",5,4.275794,.6307978,1.076067,.0430233,.8786312,1.125806,9.795,1.051,14.333,43,10080,"E07000177","E10000025",20.64484,10.58532,105.3574,.4153459,.2295333,2.349984,.2186031,1.051,14.333,6.987577,6.26941,4.386646,6.929348,1.47394,2.05136,.0455858,84.83527
"E02005932",0,1.452313,1.137225,2.57771,.0429749,.9113007,0,10.993,1.63,18.75,43,6679,"E07000177","E10000025",20.46714,8.234766,95.19617,1.283148,.5417736,1.055033,.5560308,1.63,18.75,7.806955,9.084457,5.772416,8.587651,3.061825,3.513248,.0588813,5410.995
"E02005933",0,3.745928,.6105539,1.351941,.0618261,.9150301,0,10.972,1.557,21.293,43,7368,"E07000177","E10000025",21.78339,12.09283,116.9517,.8213276,.3500741,1.292581,.5116467,1.557,21.293,7.739645,11.21894,8.473372,12.8284,3.236246,2.049623,.0539374,3152.271
"E02005934",3,4.914869,.9535919,1.398601,.0752234,.9263391,0,10.61,1.439,17.305,43,8810,"E07000177","E10000025",22.75823,13.8479,114.5482,1.267067,.6226106,1.398143,.4696887,1.439,17.305,8.444081,11.61317,8.423635,13.08526,3.519237,1.491202,.0596481,4316.118
"E02005935",3,4.328894,.9422851,2.532391,.0530548,.9103247,.413337,10.335,1.329,18.469,43,7808,"E07000177","E10000025",17.91752,8.785861,111.6379,1.102232,.3995591,1.612014,.9920088,1.329,18.469,6.929991,9.200567,5.983917,7.852413,3.018576,3.212074,.0580495,2629.772
"E02005936",1,4.171011,.1982441,.7646559,.0487029,.8704756,1.466149,9.834,1.058,15.473,43,11508,"E07000177","E10000025",21.87174,12.81717,101.609,.6037085,.7115136,1.379905,.2048297,1.058,15.473,7.609413,5.432153,4.640422,8.291181,2.70544,1.938657,.1446759,82.79832
"E02005937",7,8.411765,.6263817,1.658069,.0640725,.8770185,.0611247,10.404,1.829,19.464,43,6800,"E07000177","E10000025",21.95588,16.75,113.3758,1.787897,.9779951,1.772616,1.2989,1.829,19.464,9.064327,8.128655,5.935672,9.766082,13.13025,.5252101,.1260504,2109.158
"E02005938",3,6.648889,.6685769,2.817574,.0666473,.8942115,.785995,10.639,1.498,21.018,43,5625,"E07000177","E10000025",21.51111,12.67556,106.3039,3.590568,.9467667,1.750625,.6966774,1.498,21.018,8.723693,9.097081,7.026476,11.88052,13.18599,.3724857,.0496648,2930.269
"E02005939",1,6.853582,.6677796,1.585977,.0605063,.8677865,.6578947,10.582,1.69,20.379,43,6741,"E07000177","E10000025",22.19255,13.91485,110.1239,2.24647,1.267651,2.053915,1.139281,1.69,20.379,8.730393,7.931341,5.119858,8.523232,10.76367,.6381621,.1276324,296.6662
"E02005940",1,7.102771,.9243698,3.907563,.0603294,.8080435,0,10.932,1.232,25.785,43,5702,"E07000178","E10000025",22.02736,16.1873,93.32057,1.653597,1.193317,1.585407,2.335493,1.232,25.785,6.243773,3.985387,2.490867,7.439389,12.03966,2.384325,.1416431,1472.831
"E02005941",1,5.765124,.7025761,3.981265,.062855,.8486624,.4993758,10.681,1.445,23.275,43,7025,"E07000178","E10000025",16.81139,12.52669,89.94432,1.747815,1.373283,1.872659,2.649466,1.445,23.275,5.686216,4.019053,1.309914,4.67401,9.686439,3.015778,.2596365,3711.928
"E02005942",0,4.406678,.7672634,2.813299,.0222266,.8358931,.7851852,10.324,1.238,23.267,43,6649,"E07000178","E10000025",16.93488,12.18228,87.3627,1.792593,.7111111,1.466667,3.081481,1.238,23.267,4.366106,1.811126,1.099612,4.754204,4.860314,4.152315,.3252966,3205.698
"E02005943",5,6.526956,1.097328,6.10687,.0543003,.8480544,.5911487,10.222,1.242,20.178,43,6251,"E07000178","E10000025",18.26908,12.44601,100.3172,3.211376,3.994248,2.364595,3.56287,1.242,20.178,8.025079,5.956113,3.949843,10.50157,8.784384,1.175688,.1774623,1705.824
"E02005944",3,3.241538,4.373975,4.045927,.1759319,.9068593,.670184,11.218,1.483,24.592,43,6972,"E07000178","E10000025",17.91451,9.982788,137.5399,3.53629,3.579067,7.001283,1.982033,1.483,24.592,12.31108,8.973552,7.462217,15.20781,13.75077,.2455494,.1636996,4366.291
"E02005945",5,3.554879,1.846966,4.749341,.0401104,.8709499,.5717008,10.576,1.414,23.04,43,14459,"E07000178","E10000025",10.32575,6.750121,104.603,4.573606,2.47737,3.658885,4.392568,1.414,23.04,7.704623,5.58335,2.101261,8.485091,8.963997,.9796718,.1836885,5050.31
"E02005946",2,4.483837,2.165917,3.432775,.0679381,.8525102,.2628285,10.854,1.355,21.351,43,7672,"E07000178","E10000025",19.52555,12.13504,102.4623,2.61577,2.340425,3.59199,1.764706,1.355,21.351,7.75701,5.373832,4.042056,8.224299,11.21746,.5877414,.1343409,4739.027
"E02005947",1,1.035602,1.493507,3.831169,.0363488,.8688082,0,10.508,1.23,26.543,43,17864,"E07000178","E10000025",5.099642,2.966861,121.309,2.869906,1.364582,1.590993,5.482805,1.23,26.543,5.692076,3.635908,1.178536,9.027081,2.319012,1.438707,.1576665,5060.124
"E02005948",0,2.142162,.5625879,5.133615,.0601627,.8795303,0,10.466,1.164,24.302,43,7189,"E07000178","E10000025",14.29962,8.443456,104.0636,1.935484,3.13783,1.847507,2.932551,1.164,24.302,4.491105,4.403616,2.070575,6.503354,5.824404,5.461459,.2419634,1162.315
"E02005949",1,3.152364,3.597602,5.729514,.1229432,.8787317,.8352731,10.92,1.305,24.043,43,7423,"E07000178","E10000025",11.30271,7.261215,117.9187,4.997946,5.395043,6.47679,2.752294,1.305,24.043,10.9772,9.674267,6.319218,16.12378,11.28445,.5720229,.0693361,4576.951
"E02005950",0,1.787699,2.56971,10.66156,.0737781,.8529984,.3722744,10.861,1.426,24.426,43,10796,"E07000178","E10000025",10.18896,6.826602,120.0674,2.136146,6.222301,3.235242,2.029782,1.426,24.426,6.466424,8.245647,2.391429,11.30668,8.03065,1.005075,.1393173,6555.717
"E02005951",1,4.369689,2.073255,7.601935,.0866331,.8557073,0,10.664,1.186,27.204,43,5767,"E07000178","E10000025",16.16092,10.0052,111.5609,3.919919,3.415209,2.893674,1.581427,1.186,27.204,6.12883,4.659162,3.064415,8.161351,9.166312,3.211399,.1063377,2458.269
"E02005952",3,2.860887,5.277875,11.95386,.1069758,.872539,.1602899,11.591,1.414,26.739,43,13737,"E07000178","E10000025",14.77033,7.184975,125.9489,3.923618,10.07039,6.251307,1.247474,1.414,26.739,8.960062,8.104253,6.85944,14.38019,13.50679,.7104165,.0976823,2984.053
"E02005953",1,2.847797,4.334121,9.535067,.1048314,.8370311,0,10.62,1.326,24.585,43,5197,"E07000178","E10000025",17.41389,8.004618,112.0926,2.905654,9.539646,3.658323,1.207772,1.326,24.585,6.002683,6.036217,3.219316,11.0664,9.349683,1.839282,.1970659,4611.82
"E02005954",3,6.141565,3.119523,6.694707,.0934799,.8701383,.6742738,11.285,1.562,24.767,43,9395,"E07000178","E10000025",18.56306,11.02714,116.7191,3.921162,7.894191,6.099585,.9854771,1.562,24.767,9.013471,7.428685,6.517433,15.62995,14.73044,.9622188,.0990519,4080.296
"E02005955",1,3.353414,3.179527,5.157038,.1945938,.8953877,0,11.037,1.392,24.399,43,9960,"E07000178","E10000025",17.7008,8.865462,141.3533,2.484031,6.387509,7.20876,.5475008,1.392,24.399,10.48063,8.342155,7.812831,16.15499,12.11525,.5621926,.0702741,4114.083
"E02005956",4,4.327168,9.7981,3.147268,.1950083,.9150019,.7502854,10.784,1.304,22.819,43,5893,"E07000178","E10000025",21.3813,9.010691,153.5347,1.206981,3.311042,13.47252,.2772794,1.304,22.819,13.82671,12.02166,11.26354,21.73285,14.76557,.4432004,.0233263,4810.927
"E02005957",5,2.776035,8.498809,1.747419,.2063551,.9327558,.79285,10.607,1.301,19.231,43,6376,"E07000178","E10000025",17.94228,6.791091,138.704,1.455961,1.888424,11.01341,.3603863,1.301,19.231,13.73204,10.12362,9.55563,18.0421,13.50767,.1945105,.0216123,6344.864
"E02005958",0,4.750462,.1064963,.9052183,.0371986,.8835166,0,9.764,1.109,14.638,43,5410,"E07000179","E10000025",23.67837,14.01109,82.04086,.4757709,.246696,.3524229,.5462555,1.109,14.638,8.353081,8.767773,5.094787,6.664692,1.820795,2.180163,.1197892,1742.568
"E02005959",3,5.734639,.2514669,.9220453,.0534658,.8408951,0,9.884,1.022,15.787,43,5615,"E07000179","E10000025",26.66073,17.86287,101.5749,.9179265,.6299496,.6299496,.3779698,1.022,15.787,7.452165,6.075864,5.16952,7.989258,5.595238,.8809524,.0714286,96.06886
"E02005960",1,7.308922,.2174859,.8264463,.0530048,.8853515,.8494733,9.517,1.053,13.824,43,6882,"E07000179","E10000025",19.60186,15.38797,87.836,.5436629,.1359157,.2208631,.1698947,1.053,13.824,7.267144,7.16479,4.162402,8.427158,1.546012,3.067485,.0981595,718.9151
"E02005961",3,6.603774,.2161383,.7204611,.0504053,.8412129,0,9.781,.996,16.122,43,6678,"E07000179","E10000025",23.31536,16.99611,95.93884,.6475903,.0150602,.8433735,.2108434,.996,16.122,8.695652,5.2617,4.347826,7.587926,4.908722,1.156187,.1825558,119.186
"E02005962",1,5.379747,.1147118,.516203,.0414524,.8741825,.3375934,9.345,.895,13.643,43,8848,"E07000179","E10000025",24.18626,17.39376,86.70791,.3375934,.0964553,.2290813,.0723414,.895,13.643,8.652357,5.709228,5.753485,7.103342,1.360544,2.105604,.2915452,169.3943
"E02005963",4,5.504926,.4350528,.9944065,.0818898,.883778,1.579721,9.818,.868,16.94,43,8120,"E07000179","E10000025",24.44581,16.78572,109.1054,1.383786,.6980162,.8572128,.1591967,.868,16.94,9.449563,6.189464,7.394283,11.29223,3.036876,1.868847,.1334891,112.9856
"E02005964",2,6.46661,.0993707,.4968533,.0475651,.8728799,0,9.527,.926,13.872,43,7098,"E07000179","E10000025",25.65511,17.65286,93.42018,.3580774,.068861,.261672,.1652665,.926,13.872,7.59823,5.126204,4.397606,8.587041,2.203229,1.253561,.2659069,148.5332
"E02005965",5,6.374502,.1293103,.6896552,.0501187,.851663,.8255366,9.336,.806,13.175,43,5522,"E07000179","E10000025",24.53821,17.83774,79.10181,.0366905,.0366905,.2017978,.1651073,.806,13.175,8.42596,4.589458,3.406239,6.489781,1.978417,2.158273,.4881809,55.93142
"E02005966",0,1.191521,.6456241,1.7934,.036991,.9104335,.0497327,10.577,1.011,25.662,43,7973,"E07000179","E10000025",20.82027,5.719303,97.03996,1.491981,.2237971,1.069253,.7335571,1.011,25.662,7.245239,7.08816,5.890438,10.17082,2.86428,7.643631,.0999167,2153.149
"E02005967",0,3.887415,.1021972,1.175268,.0840977,.9147878,1.34357,10.543,.986,23.439,43,8669,"E07000179","E10000025",15.34202,9.505134,97.72,.8201012,.436224,.8375502,.453673,.986,23.439,8.830468,7.381193,8.257499,13.41422,2.575316,4.664723,.0485909,3539.218
"E02005968",2,4.89769,.4535147,.6349207,.030283,.8627118,.7301173,9.415,.805,13.94,43,7575,"E07000179","E10000025",18.21782,12.87129,83.86098,.1434159,.2346806,1.447197,.1173403,.805,13.94,7.456446,3.019744,3.507549,6.364692,1.97311,1.536581,.0873057,121.45
"E02005969",3,7.174216,.2042007,.991832,.0709634,.8812582,1.269008,9.66,.838,17.071,43,9339,"E07000179","E10000025",20.39833,14.42339,91.12527,.4157094,.2953725,.5469861,.3281917,.838,17.071,8.817932,5.371114,4.060055,9.388877,2.828876,2.241459,.1236667,684.4559
"E02005970",0,2.486646,.5641749,1.692525,.0861134,.924014,0,10.711,1.243,21.099,43,5429,"E07000179","E10000025",21.18254,8.546694,103.6688,1.543922,.4614019,1.650399,.8873115,1.243,21.099,8.640837,9.00984,8.364083,15.3444,4.14617,5.551651,.0468494,5166.831
"E02005971",0,6.085421,0,.8268483,.0815641,.9280832,0,10.886,1.178,19.71,43,6228,"E07000179","E10000025",21.57996,12.94155,102.037,.3315303,.6107137,.3140813,.4013261,1.178,19.71,10.47424,7.403616,8.904811,14.97782,2.202425,2.647859,.0494927,4523.267
"E02005972",0,6.177942,.119653,.9273108,.0551339,.8460119,.5888249,9.544,.743,16.514,43,9194,"E07000179","E10000025",20.9702,15.39047,91.85506,.200451,.0751691,.3132047,.2881483,.743,16.514,8.482034,5.939868,4.106575,7.382058,.7734224,6.679557,.1230445,164.5852
"E02005973",5,9.841609,.1221996,.9775968,.0743825,.8549506,.8648649,9.854,.979,17.786,43,5619,"E07000179","E10000025",20.8578,18.1349,94.01938,.5585586,.4864865,.3063063,.4144144,.979,17.786,8.199847,6.216629,3.432494,9.229596,.9240246,3.901437,.3336756,1659.135
"E02005974",3,6.827048,.0909918,1.455869,.0481963,.8464966,.8403361,9.931,.928,18.882,43,6152,"E07000179","E10000025",22.1554,15.24707,91.12981,.5931785,.5437469,.2965892,.3624979,.928,18.882,6.036746,6.036746,2.493438,6.856956,.6855792,7.210402,.2600473,2808.186
"E02005975",0,6.435339,.1398601,.5034965,.0393982,.8516245,1.352718,9.393,.867,16.528,43,8127,"E07000179","E10000025",23.63726,18.94918,93.8286,.5309734,.1517067,.391909,.2907712,.867,16.528,7.474639,4.378003,2.669514,6.673785,1.220623,5.975587,.1821826,170.4005
"E02005976",2,6.805354,0,1.106026,.0233299,.857557,.8482871,9.6,.858,16.273,43,6201,"E07000179","E10000025",25.35075,18.25512,83.32189,.4893964,.1957586,.1957586,.4078303,.858,16.273,6.070176,3.614035,1.964912,5.192983,.6561987,5.530818,.4687134,101.6794
"E02005977",2,9.596566,.1996805,.4392971,.0427657,.8368747,1.028591,9.852,.89,17.885,43,5825,"E07000179","E10000025",24.18884,17.54506,84.01198,.2615063,.069735,.27894,.2440725,.89,17.885,7.85995,5.894962,3.001072,5.037513,1.628664,3.056878,.3507893,223.616
"E02005978",6,8.380626,.4055424,2.264278,.0409317,.8441495,1.169415,9.682,1.117,14.691,43,7577,"E07000180","E10000025",23.39976,15.2699,83.29922,1.469265,.6446776,.7646177,.9895052,1.117,14.691,6.209243,5.245251,3.345619,6.322654,7.843543,1.841887,.1862583,241.7059
"E02005979",2,6.935662,.437039,2.676864,.0518564,.8402082,.5689278,10.33,1.145,21.243,43,9963,"E07000180","E10000025",20.80699,13.33936,88.14504,1.148797,1.925602,.7549234,.8971553,1.145,21.243,7.543602,5.799538,4.055474,8.005883,10.18885,1.949437,.0761499,534.9899
"E02005980",4,5.267517,.2040816,1.147959,.0360234,.8793245,.3038722,9.989,.992,17.121,43,12074,"E07000180","E10000025",18.85042,14.03015,95.44473,.3646466,.1649592,3.32523,.5122417,.992,17.121,6.714628,5.138746,6.406303,7.245632,2.973568,1.419481,.134606,280.1821
"E02005981",2,3.477191,.4048583,2.491436,.0298103,.8609914,0,10.54,1.404,18.866,43,8944,"E07000180","E10000025",24.31798,14.53488,85.41296,1.513634,.6121314,.6455203,1.179744,1.404,18.866,7.457884,6.890025,5.186447,6.908953,6.439339,1.419581,.0878092,5412.602
"E02005982",0,5.132478,.3881611,.5822417,.048874,.8575185,.1025816,10.772,1.144,20.506,43,6001,"E07000180","E10000025",20.89652,14.89752,88.53984,.6325868,.83775,1.333561,.4103265,1.144,20.506,8.643861,6.353085,5.620037,8.002443,5.639011,1.224867,.0462214,4316.801
"E02005983",12,6.160769,.3186558,1.593279,.0802268,.8920462,1.50838,10.673,1.109,21.306,43,11557,"E07000180","E10000025",17.72086,11.62066,98.80202,1.061453,.5307263,1.582868,1.378026,1.109,21.306,8.076051,7.116693,5.250305,8.73888,7.196383,1.27907,.0775194,3269.424
"E02005984",1,5.092478,.0668673,.6352391,.0357533,.856738,0,9.471,.801,12.146,43,8110,"E07000180","E10000025",24.8582,16.28853,74.43166,.2615899,.1743933,.4650487,.1743933,.801,12.146,6.876392,4.092428,3.89755,6.013363,1.799486,2.353174,.3954914,74.66877
"E02005985",5,5.449283,.4287246,.821722,.1033785,.9123757,0,10.308,1.077,18.867,43,7946,"E07000180","E10000025",20.17367,15.51724,89.50298,.6087877,.5293806,.9396506,.4235045,1.077,18.867,8.680829,8.523473,7.658012,14.26698,4.253377,.8397225,.0182548,3150.323
"E02005986",12,5.536125,.3786683,.8520038,.0845296,.8904383,.7674341,9.388,.842,11.576,43,10007,"E07000180","E10000025",20.72549,13.60048,91.08064,.4004004,.2780558,.9898788,.2780558,.842,11.576,10.15054,5.634408,5.849463,10.60215,2.429212,.850998,.1083088,269.9277
"E02005987",1,5.238042,.1306763,.4573669,.0696898,.8861564,.5497382,10.118,1.031,17.261,43,9011,"E07000180","E10000025",21.61802,14.41571,93.17851,.3272251,.078534,.5759162,.1832461,1.031,17.261,8.070175,5.714286,5.463659,10.42607,2.261948,2.608537,.0547246,241.2162
"E02005988",1,4.732189,.34078,.9466111,.0561003,.9037026,0,9.625,.79,14.016,43,7692,"E07000180","E10000025",21.42486,14.49558,88.61971,.4736696,.0696573,.9891335,.2229033,.79,14.016,8.726899,8.62423,7.469199,9.625257,3.248961,.8122402,.1133359,771.1716
"E02005991",4,7.305657,.0271961,.5439216,.0525667,.8986223,1.234316,9.77,.842,14.56,43,9828,"E07000180","E10000025",21.64225,15.78144,91.75856,.499847,.0918086,.4080383,.3366317,.842,14.56,9.485467,8.248233,6.146897,8.935585,2.694182,1.074807,.0716538,2645.398
"E02005992",2,5.551895,.2359109,.4193971,.0599613,.8540384,.9429776,9.549,.686,13.273,43,12140,"E07000180","E10000025",20.56013,13.54201,97.3187,.4437542,.0554693,.4326603,.1775017,.686,13.273,7.045952,5.973742,4.354486,6.936543,1.477058,4.195475,.0942803,128.9363
"E02005993",4,5.839094,.1218522,.4874086,.082279,.8987744,.3945085,9.188,1.014,10.43,43,6799,"E07000181","E10000025",20.67951,17.76732,106.5925,.2840461,.3629478,.5523118,.4418495,1.014,10.43,11.95043,6.934199,5.930953,10.56359,2.496743,.9986973,.1085541,706.5026
"E02005994",3,6.890131,0,.5114083,.0497568,.8836911,1.809806,9.174,1.022,9.877,43,6444,"E07000181","E10000025",23.18436,17.1167,99.56216,.148075,.1151695,.1809806,.2796973,1.022,9.877,8.230579,4.161529,4.31566,8.600493,2.036566,2.638278,.115714,47.80299
"E02005995",0,7.501234,0,.1461988,.0609547,.8544214,.8972406,9.097,.936,9.404,43,6079,"E07000181","E10000025",25.99112,19.64139,81.77537,.2708651,.0338581,.0338581,.0169291,.936,9.404,8.500669,5.220883,4.718875,6.69344,1.124671,3.15865,.28715,50.50531
"E02005996",2,7.554084,.1461134,.9351256,.0387326,.8546431,.5979818,9.438,1.177,11.922,43,8459,"E07000181","E10000025",22.63861,16.85778,88.28619,.4609443,.0872057,.261617,.3239068,1.177,11.922,7.785008,4.820439,4.579417,7.592191,4.393642,2.286123,.214324,116.2029
"E02005997",3,6.724937,.0380662,.647126,.0574706,.8463689,0,9.362,1.153,10.872,43,5606,"E07000181","E10000025",25.20514,19.85373,98.48047,.1620162,.1260126,.270027,.2520252,1.153,10.872,8.493151,5.616438,4.417808,7.910959,2.516492,4.764232,.2443196,160.4135
"E02005998",3,7.179903,.2305918,.6917756,.0416722,.8555399,1.547455,9.722,1.354,13.692,43,6170,"E07000181","E10000025",22.64182,19.57861,92.05164,.3954608,.1891334,.2751032,.1375516,1.354,13.692,7.894737,5.490578,5.263158,5.523067,4.384925,2.275421,.0711069,250.9026
"E02005999",3,6.869495,.1863586,.4099888,.0527286,.8861108,.8915545,9.487,1.379,10.963,43,6245,"E07000181","E10000025",26.48519,18.54283,90.50507,.1296807,.0324202,.1621008,.2107311,1.379,10.963,8.078408,5.553905,6.534007,8.434809,1.593978,.8634049,.1106929,106.3754
"E02006000",7,5.005782,.1605996,.856531,.0654498,.8870808,1.191986,10.228,1.804,15.103,43,12106,"E07000181","E10000025",21.17958,12.75401,99.24149,.549497,.3127906,.5156818,.4311438,1.804,15.103,8.475086,7.647147,6.337498,8.821316,3.886311,.800464,.0928074,3473.929
"E02006001",3,5.730659,.3111388,.9334163,.0742162,.8961833,0,10.525,3.358,14.96,43,5933,"E07000181","E10000025",20.96747,11.17478,92.79736,.3028683,.5166578,.6948156,.2850526,3.358,14.96,7.976228,8.633094,7.288083,10.10322,3.206069,.51395,.0244738,2433.564
"E02006002",5,7.288979,.4459309,1.114827,.0747013,.8996202,.6448413,10.385,2.357,15.234,43,10852,"E07000181","E10000025",18.9366,14.40287,103.5633,.6845238,.4761905,.6944444,.8234127,2.357,15.234,9.588785,8.523364,8.24299,11.79439,3.968797,.3968797,0,3288.039
"E02006003",0,6.257936,.2175805,.7397737,.0726814,.8865959,.3508124,9.79,1.414,12.854,43,5513,"E07000181","E10000025",23.78016,17.7943,108.5124,.2031019,.2584934,.3692762,.3508124,1.414,12.854,7.81415,6.58219,6.370996,10.06688,6.914083,.8896797,.1016777,119.9607
"E02006004",1,6.304527,0,.1148545,.0546987,.8816479,1.112307,9.284,.955,9.841,43,6075,"E07000181","E10000025",26.46914,19.6214,98.50288,.1255831,.0538213,.1614639,.1076426,.955,9.841,7.157748,5.072968,5.038221,8.408617,1.234263,1.579857,.2715379,47.61416
"E02006005",5,2.422541,.2870264,.8610792,.0511814,.9153102,.7362638,9.735,1.328,12.296,43,9618,"E07000181","E10000025",15.22146,6.79975,94.65185,.2967033,.4175824,.8131868,.1538462,1.328,12.296,10.56184,7.643196,5.928493,8.64648,3.690923,.3900975,.060015,4309.315
"E02006006",0,4.175036,.3399709,.9713453,.0545391,.9073102,.9446694,9.531,1.186,11.746,43,6970,"E07000181","E10000025",19.11047,11.11908,97.85976,.2249213,.179937,.5248163,.179937,1.186,11.746,9.675881,6.744519,6.959009,8.579599,3.41556,.3225806,.056926,2799.5
"E02006007",0,6.550282,.1034483,.4137931,.0514381,.8735411,1.210471,9.54,1.074,11.52,43,6931,"E07000181","E10000025",24.28221,17.38566,97.97644,.3480103,.1059162,.2874868,.0302618,1.074,11.52,8.109719,4.979129,5.963029,8.765653,1.788756,.8943782,.0851789,97.51146
"E02006008",0,5.48297,.1253133,.1879699,.095397,.8864783,.3867698,8.464,1.17,11.95,37,8955,"E06000051","E06000051",22.90341,16.31491,96.58891,.3067485,.0933582,.1467058,.1867165,1.17,11.95,8.015666,8.015666,6.527415,9.660574,1.104185,2.333036,.0712378,150.5511
"E02006009",3,8.382811,.1152959,.2305918,.0597166,.8986613,.1263335,8.587,1.164,12.156,37,7074,"E06000051","E06000051",19.3667,15.73367,106.9751,.4491858,.0982594,.23863,.1263335,1.164,12.156,6.869429,5.663345,4.090194,8.023073,.6316999,2.124809,.0957121,153.7669
"E02006010",1,5.895905,.0202143,.1617142,.0901118,.889813,.7533633,7.739,.976,6.784,37,11720,"E06000051","E06000051",24.82935,19.43686,96.09686,.1255605,.0089686,.0269058,.044843,.976,6.784,9.341338,6.215786,6.816175,10.25958,.7291418,.6215635,.083672,76.14696
"E02006011",1,8.765006,.1515726,.4168245,.082374,.8758584,.7574483,8.017,1.113,8.539,37,6081,"E06000051","E06000051",20.93406,20.04605,99.69777,.1178253,.0336644,.1683218,.2356506,1.113,8.539,9.34903,6.682826,6.6482,12.3615,.990099,.5986645,.0921022,1257.195
"E02006012",2,7.184405,0,.4651163,.0956166,.8953441,1.808407,8.168,1.315,10.09,37,6361,"E06000051","E06000051",25.57774,22.38642,97.76994,.325839,.1629195,.0651678,.3095471,1.315,10.09,8.221797,6.81963,7.648183,11.2492,.9497086,.4964386,.0647529,1087.064
"E02006013",3,7.406932,.1626016,.1355014,.0801873,.859963,1.472298,8.168,1.212,8.733,37,7790,"E06000051","E06000051",25.71245,22.59307,97.81688,.1291489,0,.232468,.1420638,1.212,8.733,7.494322,4.44108,5.198082,9.588696,.6393641,.7948851,.0691204,48.04046
"E02006014",13,6.149172,.0233536,.2568893,.086732,.8973489,1.411356,7.724,1.03,6.351,37,9546,"E06000051","E06000051",25.44521,22.34444,88.68927,.2497014,.2062751,.1194224,.1411356,1.03,6.351,10.24029,5.120144,8.084437,10.30766,1.064295,.4956991,.0874763,47.50971
"E02006015",1,6.567222,0,.187567,.1200073,.9009696,1.458819,7.613,1.127,9.876,37,10324,"E06000051","E06000051",22.57846,16.03061,111.3679,.1418296,.1418296,.1013069,.0506534,1.127,9.876,11.28226,8.388843,11.05329,14.34221,.8055398,.5370266,.0282646,433.5247
