"msoa11cd","covid19","p80up","pblack50up","pasian50up","incomescore19","higheredu","pcarehm","pm251418","so21418","nox","countDays","allpop","la","utla","p5064","p6579","morbidity","pindian","ppakbang","pblack","pchinese","so21418.1","nox.1","pcareservice","psale_cust","pprocess_plant","pelementary","pbus","ptrain","ptube","personkm2","meanUVAJAN01APR17","meanUVAJAN01APR17_100","Meantempwinter"
"E02000001",3,4.57156,1.349693,5.112474,0.0650999,0.8087205,0,13.849,2.644,94.882,42,8706,"E09000001","E09000001",21.80106,13.39306,80.15231,2.928813,3.362712,2.616949,3.566102,2.644,94.882,2.695925,2.277952,1.149425,3.636364,4.249247,4.344379,14.6821,3004.309,420.90624,4.2090624,5.79564640257094
"E02000002",2,5.336788,7.589744,6.205128,0.2154857,0.9079064,0.3099631,11.683,1.235,29.265,39,7720,"E09000002","E09000002",15.41451,8.173575,129.8443,3.98524,4.797048,16.72325,0.6494465,1.235,29.265,12.19807,10.58776,8.776168,13.32528,8.509174,4.793578,9.174312,3571.487,426.9591771,4.269591771,5.09215386708577
"E02000003",3,3.46575,9.228601,11.41247,0.1409752,0.8740509,0,12.245,1.408,33.129,39,11051,"E09000002","E09000002",17.56402,8.506018,124.087,8.083624,10.46292,16.10752,0.7565953,1.408,33.129,9.649703,8.988764,7.666887,11.28002,6.966009,12.77102,8.378795,5160.363,423.49824,4.2349824,5.18040778901842
"E02000004",9,5.678712,3.93925,2.278121,0.1382939,0.8906339,1.552896,11.461,1.592,29.413,39,6586,"E09000002","E09000002",19.70847,10.38567,127.2781,0.7602717,1.633775,10.49822,0.6146878,1.592,29.413,9.517145,8.502449,8.957313,9.86704,6.557008,9.125732,6.759802,2641.852,419.5834971,4.195834971,5.3056735197703
"E02000005",5,2.766644,8.109361,4.819277,0.1615312,0.8958625,0,12.58,1.765,35.245,39,10229,"E09000002","E09000002",15.72001,6.403363,123.4767,3.515534,5.874795,16.8769,0.4788601,1.765,35.245,12.10014,9.541029,10.09736,13.63004,9.455587,7.584696,7.888083,8610.609,420.0373029,4.200373029,5.33620421091716
"E02000007",9,3.526623,7.570831,2.229447,0.217733,0.9003212,0.7052668,12.092,1.578,33.143,39,10123,"E09000002","E09000002",16.47733,7.221179,135.5239,0.8076442,2.684564,22.71642,0.4891366,1.578,33.143,12.94401,9.692956,10.35521,15.74353,9.0376,4.949983,11.19351,5831.229,420.0373029,4.200373029,5.35275888442993
"E02000008",10,2.90463,6.50708,2.427512,0.2025169,0.895561,0,12.438,1.759,33.02,39,12635,"E09000002","E09000002",16.99248,7.677087,135.9463,1.633676,3.569885,17.37402,0.492696,1.759,33.02,12.681,8.600264,10.55287,15.6867,8.449279,6.223122,9.929168,8897.894,414.0666514,4.140666514,5.42399477958679
"E02000009",7,1.811594,9.231563,6.034038,0.2151954,0.878628,0.2263252,12.567,1.625,35.312,39,11592,"E09000002","E09000002",14.88958,5.529675,134.9043,3.132817,7.1352,18.83264,0.7742704,1.625,35.312,10.94598,9.831381,9.202629,17.26208,9.416512,6.642004,10.55995,12065.78,414.0666514,4.140666514,5.40880648295085
"E02000010",6,2.913994,7.699853,2.108877,0.2196203,0.8866675,0,12.248,1.798,32.595,39,9197,"E09000002","E09000002",17.73404,6.371643,132.0638,1.079512,3.401045,19.04817,0.650029,1.798,32.595,12.34352,9.22853,10.01456,16.65211,7.304527,5.555555,14.72908,8200.986,420.0373029,4.200373029,5.43350664774577
"E02000011",6,4.296148,6.44288,4.168922,0.1472985,0.877063,1.632455,12.139,1.956,33.431,39,6983,"E09000002","E09000002",17.27051,8.219963,143.6128,2.715371,4.735736,18.52271,0.7758203,1.956,33.431,10.53578,8.486156,8.809781,13.59223,5.901189,6.770357,16.90302,4380.57,419.5834971,4.195834971,5.36216910680135
"E02000012",3,3.418955,4.790645,18.63448,0.1223131,0.8323669,0.0910194,12.753,1.91,39.636,39,11290,"E09000002","E09000002",15.67759,7.325067,113.736,8.444579,27.11367,9.799757,0.940534,1.91,39.636,8.977965,9.353024,9.610877,10.17346,4.996411,7.810481,15.49174,8682.568,408.096,4.08096,5.49099111557007
"E02000013",4,2.135071,5.669599,3.128055,0.2084141,0.8941213,0.0714116,12.549,1.914,34.853,39,8899,"E09000002","E09000002",15.99056,7.461513,126.0394,1.678172,3.380148,17.75768,0.5355868,1.914,34.853,11.84806,10.31052,10.18993,16.21947,6.217709,5.469446,14.37734,6821.686,414.0666514,4.140666514,5.47928905487061
"E02000014",3,2.935303,6.639511,1.547861,0.203037,0.9021727,0.5211657,12.355,1.966,33.335,39,10016,"E09000002","E09000002",17.44209,7.6877,132.5222,1.031695,3.265263,17.54946,0.7977026,1.966,33.335,13.45799,9.40216,10.71899,17.0661,7.42875,6.167264,13.70503,8395.487,420.0373029,4.200373029,5.45772949854533
"E02000015",3,2.627339,9.526559,2.367206,0.2357414,0.8977991,0.1851117,12.331,2.117,34.477,39,8069,"E09000002","E09000002",16.3589,6.840996,148.4991,1.322227,2.115563,25.2942,0.6346688,2.117,34.477,13.27801,9.751038,10.40802,16.04426,7.782701,5.914082,12.42535,5925.947,420.0373029,4.200373029,5.40271727244059
"E02000016",1,0.5631537,16.36829,25.44757,0.210844,0.8556399,0,13.829,1.746,55.647,39,9944,"E09000002","E09000002",10.06637,2.75543,129.6807,12.05055,16.88379,27.00625,1.459093,1.746,55.647,9.37596,10.60559,6.670765,17.46081,7.454874,10.12635,22.05776,11219.97,410.2148571,4.102148571,5.59842443466187
"E02000017",3,2.389883,9.031909,36.12764,0.1447668,0.861542,0.2941869,13.122,1.764,45.575,39,9331,"E09000002","E09000002",14.4679,6.044368,132.9657,12.73241,30.79548,12.54413,0.7531184,1.764,45.575,8.534965,10.98112,8.481787,15.63414,6.24702,8.758544,18.66158,10644.88,408.096,4.08096,5.55109103520711
"E02000018",6,2.33936,7.160995,3.351955,0.2087298,0.8762759,0.0449944,12.687,1.894,37.015,39,9789,"E09000002","E09000002",14.57759,6.05782,135.619,1.574803,5.725534,19.89876,0.6299213,1.894,37.015,11.70988,8.826099,9.11739,15.49665,6.429526,6.245825,14.52906,7209.936,408.096,4.08096,5.54938165346781
"E02000019",5,2.197201,7.966012,2.867764,0.1964073,0.879276,0.459159,12.378,1.946,38.269,39,9148,"E09000002","E09000002",16.32051,7.006996,121.2799,1.848719,4.531175,22.0638,0.7249879,1.946,38.269,10.65312,9.81132,11.17562,15.76197,6.121363,5.695529,15.38325,3011.474,411.8640686,4.118640686,5.5185805161794
"E02000020",2,2.381867,9.85782,11.89573,0.1953922,0.8804185,0.021561,12.231,2.094,38.814,39,13015,"E09000002","E09000002",13.83788,5.347676,134.8181,6.037085,13.00129,21.71194,0.9271238,2.094,38.814,10.1616,10.10682,9.230348,16.29691,6.896003,7.580825,15.03424,3806.449,411.8640686,4.118640686,5.58355593681335
"E02000021",6,2.820513,12.02499,4.580947,0.1819228,0.8899272,1.328441,12.318,2.513,42.578,39,8970,"E09000002","E09000002",16.08696,7.001115,124.8081,3.112348,3.884109,28.07439,0.3922065,2.513,42.578,10.78402,9.312106,9.79273,15.68038,8.151167,6.280104,12.52316,3114.269,416.0731886,4.160731886,5.4621770646837
"E02000022",3,0.8259516,18.64717,11.51737,0.2568749,0.8779464,0.136721,13.546,1.75,52.711,39,8354,"E09000002","E09000002",11.33589,3.351688,137.1129,3.554745,9.240059,35.87786,1.36721,1.75,52.711,11.33267,9.770688,9.23895,21.90096,8.072779,7.754814,16.23388,11157.37,410.2148571,4.102148571,5.59912323951721
"E02000023",2,1.540388,15.2657,7.149758,0.2326966,0.8754072,0,13.067,1.891,47.269,39,7985,"E09000002","E09000002",12.63619,3.619286,132.1618,1.928417,7.451404,36.05369,0.3394014,1.891,47.269,12.90992,10.08717,9.755085,17.93275,9.013485,7.641353,12.53844,4574.889,411.7824,4.117824,5.58545223871867
"E02000024",6,6.19767,1.009564,6.163656,0.0642414,0.8300578,1.250492,10.695,1.029,27.409,45,10988,"E09000003","E09000003",22.15144,13.71496,84.33818,3.751477,0.9058685,2.382828,1.289878,1.029,27.409,7.159221,5.383734,3.169148,4.696449,3.969986,3.015007,18.44475,2927.297,416.55168,4.1655168,4.47038825352987
"E02000025",12,4.756834,2.009098,7.202426,0.1120399,0.8420306,0.3393665,10.505,1.016,25.572,45,8451,"E09000003","E09000003",21.66607,11.66726,95.68566,3.783308,1.093514,4.650578,1.571141,1.016,25.572,8.557457,6.088019,3.96088,5.794621,5.951383,8.734283,10.98072,3518.435,417.8061257,4.178061257,4.80577977498372
"E02000026",2,5.50611,2.016129,11.06631,0.0790335,0.8544853,0.1584033,10.808,1.086,28.641,45,6629,"E09000003","E09000003",21.36069,13.35043,84.17096,4.752099,0.9345794,3.785839,1.219705,1.086,28.641,8.426229,5.573771,4.098361,5.47541,4.09586,5.446623,12.46187,4522.609,419.0605714,4.190605714,4.9116493595971
"E02000027",9,4.121809,3.986486,10.77703,0.1573553,0.859108,0.9689519,10.8,1.056,27.202,45,9753,"E09000003","E09000003",20.38347,12.16036,106.4777,4.219629,1.448218,9.439466,1.667014,1.056,27.202,10.6039,8.93961,5.587256,8.963386,7.150168,2.310279,11.84384,5825.27,416.55168,4.1655168,4.66817959149679
"E02000028",2,5.079934,1.992225,9.766764,0.1007541,0.8171897,0.9568602,11.045,1.121,30.717,45,6693,"E09000003","E09000003",20.21515,11.20574,86.84699,6.179046,1.508271,4.816737,1.719105,1.121,30.717,6.93408,5.379353,3.047264,5.192786,5.088106,10.24229,10.63877,6340.335,417.8061257,4.178061257,4.80863078435262
"E02000029",7,3.208271,2.721365,9.545085,0.1240921,0.8583512,0.1174122,11.011,1.181,32.445,45,9382,"E09000003","E09000003",19.2816,9.806011,102.0089,4.332511,0.8688505,5.870612,1.573324,1.181,32.445,9.254865,5.64784,4.864737,6.288562,5.861514,11.0306,8.599033,5569.522,419.0605714,4.190605714,4.92391880353292
"E02000030",6,7.256675,1.466113,10.65007,0.0777936,0.8278071,1.117196,10.688,0.984,27.975,45,9288,"E09000003","E09000003",24.07407,15.37468,87.89947,5.991238,1.511501,3.986856,2.03724,0.984,27.975,7.415305,5.188344,3.364132,4.951433,3.844373,3.041532,11.33241,637.0947,420.0776229,4.200776229,4.5893872089875
"E02000031",11,7.725155,1.822323,11.00987,0.0654898,0.8011014,1.974225,11.068,1.104,31.12,45,7728,"E09000003","E09000003",19.75932,12.83644,81.28532,7.129147,1.220181,4.757335,2.125034,1.104,31.12,7.468997,5.749718,2.70575,5.101466,5.848067,5.401205,18.78764,3985.631,417.9933257,4.179933257,4.82670998573303
"E02000032",5,4.871242,1.765766,19.17117,0.0685068,0.8104602,0.4072801,11.19,1.19,30.907,45,7883,"E09000003","E09000003",22.60561,13.75111,86.80196,9.380171,2.596411,3.525519,2.125493,1.19,30.907,8.181344,5.497655,4.299114,5.315269,3.48878,2.962833,17.60168,5638.902,420.7322057,4.207322057,5.03460232416789
"E02000033",7,4.574504,3.449628,14.26891,0.1232994,0.8738763,1.159658,11.471,1.331,33.952,45,8919,"E09000003","E09000003",20.95526,10.58415,103.0405,7.02823,1.675061,6.290266,1.124517,1.331,33.952,9.382655,7.520823,5.022048,7.692307,7.134768,4.869762,15.38586,5022.725,420.7322057,4.207322057,5.11722262700399
"E02000034",8,4.344545,2.430815,12.67764,0.1031413,0.8152958,0.6817113,11.414,1.219,33.656,45,9276,"E09000003","E09000003",19.4696,11.92324,85.25623,7.216737,1.716032,5.559474,1.704278,1.219,33.656,8.418307,6.758359,3.865307,6.023239,7.039537,3.310833,15.65413,5952.817,418.4738743,4.184738743,4.93012571334839
"E02000035",13,5.78696,2.011834,18.1854,0.1102209,0.8126374,2.109228,11.063,1.116,30.928,45,9003,"E09000003","E09000003",16.72776,11.14073,93.07349,10.0565,1.544256,4.268675,3.013183,1.116,30.928,6.799902,6.06873,3.144041,5.581282,5.408163,2.244898,25.4932,6936.382,417.9933257,4.179933257,4.92014376322428
"E02000036",9,3.990671,6.257982,19.60409,0.1119545,0.8253441,0.5026529,12.168,1.085,42.719,45,11577,"E09000003","E09000003",18.51084,10.22717,88.74017,10.33231,2.587732,12.30569,2.690124,1.085,42.719,9.538153,6.807229,4.779117,7.248996,7.266253,5.314519,11.13016,6451.029,421.5731657,4.215731657,4.75258270899455
"E02000037",11,4.32646,3.551402,19.34579,0.0812406,0.8399815,0,11.04,0.999,31.33,45,10378,"E09000003","E09000003",17.35402,12.55541,86.6703,13.50991,1.827328,7.914999,1.293502,0.999,31.33,8.444044,6.439991,4.526008,5.854537,5.720275,2.740341,12.48877,2399.729,422.9724343,4.229724343,4.60543495814006
"E02000038",20,3.910857,3.076923,17.12374,0.1043185,0.8499834,1.94027,11.504,1.308,34.866,45,11532,"E09000003","E09000003",19.5196,9.712106,102.3998,9.729884,1.721514,7.856192,1.949781,1.308,34.866,8.044046,6.737589,4.292646,6.886898,9.687262,6.534452,14.836,6543.803,422.40384,4.2240384,5.01238759358724
"E02000039",6,4.100165,2.855783,14.56449,0.0709744,0.8193043,0,11.768,1.127,39.084,45,7268,"E09000003","E09000003",20.32196,11.44744,82.49204,6.202247,2.486891,6.486891,2.382022,1.127,39.084,6.726191,4.345238,3.333333,5.327381,5.407098,9.874739,9.185803,3409.158,423.0687086,4.230687086,4.88463004430135
"E02000040",9,4.182927,3.747073,13.06792,0.1121718,0.8352401,0,10.92,1.059,30.897,45,8200,"E09000003","E09000003",16.93902,11.52439,91.22556,5.877449,2.473253,9.795748,1.95915,1.059,30.897,8.832808,6.687697,5.11041,7.066246,6.488011,3.566391,12.57304,1590.684,418.4138057,4.184138057,4.75375093354119
"E02000041",7,4.924281,5.063766,23.03076,0.1214549,0.8394317,0.556123,11.492,1.164,35.29,45,9971,"E09000003","E09000003",17.37037,9.96891,105.0082,11.41755,2.996255,9.363296,2.383384,1.164,35.29,8.730159,7.551708,5.651756,10.96681,8.9063,3.629677,14.90246,7391.081,420.54048,4.2054048,4.83763480186462
"E02000042",13,4.625895,3.785385,26.95852,0.1146056,0.8568394,1.691888,11.754,1.242,36.905,45,12149,"E09000003","E09000003",17.22775,9.095399,102.6183,14.59724,2.735219,5.282451,2.020867,1.242,36.905,7.177463,7.069801,3.786112,7.572223,9.027518,2.104346,23.74549,10020.05,418.1805257,4.181805257,4.92497730255127
"E02000043",5,5.015253,1.847079,24.2268,0.0498441,0.8027335,1.039501,11.515,1.325,35.683,45,8195,"E09000003","E09000003",17.87675,10.79927,85.67794,12.72089,1.923077,2.611746,3.599272,1.325,35.683,5.941379,4.700291,2.244521,4.119356,4.067734,1.785386,26.74397,5577.757,415.2544457,4.152544457,4.93790380160014
"E02000044",5,2.231237,9.471585,16.74975,0.1566751,0.8350858,0,12.049,1.221,40.163,45,8874,"E09000003","E09000003",19.13455,8.057246,113.2029,6.740181,2.502788,15.00434,1.585925,1.221,40.163,11.81493,9.143487,6.389424,12.94409,10.02428,6.867846,12.29622,8012.809,423.0687086,4.230687086,4.8368091583252
"E02000045",3,2.456912,5.684647,15.93361,0.1438036,0.8565747,0,12.382,1.253,43.156,45,10908,"E09000003","E09000003",18.65603,8.516685,102.9511,6.623034,1.465273,8.860018,1.758328,1.253,43.156,9.185272,7.050529,4.954955,8.166862,15.12068,3.209393,13.95956,6287.772,422.40384,4.2240384,5.09171851476033
"E02000046",4,3.785281,2.824859,26.66667,0.0817314,0.8257213,0.7362311,12.111,1.302,41.926,45,7582,"E09000003","E09000003",16.18307,8.744394,86.70312,11.18505,1.897211,3.992638,3.256407,1.302,41.926,6.123992,5.46875,2.242944,7.232863,7.557503,2.172326,30.86893,7821.615,413.9572114,4.139572114,4.93714131249322
"E02000047",7,2.653654,8.993339,23.4641,0.1759938,0.8625213,1.063923,11.674,1.284,35.249,45,12398,"E09000003","E09000003",17.26892,8.162607,108.7229,8.599314,3.464345,15.71265,3.70175,1.284,35.249,11.77416,10.44806,7.474382,15.89311,11.42292,3.337866,16.24428,8716.821,423.0687086,4.230687086,4.95701751708984
"E02000048",2,4.837952,3.435115,17.52255,0.0855837,0.8120514,0,11.484,1.174,37.252,45,10645,"E09000003","E09000003",17.67027,11.70503,81.87736,7.588876,2.312315,6.24427,2.332688,1.174,37.252,7.058102,5.973814,3.314239,4.971358,5.28778,3.317267,17.47944,3451.476,413.9572114,4.139572114,4.97761527697245
"E02000049",4,1.442101,20.20949,18.05299,0.2650077,0.8619021,0,11.654,1.34,36.689,45,9292,"E09000003","E09000003",16.96083,6.446405,111.3866,4.386687,2.293308,29.62484,3.222392,1.34,36.689,14.24581,10.86282,9.000621,15.98386,11.79911,3.405573,12.8483,11786.18,423.0687086,4.230687086,5.00490721066793
"E02000050",6,3.392939,4.717334,22.05167,0.1319189,0.8447788,0.1093005,12.672,1.317,46.161,45,10905,"E09000003","E09000003",17.43237,10.03209,97.88298,11.26789,2.036963,9.131558,1.27186,1.317,46.161,7.715311,7.356459,4.066986,8.492823,8.592077,1.820128,22.00214,5142.258,418.1805257,4.181805257,4.97345288594564
"E02000051",8,6.576502,2.429577,16.40845,0.0778816,0.812339,0.0693882,12.848,1.261,52.526,45,9686,"E09000003","E09000003",16.98327,11.93475,75.27195,7.910258,1.850353,5.250376,1.989129,1.261,52.526,6.972985,6.164858,2.170399,5.749249,7.385103,1.901743,19.98415,6687.295,413.9572114,4.139572114,4.95509084065755
"E02000052",3,3.003968,4.280473,13.12678,0.093901,0.8252996,0,12.017,1.31,41.207,45,10586,"E09000003","E09000003",16.67296,9.777064,90.39677,4.980408,1.505465,6.176531,1.495154,1.31,41.207,5.466179,5.045704,2.193784,6.051188,5.773334,2,34.06667,10921.35,418.1805257,4.181805257,4.92924483617147
"E02000053",1,1.751582,8.091517,39.73214,0.1335767,0.8598708,0.1954697,11.696,1.284,38.579,45,15643,"E09000003","E09000003",13.59714,5.146072,92.81541,11.40623,5.300678,12.62504,6.553984,1.284,38.579,7.961631,10.69544,6.043166,11.94245,8.40152,3.17066,20.49971,10091.63,423.0687086,4.230687086,5.06898228327433
"E02000054",8,3.11187,5.305902,23.87656,0.1047327,0.8172442,0.3608104,12.678,1.266,49.438,45,7616,"E09000003","E09000003",17.26628,9.020483,82.56767,9.769636,2.886483,9.117402,5.315015,1.266,49.438,8.091059,6.500274,4.60779,8.913878,8.016574,3.260674,16.71771,5075.75,418.51296,4.1851296,5.02718681759304
"E02000055",7,4.578029,4.668304,19.41032,0.0943656,0.8326374,0.952381,12.352,1.34,46.255,45,11861,"E09000003","E09000003",15.20108,7.916702,91.31115,8.301887,1.850854,6.963162,4.357592,1.34,46.255,8.672799,7.339966,3.454102,11.00056,9.252111,2.955368,18.10615,8234.984,418.51296,4.1851296,4.98265012105306
"E02000056",9,5.739019,1.353093,7.345361,0.0422636,0.7929702,1.812853,11.707,1.262,39.709,45,9357,"E09000003","E09000003",18.79876,12.93149,74.05068,3.679983,1.183239,2.171081,1.031264,1.262,39.709,6.25,3.494624,1.187276,3.853047,3.453689,1.789639,20.91052,2899.514,415.9847314,4.159847314,4.91152037514581
"E02000057",9,3.375476,2.580275,18.52064,0.0831477,0.8689463,0.6012827,12.801,1.324,50.998,45,8147,"E09000003","E09000003",12.82681,8.052044,94.61433,6.186531,1.603421,4.369321,2.17798,1.324,50.998,9.019494,6.895548,3.11318,8.32121,7.554167,2.869412,17.43119,7445.316,418.51296,4.1851296,5.02664391199748
"E02000058",3,4.868024,1.627313,9.029994,0.0716744,0.8635136,0.2935421,12.365,1.347,45.869,45,10949,"E09000003","E09000003",16.69559,12.19289,83.54449,3.630137,1.46771,3.307241,1.272016,1.347,45.869,6.013098,5.358206,2.202818,5.536813,8.313605,2.130622,21.59866,6037.887,414.9516343,4.149516343,4.95230197906494
"E02000059",14,3.156631,8.979748,37.98242,0.1342001,0.8427389,0.1625394,12.237,1.343,45.458,45,11658,"E09000003","E09000003",17.74747,8.063132,117.3484,17.26743,4.8475,11.20566,3.317717,1.343,45.458,9.612683,11.90046,7.14429,13.28517,12.14621,5.038711,12.98388,5314.896,417.4062171,4.174062171,5.13715116182963
"E02000060",9,5.203107,2.677575,15.76794,0.0963452,0.9154913,1.822344,12.51,1.391,47.385,45,12358,"E09000003","E09000003",12.58294,7.565949,100.7452,5.695971,1.346154,3.406593,1.794872,1.391,47.385,7.259292,6.433384,2.260378,8.650293,7.276657,1.887608,19.48127,10026.95,414.9516343,4.149516343,5.05052828788757
"E02000061",10,5.378619,2.100657,15.84245,0.0737931,0.8275542,1.709722,11.977,1.35,43.013,45,8980,"E09000003","E09000003",16.32517,9.142539,82.1273,5.253963,1.884438,3.232248,2.820417,1.35,43.013,6.269222,4.376626,1.608706,6.434824,9.168054,2.362729,27.70383,5658.567,414.9516343,4.149516343,4.93570780754089
"E02000062",3,2.285379,9.359945,23.88162,0.1912154,0.8486464,0.2365931,12.653,1.507,52.048,45,6826,"E09000003","E09000003",17.31614,7.383533,105.0727,8.201893,3.580442,15.39432,2.271293,1.507,52.048,11.02151,9.475806,5.678763,14.38172,14.52991,4.786325,13.86752,3712.759,416.1789257,4.161789257,5.15841420491536
"E02000063",4,3.236622,6.168647,19.86418,0.1508197,0.8349366,1.219337,12.56,1.387,46.644,45,7755,"E09000003","E09000003",19.01999,8.394584,117.2123,5.379429,3.256348,11.14618,2.5104,1.387,46.644,8.040666,8.502772,5.884165,10.72089,13.94618,4.832057,14.83009,7473.527,415.9460571,4.159460571,5.11022075017293
"E02000064",0,3.182017,6.23053,12.77259,0.1677355,0.8576648,1.760563,12.124,1.282,44.166,45,6851,"E09000003","E09000003",16.6545,8.918406,111.132,3.104994,2.59283,10.43534,1.504481,1.282,44.166,10.18998,6.321243,4.006908,11.81347,13.73308,3.718031,16.37653,8624.109,415.9460571,4.159460571,5.04774975776672
"E02000065",0,2.12411,25.08909,7.697791,0.159881,0.8735387,0,11.759,1.843,31.631,41,8992,"E09000004","E09000004",17.78247,5.527135,116.8489,1.891469,1.056614,43.75163,1.721889,1.843,31.631,11.76829,9.115853,8.109756,14.26829,12.72761,12.6713,7.433828,2805.512,409.6614857,4.096614857,5.54304228888618
"E02000066",3,2.383554,15.80658,13.08411,0.2076592,0.8745121,0.4356395,11.996,1.596,32.899,41,10069,"E09000004","E09000004",19.28692,8.451683,121.9244,2.821284,0.8090447,31.79131,3.464371,1.596,32.899,13.42066,10.38062,8.329214,17.20218,10.79063,16.16398,4.43631,6402.579,409.6614857,4.096614857,5.48350842793783
"E02000067",3,2.668745,6.814079,9.250902,0.1677388,0.9007962,0.1485714,11.411,1.962,30.834,41,10267,"E09000004","E09000004",16.87932,7.743255,108.9722,5.428571,0.6057143,16.4,0.8228571,1.962,30.834,9.730392,8.676471,9.264706,11.93627,7.693541,16.50906,2.195865,4437.606,412.1090743,4.121090743,5.33749270439148
"E02000068",3,2.817937,9.552238,9.671641,0.1963775,0.9039559,0,11.679,2.128,31.93,41,8162,"E09000004","E09000004",16.4298,6.505758,118.8723,5.684895,0.5955604,21.03411,0.5414185,2.128,31.93,10.07941,9.804521,8.124619,12.76726,7.7101,16.92367,2.563608,3593.107,420.1645714,4.201645714,5.42574723561605
"E02000069",3,5.461812,3.828413,8.671587,0.1278348,0.8910564,0.6296416,11.7,1.753,29.635,41,6756,"E09000004","E09000004",18.84251,11.13085,102.2692,6.151114,1.033258,12.17307,1.17856,1.753,29.635,9.486448,8.380884,8.523538,10.87732,5.786985,13.10516,1.621256,4654.967,415.2231771,4.152231771,5.28889465332031
"E02000070",0,5.691964,1.80624,5.287356,0.0831718,0.885026,0,11.602,1.515,29.487,41,8064,"E09000004","E09000004",22.29663,13.46726,101.26,5.142857,0.5206349,6.64127,0.3936508,1.515,29.487,9.602303,8.451073,7.980115,9.340659,5.803181,13.96609,1.887782,4344.694,412.9903543,4.129903543,5.28312381108602
"E02000071",3,3.982763,2.345786,5.256299,0.1195345,0.9027483,0,11.613,1.587,28.334,41,7658,"E09000004","E09000004",20.80177,10.45965,108.7531,4,0.4931507,5.356164,0.7945206,1.587,28.334,9.746479,10.16901,8.56338,9.239436,5.779037,13.55996,0.9631728,6496.943,415.8785829,4.158785829,5.19149351119995
"E02000072",1,2.194382,8.226324,3.250401,0.2050828,0.9109912,0.0681779,11.087,1.481,25.4,41,12851,"E09000004","E09000004",16.58237,6.030659,135.5607,1.312425,0.3664564,20.73462,0.7925686,1.481,25.4,11.11584,10.45571,9.923339,16.20528,8.916636,13.04074,1.677387,2937.107,424.19232,4.2419232,5.36736526489258
"E02000073",6,5.255448,2.093693,6.176394,0.0562893,0.8762025,0,11.697,1.475,29.827,41,10922,"E09000004","E09000004",22.01062,13.55979,96.95689,5.02611,0.690041,4.671764,1.053711,1.475,29.827,8.601942,8.38835,6.912621,7.223301,4.267892,16.97964,1.733421,6825.444,414.2406857,4.142406857,5.22794103622437
"E02000074",7,3.858332,3.667482,3.91198,0.1946394,0.9128732,0.9928151,12.181,1.578,30.944,41,8527,"E09000004","E09000004",20.0774,10.3788,115.7408,2.442848,0.6009144,10.71195,0.6009144,1.578,30.944,10.64459,10.23063,9.727972,13.3353,6.99184,11.86944,0.9272997,7552.885,420.0354514,4.200354514,5.27490011850993
"E02000075",4,6.70621,1.55922,3.898051,0.0604856,0.8773616,0.3522899,11.537,1.494,28.905,41,8261,"E09000004","E09000004",22.72122,16.475,94.45397,3.585808,0.4529441,2.918973,0.8178158,1.494,28.905,8.580107,8.073905,6.327512,6.783093,3.892734,18.2526,0.9861591,5380.614,415.8785829,4.158785829,5.15544319152832
"E02000077",9,5.205679,2.113208,6.188679,0.0814475,0.8845313,0.8053176,11.707,1.512,29.318,41,8241,"E09000004","E09000004",20.95619,11.16369,100.7964,4.473987,0.8947974,4.678512,1.278282,1.512,29.318,10.04109,8.885465,7.24191,8.859784,6.223252,17.65335,1.640514,7375.599,418.8198857,4.188198857,5.24576171239217
"E02000078",5,5.926956,1.699205,1.735358,0.0638368,0.9042821,0,11.555,1.478,27.998,41,7913,"E09000004","E09000004",20.23253,13.15557,95.00036,1.2394,0.1565558,4.122635,0.417482,1.478,27.998,7.190844,7.738244,6.195571,8.161234,4.17327,18.85895,0.8804367,5318.353,424.8477257,4.248477257,5.16363922754924
"E02000079",19,7.95612,1.155867,4.69352,0.0878742,0.8704959,1.881755,11.896,1.487,33.573,41,8660,"E09000004","E09000004",18.47575,11.78984,109.2738,3.331214,0.8010172,2.708201,1.665607,1.487,33.573,8.075165,7.61808,5.71356,6.424581,4.885935,21.64541,1.095743,5255.129,418.8198857,4.188198857,5.15198397636414
"E02000080",1,5.101238,2.045657,6.581678,0.0773606,0.8865388,0,11.868,1.446,32.146,41,10174,"E09000004","E09000004",20.65068,11.65717,101.3528,4.570519,0.795334,4.835631,1.717921,1.446,32.146,9.039425,8.10281,6.36027,8.255282,6.415702,17.56262,1.274352,6013.9,417.99168,4.1799168,5.23512856165568
"E02000081",3,6.557173,1.17201,2.826612,0.0911853,0.8838668,0,11.512,1.368,30.176,41,8037,"E09000004","E09000004",20.66692,13.6867,103.0689,2.382537,0.5723413,2.994809,1.064821,1.368,30.176,8.725212,7.733711,6.458923,9.433428,5.039194,15.60284,0.9705114,3643.65,424.8477257,4.248477257,5.1565580368042
"E02000082",5,5.124308,1.782242,4.957874,0.0465672,0.8982502,0,12.15,1.371,34.236,41,9211,"E09000004","E09000004",20.86636,11.36684,106.5294,2.546192,0.8111762,3.672826,1.228031,1.371,34.236,8.137276,7.770343,7.70559,7.943017,5.075594,17.86486,1.85128,6151.047,417.99168,4.1799168,5.22285938262939
