"msoa11cd","covid19","p80up","pblack50up","pasian50up","incomescore19","higheredu","pcarehm","pm251418","so21418","nox","countDays","allpop","la","utla","p5064","p6579","morbidity","pindian","ppakbang","pblack","pchinese","so21418.1","nox.1","pcareservice","psale_cust","pprocess_plant","pelementary","pbus","ptrain","ptube","personkm2","meanUVAJAN01APR17","meanUVAJAN01APR17_100","Meantempwinter"
"E02001586",2,6.201649,0.2053388,0.2346729,0.2305786,0.939701,0.9964325,8.783,2.619,24.097,35,7885,"E08000018","E08000018",24.84464,17.50159,152.1247,0.1968262,0.270636,1.008734,0.1230164,2.619,24.097,12.30982,13.47165,11.42462,16.12725,8.415283,0.5803643,0.209576,1380.455,402.2574171,4.022574171,4.51493551996019
"E02001587",1,5.05667,0.1374885,0.3208066,0.2797816,0.934444,0.8585165,9.017,2.609,22.558,35,5735,"E08000018","E08000018",22.00523,15.53618,161.3083,0.2232143,0.6524726,0.3434066,0.051511,2.609,22.558,12.16578,11.54189,13.23529,16.17647,6.47601,0.1890806,0.0236351,483.7152,402.2347886,4.022347886,4.42014695538415
"E02001588",13,5.598213,0.3555907,0.3160806,0.2221138,0.9498269,0.8670116,8.539,2.843,24.671,35,7163,"E08000018","E08000018",20.96887,11.61524,143.4014,0.0699203,0.1678087,1.076772,0.1118725,2.843,24.671,12.31087,14.75241,12.55158,16.40303,9.562787,0.598922,0.2595328,4420.308,402.7926857,4.027926857,4.3683869043986
"E02001589",1,4.675129,0.0703977,0.844773,0.0732503,0.8955379,0.1345895,9.195,2.35,22.25,35,7957,"E08000018","E08000018",22.68443,15.1816,131.8241,0.3425915,0.2814144,0.208002,0.2447082,2.35,22.25,8.534279,9.101655,7.635934,8.439716,3.15772,0.5484461,0.0997175,904.0244,398.0513829,3.980513829,4.09533728162448
"E02001590",1,2.796376,0.6268081,1.591128,0.3706284,0.9560598,0.2536038,9.278,3.425,27.499,35,7617,"E08000018","E08000018",18.72128,9.833268,172.4595,0.2402563,4.004271,1.748532,0.1468233,3.425,27.499,13.17637,14.53945,13.91987,21.31351,7.546806,0.4053272,0.1544103,2716.874,401.9784686,4.019784686,4.59340159098307
"E02001591",3,2.987513,0.6510417,7.33507,0.3011999,0.9453031,0.6386312,9.247,3.205,33.349,35,8569,"E08000018","E08000018",17.71502,9.289299,157.9937,0.5060851,14.42342,2.928064,0.6265815,3.205,33.349,12.00511,12.45211,15.64496,19.5083,6.967698,0.608828,0.0676476,3666.095,401.9784686,4.019784686,4.68549156188965
"E02001592",0,4.794837,0.2598903,0.4331504,0.1297823,0.9188635,0.4045398,8.815,2.656,27.871,35,8676,"E08000018","E08000018",24.02029,16.20563,128.9481,0.0674233,0.6517586,0.4719631,0.2472188,2.656,27.871,11.65049,11.37309,11.2344,12.29773,6.441032,0.4771135,1.222603,1698.476,402.5167543,4.025167543,4.45623466703627
"E02001593",1,2.548864,0.4112808,10.86957,0.3071922,0.9479789,0.7610993,9.505,3.336,37.405,35,7572,"E08000018","E08000018",17.81564,7.778658,154.7069,0.6765327,20.42283,3.396758,0.3946441,3.336,37.405,11.35176,11.79985,16.57954,19.04406,8.144617,0.4171633,0.3972984,2375.132,399.9567086,3.999567086,4.72897656758626
"E02001594",5,4.281459,1.509054,11.1167,0.3171419,0.9319725,3.837209,9.589,3.329,39.662,35,8058,"E08000018","E08000018",15.88484,7.520476,195.8427,0.8575581,16.55523,3.953488,1.133721,3.329,39.662,9.502447,10.11419,16.06852,18.35237,6.629721,1.744663,0.2052545,2584.221,400.8544457,4.008544457,4.6994354724884
"E02001595",0,5.637167,0.059453,0.3269917,0.0958634,0.9064108,1.220764,9.581,2.368,26.627,35,8373,"E08000018","E08000018",25.45085,15.50221,129.2585,0.1825442,0.2167712,0.1825442,0.1140901,2.368,26.627,10.94727,9.919571,9.763182,10.79088,5.146163,0.1979294,0.045676,1554.887,398.7423771,3.987423771,3.89500547779931
"E02001596",5,7.912478,0.0814996,0.4346645,0.1246634,0.888297,1.08658,8.99,2.599,24.083,35,8455,"E08000018","E08000018",22.37729,18.98285,129.2566,0.1502716,0.4276962,0.2080684,0.1733904,2.599,24.083,10.49555,10.72427,9.860229,11.38501,5.287614,0.4005768,0.2082999,4884.661,397.89216,3.9789216,4.02296074231466
"E02001597",4,4.191871,0.0309215,0.4329004,0.2485175,0.9269933,0.4617968,8.878,1.964,16.539,35,9423,"E08000018","E08000018",20.76833,12.83031,148.022,0.13644,0.220403,0.1469353,0.1574307,1.964,16.539,13.70341,10.88764,12.738,17.32368,6.334842,0.2919282,0.0145964,533.881,393.984,3.93984,3.98772785710353
"E02001598",3,6.669459,0.1237317,1.410542,0.1367717,0.8966592,0.5608059,9.033,2.531,25.382,35,9551,"E08000018","E08000018",22.95048,15.64234,138.2383,0.7996677,3.603697,0.4361824,0.2596323,2.531,25.382,11.06852,10.18208,9.151893,11.23622,4.828091,0.3072421,0.1901975,2232.333,400.3395429,4.003395429,4.33270825280084
"E02001599",1,6.517344,0.0798085,0.4788508,0.0738984,0.8734408,0.1597444,9.455,2.186,24.012,35,6429,"E08000018","E08000018",23.50288,17.14108,111.5258,0.654952,0.7667732,0.2715655,0.0798722,2.186,24.012,9.11147,8.756058,6.752827,7.20517,3.693182,0.4807692,0.2185315,1312.22,397.89216,3.9789216,3.98710710472531
"E02001600",4,6.344115,0.4720497,10.08696,0.1307917,0.8649758,0.3247657,8.876,2.682,29.56,35,11223,"E08000018","E08000018",18.70266,14.13169,126.5585,2.579568,21.52733,2.013547,0.3897189,2.682,29.56,7.958092,8.649131,10.12037,8.448506,3.53542,0.7856488,0.3142595,2936.685,399.7077943,3.997077943,4.54016086790297
"E02001601",4,6.655745,0.3221353,1.426599,0.1152719,0.8891671,0.297501,9.646,2.2,26.486,35,4883,"E08000018","E08000018",24.16547,18.00123,124.1894,0.6346688,2.459342,0.4363348,0.5553352,2.2,26.486,10.49724,10.28474,9.009775,8.244794,4.352528,0.4325493,0.2703433,475.533,397.4144914,3.974144914,4.36852511564891
"E02001602",2,5.373467,0.6387921,1.422764,0.125337,0.9161882,0,9.334,3.393,34.222,35,8970,"E08000018","E08000018",21.48272,16.08696,123.6147,0.2008929,2.254464,1.149554,0.3125,3.393,34.222,9.594883,13.05378,11.63231,13.29069,5.598426,0.4539265,0.6808897,1750.844,397.656,3.97656,4.78956198692322
"E02001603",2,4.401286,0.0774893,0.348702,0.1928824,0.9188818,0.0455719,9.232,2.265,21.778,35,7157,"E08000018","E08000018",21.30781,14.60109,136.8811,0.2430503,0.1519064,0.1822877,0.0455719,2.265,21.778,10.81922,10.1279,12.54753,12.1673,5.058043,0.2072968,0.1036484,534.7458,399.3720686,3.993720686,4.09872092344822
"E02001604",1,3.466407,0.2631579,0.6390978,0.1142633,0.914849,1.399417,8.867,2.391,25.583,35,10270,"E08000018","E08000018",19.25024,10.6816,128.3538,0.2798834,0.8046647,1.259475,0.2099125,2.391,25.583,9.260121,10.63285,10.98185,11.02839,5.898039,0.4235294,0.2509804,816.1199,399.9867429,3.999867429,4.67435345282921
"E02001605",1,5.117243,0.1177856,0.3926188,0.1115972,0.8964334,0.248825,9.122,2.063,17.351,35,7719,"E08000018","E08000018",22.26972,14.121,126.2281,0.1520597,0.2626486,0.3455903,0.1658833,2.063,17.351,8.879145,7.892573,9.235407,9.619074,2.872928,0.3499079,0.092081,229.1184,405.9154286,4.059154286,3.95847646877019
"E02001606",9,4.785216,0.1322751,0.3306878,0.1775564,0.9231845,1.423221,9.16,2.103,16.529,35,8171,"E08000018","E08000018",21.57631,16.05679,139.0455,0.1872659,0.0998752,0.2122347,0.1622971,2.103,16.529,10.73864,8.380682,11.61932,13.80682,3.561644,0.5479452,0.0684932,1546.58,406.3120457,4.063120457,3.85479842821757
"E02001607",3,5.164688,0.2226552,0.8627887,0.1499689,0.9172093,0,9.276,2.385,23.2,35,8926,"E08000018","E08000018",21.73426,16.74882,128.0758,0.419882,0.351793,0.3744893,0.1815706,2.385,23.2,10.17787,10.72134,9.609684,11.75889,5.594836,0.2305564,0.1844451,1536.233,402.3133714,4.023133714,4.12052037980821
"E02001608",1,3.646441,0.1205788,0.2411576,0.0843744,0.8949479,0,9.024,2.409,23.19,35,6856,"E08000018","E08000018",20.88681,16.1902,115.2282,0.2764843,0.3201397,0.6402794,0.1164144,2.409,23.19,9.261364,9.005682,10.76705,9.772727,4.600626,0.724354,0.3915427,670.4612,406.0232229,4.060232229,4.2548380613327
"E02001609",6,6.067095,0.0523013,0.3922594,0.1032736,0.8948613,0.1792543,9.023,2.046,17.721,35,8406,"E08000018","E08000018",22.70997,21.87723,114.2619,0.1792543,0.083652,0.0597514,0.0717017,2.046,17.721,9.076923,6.487179,9.282051,9.51282,2.337043,0.7154213,0.0794913,454.6026,400.8935314,4.008935314,3.98863217877407
"E02001610",3,5.367841,0.1210654,0.5447942,0.0847566,0.9069768,0.2183936,9.268,2.097,19.46,35,8346,"E08000018","E08000018",23.11287,18.14043,123.4492,0.1698617,0.2547925,0.2911915,0.1941276,2.097,19.46,8.691382,7.341026,7.316474,9.157869,2.660278,1.66887,0.1982816,267.9701,406.4437029,4.064437029,3.94641469849481
"E02001611",1,6.862745,0.3894839,0.064914,0.1376927,0.917102,1.079373,7.592,3.386,18.892,43,7548,"E08000019","E08000019",21.3964,17.32909,122.3137,0.0263262,0.0394893,0.72397,0.0526524,3.386,18.892,11.81632,8.949986,8.745247,14.53641,6.321734,0.2186191,1.366369,1319.824,414.1207543,4.141207543,3.39753063519796
"E02001612",1,4.851196,0.1298701,0.4329004,0.0788113,0.9012806,0.2389894,6.945,1.921,13.424,43,5813,"E08000019","E08000019",23.58507,17.54688,106.8808,0.1194947,0.2902014,0.4950495,0.1365654,1.921,13.424,10.48806,7.234337,7.199723,9.691935,5.366972,0.3899083,1.720183,436.6084,412.0005943,4.120005943,3.38879387806623
"E02001613",2,5.39938,0.1904762,0.4761905,0.1483923,0.9222489,0,7.759,2.21,18.339,43,10316,"E08000019","E08000019",23.88523,17.27414,124.22,0.306396,0.1723478,0.5744925,0.1723478,2.21,18.339,11.39756,9.749951,8.23803,11.51386,6.918642,1.575913,0.3587444,2413.358,409.0162286,4.090162286,3.89243300755819
"E02001614",2,5.965074,0.4509583,0.6538895,0.0820016,0.914135,1.264921,8.286,2.231,22.166,43,10880,"E08000019","E08000019",22.69301,17.36213,125.5497,0.4453946,0.2761447,0.7037235,0.2316052,2.231,22.166,9.474751,9.508529,7.194731,9.930755,5.306859,3.249098,0.433213,2044.413,409.0260343,4.090260343,4.15793999036153
"E02001615",3,8.067204,0.1972387,0.6480699,0.0607566,0.8731077,0.7979785,7.823,2.094,19.201,43,7202,"E08000019","E08000019",24.00722,21.74396,117.9862,0.4654874,0.4388882,0.5452853,0.2260939,2.094,19.201,7.720881,7.720881,6.075882,6.792253,5.78938,0.9412183,0.532765,649.3373,410.7266743,4.107266743,3.92945751437434
"E02001616",3,6.329634,0.349895,0.1749475,0.1617105,0.9299936,0,8.216,2.432,21.079,43,7299,"E08000019","E08000019",21.13988,15.82409,135.5161,0.0564095,0.2961501,0.8743477,0.1128191,2.432,21.079,11.12893,9.878127,9.94227,15.07376,9.186047,0.4457364,0.2131783,4435.695,410.7266743,4.107266743,4.49848318099976
"E02001617",3,3.255341,2.905406,1.216216,0.2905407,0.9290527,0,8.832,2.396,26.584,43,5898,"E08000019","E08000019",17.8196,8.426585,158.6836,0.3918076,1.086376,5.235975,0.3739982,2.396,26.584,15.00453,11.78604,12.19402,19.62829,12.47089,0.4915912,0.2846054,3616.66,406.1125029,4.061125029,4.57523449261983
"E02001618",4,4.27118,0.3365115,0.3365115,0.0643532,0.8808989,0.2067183,6.548,1.522,11.061,43,9927,"E08000019","E08000019",23.12884,15.03979,107.5037,0.6511628,0.1860465,1.105943,0.2067183,1.522,11.061,7.655598,6.343209,5.289322,6.30344,4.011142,0.45961,4.470752,79.6048,404.2230857,4.042230857,2.70180062648377
"E02001619",3,4.231209,0.5891473,0.496124,0.2795988,0.9544507,0.3290172,7.995,2.227,21.239,43,9619,"E08000019","E08000019",20.03327,12.42333,155.0119,0.1273615,0.4776056,1.655699,0.4139248,2.227,21.239,14.72509,10.42461,13.82689,19.95101,12.14911,0.3471174,0.6942348,4147.544,410.7826286,4.107826286,4.19186158974965
"E02001620",0,3.448776,2.030999,1.81721,0.2884183,0.9352846,0.0761267,8.457,2.449,24.559,43,6901,"E08000019","E08000019",18.08434,10.50572,151.1405,0.6546894,3.273447,5.755177,0.45676,2.449,24.559,15.25757,11.87574,11.56115,17.02713,13.53799,0.2871025,0.3312721,4906.21,405.3229714,4.053229714,4.55883616492862
"E02001621",1,4.228188,1.474057,0.8254717,0.2949311,0.9246185,0.658015,8.192,2.364,21.555,43,5960,"E08000019","E08000019",18.38926,10.30201,149.6861,1.133248,2.065436,4.057759,0.2558947,2.364,21.555,14.36837,11.66827,11.23433,20.00964,10.8101,0.3945292,0.3682272,4011.059,408.3903771,4.083903771,4.55030997594198
"E02001622",2,4.913619,1.011863,0.4535939,0.2745179,0.9365313,0.8892391,8.311,2.546,23.386,43,8914,"E08000019","E08000019",19.17209,10.98272,152.5216,0.2251238,0.5853219,2.082395,0.1688429,2.546,23.386,13.24201,11.81843,12.27505,15.47139,11.03815,0.2814259,1.063164,4215.645,411.4577829,4.114577829,4.36249423027039
"E02001623",5,4.575317,4.250295,3.974813,0.3573397,0.9245554,1.220396,8.761,2.732,28.349,43,8524,"E08000019","E08000019",17.90239,10.04223,166.1165,1.184147,10.8144,9.76317,0.3745771,2.732,28.349,15.35139,11.58225,12.28897,20.4947,11.9875,0.2574002,0.4044861,5554.964,401.2136229,4.012136229,4.53498601913452
"E02001624",5,3.40006,3.512397,2.685951,0.1856573,0.9251,0.6095671,9.327,3.187,35.526,43,9941,"E08000019","E08000019",19.26365,11.92033,128.5854,0.7335469,6.044013,5.971691,0.4545924,3.187,35.526,11.28362,11.21802,10.60573,14.52001,7.001395,0.8368201,2.51046,2773.813,402.1909714,4.021909714,4.68351292610168
"E02001625",3,3.962025,1.329456,1.163274,0.2953226,0.9370615,1.392082,8.372,2.451,23.648,43,7900,"E08000019","E08000019",19.65823,10.29114,155.0436,0.9067689,2.273308,3.984674,0.2043423,2.451,23.648,15.93695,11.66375,12.81961,18.10858,12.35449,0.3004131,0.3191889,5253.89,407.18016,4.0718016,4.48278371493022
"E02001626",0,4.329515,0.4887586,0.2443793,0.091226,0.8759445,0,7.992,2.275,20.997,43,5936,"E08000019","E08000019",22.35512,13.71294,129.9845,0.321489,0.1353638,0.6260575,0.0676819,2.275,20.997,9.793148,7.789269,5.20362,8.694247,5.23322,0.5915813,10.96701,6533.364,410.8945371,4.108945371,4.4984769821167
"E02001627",0,3.300971,1.658477,0.7985258,0.1424699,0.9167687,0,8.242,2.504,24.775,43,6180,"E08000019","E08000019",19.7411,9.822006,140.9802,0.3789127,0.5107084,3.443163,0.5107084,2.504,24.775,9.961458,9.991106,7.411799,11.17699,7.240788,0.8354756,13.02485,1904.199,411.4577829,4.114577829,4.56460984547933
"E02001628",4,3.525549,3.420523,24.68142,0.2887639,0.9193792,0,9.818,3.895,39.823,43,7006,"E08000019","E08000019",12.28947,8.064516,162.5575,0.6162111,42.43956,6.225312,0.5214094,3.895,39.823,8.609626,11.3369,19.09091,18.23529,6.329723,0.2647413,1.732852,978.1941,395.3252571,3.953252571,4.8646120429039
"E02001629",5,5.017819,5.536993,4.630072,0.2919012,0.9246158,0.7397134,8.661,2.511,27.055,43,7015,"E08000019","E08000019",17.70492,10.30649,153.1558,1.140391,8.106026,8.6454,0.4777316,2.511,27.055,12.33739,10.36509,12.33739,19.21947,11.89956,0.4366812,0.4803493,4076.72,406.05408,4.0605408,4.59951605115618
"E02001630",18,3.62821,9.937239,24.68619,0.2651779,0.9111205,0.6681258,9.069,3.076,33.043,43,9812,"E08000019","E08000019",13.57521,6.583775,162.2198,2.684023,37.95646,10.96648,0.3340629,3.076,33.043,11.69327,9.090909,16.48161,14.53852,11.59722,0.5034722,0.2256944,4958.296,401.2136229,4.012136229,4.60926381746928
"E02001631",2,5.495772,0.2669718,0.2288329,0.1007875,0.9182588,0.4114168,8.275,2.314,22.609,43,7806,"E08000019","E08000019",20.95824,12.11888,124.253,0.1542813,0.6171252,0.8356904,0.2571355,2.314,22.609,9.37186,8.56784,6.658291,9.020101,6.613896,0.6860158,9.780123,5728.816,408.1803429,4.081803429,4.51412566502889
"E02001632",3,2.348536,15.67059,17.78823,0.3281228,0.9283745,0.7154471,9.665,4.111,45.312,43,14690,"E08000019","E08000019",11.25255,4.349898,156.6624,1.284553,21.72358,18.94309,1.365854,4.111,45.312,12.36603,10.74471,12.31107,17.91701,10.83448,1.301139,1.100963,2651.885,402.4778057,4.024778057,4.83582040241786
"E02001633",2,8.102688,0,0.2347418,0.0667081,0.8760352,0.4040404,7.036,1.731,13.667,43,7479,"E08000019","E08000019",24.522,19.08009,105.5532,0.1616162,0.2154882,0.2154882,0.0808081,1.731,13.667,7.983871,6.881721,5.456989,7.66129,5.142434,0.4439512,2.99667,410.5935,405.0761143,4.050761143,3.49402972459793
"E02001634",3,4.252591,0.4316547,0.8992805,0.0888813,0.900342,0,8.201,2.23,22.82,43,9359,"E08000019","E08000019",18.17502,11.18709,115.2897,0.7597135,0.6186239,1.421749,1.096158,2.23,22.82,7.546094,6.709751,3.820566,7.736172,9.855189,0.9519979,3.05712,6570.362,410.8945371,4.108945371,4.4715830485026
"E02001635",1,7.475588,0.3051106,0.2288329,0.1593735,0.9205881,0.5139257,7.171,1.837,15.204,43,6247,"E08000019","E08000019",20.92204,16.48792,121.3334,0.265252,0.198939,0.7625995,0.2155172,1.837,15.204,8.897196,8.672897,6.616822,11.81308,8.604651,0.3953488,2.697675,1837.484,407.0155886,4.070155886,3.96229122082392
"E02001636",0,3.578565,5.046055,1.802163,0.2251457,0.9396505,0.5939356,8.736,2.354,32.759,43,11010,"E08000019","E08000019",13.27884,8.66485,149.0642,1.656768,1.698447,9.179952,5.147442,2.354,32.759,10.25875,10.01522,7.001522,16.52968,5.933117,0.7416397,5.218447,6247.7,410.8945371,4.108945371,4.56606245040894
"E02001637",2,2.330508,3.18119,26.34855,0.3542235,0.8922625,0,9.066,3.536,32.349,43,8496,"E08000019","E08000019",11.04049,6.332392,177.9409,1.126354,43.3213,8.389892,0.5198556,3.536,32.349,9.137055,11.3198,16.49746,19.49239,9.27652,0.4660453,1.087439,1990.558,398.26944,3.9826944,4.85692846775055
"E02001638",0,1.954911,2.831257,1.245753,0.0348195,0.8732075,0.6916064,8.284,2.089,25.102,43,6343,"E08000019","E08000019",8.339902,5.56519,122.3821,1.634706,0.7544797,1.901918,1.933354,2.089,25.102,7.184325,9.361393,1.596517,15.13062,5.562358,1.224418,1.364352,13768.47,410.8945371,4.108945371,4.14233295122782
"E02001639",0,5.522556,0.1183432,1.065089,0.0572895,0.8665999,0.9257755,8.043,2.021,21.895,43,6229,"E08000019","E08000019",13.85455,10.29058,115.6255,1.088192,1.088192,1.136917,1.591684,2.021,21.895,6.356736,6.356736,2.688172,7.463631,8.965375,1.360264,0.5976917,7642.238,410.8945371,4.108945371,3.99734115600586
"E02001640",1,2.692998,1.622419,2.433628,0.0662682,0.869321,1.288846,8.284,2.089,25.102,43,8355,"E08000019","E08000019",9.40754,6.080192,129.6015,2.168152,0.8672609,2.794507,2.119971,2.089,25.102,6.322188,10.57751,2.12766,17.14286,4.815321,1.149111,1.313269,5869.209,409.5557486,4.095557486,4.16655270258586
"E02001642",4,4.187768,0.7939028,4.287075,0.1472622,0.9141358,0.7140639,9.006,2.864,28.294,43,10268,"E08000019","E08000019",18.66965,11.47254,133.5415,0.4553451,11.70444,2.318121,0.6002277,2.864,28.294,9.562364,9.562364,11.72867,11.90372,11.49986,0.544881,0.3011184,2989.352,402.621696,4.02621696,4.63609735171
"E02001643",3,7.23779,0.4322767,1.801153,0.0590504,0.8301547,0,7.384,1.855,17.126,43,6245,"E08000019","E08000019",23.39472,17.55004,104.7655,1.668786,0.8900191,0.6834075,1.080737,1.855,17.126,6.640106,5.245684,3.187251,5.245684,7.572333,0.7685353,0.1356239,1880.445,405.0059657,4.050059657,3.90831711557176
"E02001646",0,2.45866,2.432046,3.004292,0.0382781,0.8355897,0.5395895,8.128,2.079,26.737,43,9192,"E08000019","E08000019",9.225413,6.103133,111.3185,2.076246,1.771261,3.131965,2.146628,2.079,26.737,5.787234,13.64539,1.503546,15.5461,6.29015,1.793362,1.271413,6991.463,409.5557486,4.095557486,4.40689754486084
"E02001647",0,6.881243,0.6893755,0.81103,0.1572912,0.9186457,0.9654721,9.039,2.564,29.894,43,6307,"E08000019","E08000019",21.70604,15.72856,125.1467,0.3763705,3.272787,1.701849,0.4418262,2.564,29.894,10.51319,10.335,10.44191,10.6201,10.71262,0.372613,0.2561714,3037.528,403.9693714,4.039693714,4.55825471878052
"E02001648",1,3.462441,0.1419782,2.318978,0.0205093,0.8919055,1.200045,7.585,1.842,18.997,43,10224,"E08000019","E08000019",13.4194,8.18662,101.5034,2.162346,0.9849429,1.267972,1.743462,1.842,18.997,6.993425,6.515242,0.9862522,7.381948,5.50055,1.00385,0.6188119,4822.517,405.0059657,4.050059657,4.03783841927846
"E02001649",0,2.822135,1.460127,0.4118308,0.3550703,0.9482237,0,8.696,2.561,27.839,43,9957,"E08000019","E08000019",18.28864,10.01306,172.4169,0.2969877,1.548579,4.836657,0.7318625,2.561,27.839,13.19284,12.00924,13.39492,21.10277,11.07282,0.5094396,1.842973,3174.594,401.2169143,4.012169143,4.52232972780863
"E02001650",5,1.922061,10.64701,12.69451,0.1521885,0.9171705,1.043268,8.499,2.273,28.001,43,9469,"E08000019","E08000019",8.934418,3.949731,129.6792,3.602021,7.511531,10.41072,4.645289,2.273,28.001,7.35849,15.76819,5.390836,17.52022,6.910359,1.976233,1.046241,11274.93,405.5064686,4.055064686,4.67925103505452
"E02001651",0,7.478875,0.5008347,2.754591,0.0281376,0.8027368,0,6.751,1.582,12.235,43,7929,"E08000019","E08000019",24.18968,18.5017,91.82307,2.75972,1.300135,0.8953759,1.508647,1.582,12.235,5.379747,3.955696,1.898734,4.588608,8.504924,1.092211,0.2148612,251.006,412.9014857,4.129014857,2.88209253485485
"E02001652",1,1.652213,7.142857,25.25773,0.1297436,0.9178205,0.0729927,9.097,2.88,37.035,43,13376,"E08000019","E08000019",6.870514,3.573565,135.4986,5.547445,17.12895,4.931062,4.533658,2.88,37.035,7.746337,17.15834,7.365041,17.51957,7.349857,3.060057,1.124881,8680.568,405.7802743,4.057802743,4.71877956390381
"E02001653",0,3.08576,2.122153,1.708075,0.2524933,0.9444025,0.0559519,8.408,2.505,24.32,43,7486,"E08000019","E08000019",15.36201,9.297355,161.2682,1.510701,2.224087,6.504406,1.902364,2.505,24.32,12.06956,11.82609,9.565217,17.42609,10.23534,0.9338812,5.491221,3697.466,402.7959771,4.027959771,4.52912584940592
"E02001654",9,7.732042,1.535354,0.2020202,0.141662,0.9203609,0.9837602,8.534,2.413,22.105,43,6195,"E08000019","E08000019",23.06699,14.78612,149.6942,0.3123048,0.452842,1.842598,0.1249219,2.413,22.105,10.23461,10.09861,8.874533,11.96872,11.02362,0.7217848,0.2624672,2446.69,408.2914286,4.082914286,4.58445024490356
"E02001655",2,4.223016,1.585586,0.4684685,0.2230977,0.942989,0.4049641,8.68,2.436,25.463,43,7838,"E08000019","E08000019",20.28579,13.07732,148.6777,0.1175702,0.4702809,3.291966,0.2873939,2.436,25.463,12.06378,11.16125,11.76294,14.62094,11.29062,0.3993465,0.5082592,3918.677,405.5328,4.055328,4.37702878316243
"E02001656",0,3.420175,2.149437,5.834186,0.041725,0.8697113,0,7.929,1.91,21.467,43,8099,"E08000019","E08000019",15.94024,9.297444,108.5644,1.807924,6.167458,1.910501,1.115528,1.91,21.467,5.813682,9.059071,2.895167,8.872286,9.639133,2.117081,1.234964,5766.42,408.21696,4.0821696,4.28999450471666
"E02001657",0,4.271357,0.9904492,1.839406,0.0306471,0.8481373,0,7.821,1.848,20.931,43,9154,"E08000019","E08000019",19.76185,11.7872,100.5568,0.9126322,1.357819,1.179744,0.7456872,1.848,20.931,6.355757,5.303343,1.527033,5.076352,10.36317,1.701869,0.5166388,5206.147,401.8315886,4.018315886,4.14075740178426
"E02001658",0,3.734062,1.353965,1.031592,0.3560604,0.9499781,0.3717472,8.271,2.329,21.578,43,5490,"E08000019","E08000019",19.07104,9.817851,155.5523,0.2416357,1.208178,5.130112,0.5018587,2.329,21.578,12.95818,13.06143,12.95818,23.2318,12.14305,0.2935682,4.296771,5397.352,402.7959771,4.027959771,4.22628438472748
"E02001659",1,6.646972,0.6278778,0.3348681,0.2307915,0.9279065,0.8001306,8.427,2.319,21.758,43,6093,"E08000019","E08000019",23.14131,13.14623,160.4135,0.2122796,1.110385,1.551274,0.2122796,2.319,21.758,12.29174,11.69937,10.18141,14.58719,10.07839,0.3135498,0.4255319,2641.104,408.2914286,4.082914286,4.49004681905111
"E02001660",1,3.954032,3.528073,11.6085,0.1112677,0.8522021,0.9765029,8.168,2.05,24.08,43,10268,"E08000019","E08000019",17.17959,9.544215,122.9312,2.115756,16.37677,3.132947,0.752721,2.05,24.08,6.155924,7.506754,5.615592,6.310305,10.25401,2.018717,0.6149732,7045.89,408.21696,4.0821696,4.42371829350789
"E02001661",3,4.901601,3.329322,1.925391,0.2612171,0.9314529,1.681743,8.609,2.583,26.59,43,8181,"E08000019","E08000019",17.73622,11.30669,158.9756,0.6879857,3.592814,7.631546,1.095681,2.583,26.59,11.83218,9.236341,8.994868,13.09991,10.76147,1.35605,0.5563282,5282.885,402.7959771,4.027959771,4.43973008791606
"E02001662",2,7.129531,1.13232,0.3558719,0.1593326,0.9245355,1.582941,8.747,2.392,26.074,43,7504,"E08000019","E08000019",21.81503,15.41844,140.5493,0.1831502,0.4971219,1.766091,0.3139717,2.392,26.074,11.96118,10.50528,11.44733,13.58835,11.49679,0.2020202,3.103765,4631.263,404.1643886,4.041643886,4.12524223327637
"E02001663",6,2.937751,3.162889,3.848181,0.0962662,0.8824123,0.7928256,8.668,2.362,27.25,43,7727,"E08000019","E08000019",20.04659,7.881454,114.6114,0.4938914,4.977905,3.301274,0.5848714,2.362,27.25,8.08923,8.382154,4.64173,7.954033,12.25565,1.784804,0.526942,5528.195,405.5064686,4.055064686,4.53176228205363
"E02001664",1,6.775664,1.300749,0.9459992,0.1370955,0.9167348,0.0487171,8.618,2.323,24.905,43,6361,"E08000019","E08000019",21.55322,16.69549,113.1652,0.2923027,0.422215,3.491393,0.8606691,2.323,24.905,9.889373,10.69393,8.514918,9.95642,6.474191,0.3718285,6.649169,5088.695,404.1643886,4.041643886,4.03460987408956
"E02001665",0,7.981803,0.5704778,2.56715,0.0268527,0.8007337,0.7387083,7.354,1.68,16.869,43,9672,"E08000019","E08000019",23.95575,17.9694,95.06541,1.298016,2.121148,1.034192,0.854791,1.68,16.869,5.822896,4.262799,1.560097,4.218853,6.814052,1.635373,0.2574197,1480.339,401.8315886,4.018315886,3.95318592162359
"E02001666",2,4.187274,0.4341534,1.013025,0.1541903,0.9352703,0,8.789,2.354,22.162,43,6066,"E08000019","E08000019",22.71678,12.08375,140.2498,0.3712671,0.4196933,0.952381,0.0968523,2.354,22.162,10.38214,12.41123,10.41596,13.39195,7.519294,0.30871,2.094818,2815.699,411.0500571,4.110500571,4.47423609097799
"E02001669",1,3.874442,0.8939974,1.106854,0.090588,0.8848315,0.7006617,8.381,2.106,25.567,43,7614,"E08000019","E08000019",20.68558,10.48069,129.2828,0.7914882,1.401323,1.751654,0.6228104,2.106,25.567,8.574713,9.21839,4.873563,8.160919,12.59693,0.9822506,0.258487,5437.456,405.5064686,4.055064686,4.29076957702637
