msoa,meanUVAJAN01APR17
E02004678,426.4965257
E02001162,387.4357029
E02001163,387.5917714
E02001164,386.9795657
E02001165,386.8053943
E02001166,396.2674286
E02001167,393.8416457
E02001168,389.1106286
E02001169,387.8076343
E02001170,386.8053943
E02001171,389.1106286
E02001172,396.2674286
E02001173,391.4158629
E02001174,391.4158629
E02001175,387.3065143
E02001176,386.8053943
E02001177,392.2516114
E02001178,393.8416457
E02001179,391.4158629
E02001180,391.4158629
E02001181,391.0955657
E02001182,389.2081371
E02001183,392.1915429
E02001184,396.4223314
E02001185,395.0814171
E02001186,399.2782629
E02001187,393.4549029
E02001188,392.42592
E02001189,393.4549029
E02001190,390.7534629
E02001191,383.7089829
E02001192,390.5131886
E02001193,390.2186057
E02001194,390.2729143
E02001195,387.2312229
E02001196,381.9896229
E02001197,388.6004571
E02001198,380.4636343
E02001199,389.1488914
E02001200,388.0520229
E02001201,384.2578286
E02001202,388.6004571
E02001203,377.0598857
E02001204,389.1488914
E02001205,388.0520229
E02001206,380.80512
E02001207,384.2578286
E02001208,388.4663314
E02001209,388.0520229
E02001210,384.2578286
E02001211,388.4663314
E02001212,388.6004571
E02001213,384.2578286
E02001214,388.4663314
E02001215,382.7536457
E02001216,388.5449143
E02001217,384.4010057
E02001218,389.58336
E02001219,386.5986514
E02001220,388.5449143
E02001221,386.1141943
E02001222,388.84032
E02001223,390.6218057
E02001224,382.7536457
E02001225,388.5449143
E02001226,389.1925029
E02001227,390.5662629
E02001228,393.1915886
E02001229,377.81712
E02001230,379.3700571
E02001231,365.9352686
E02001232,379.3700571
E02001233,392.8048457
E02001234,379.3700571
E02001235,379.3700571
E02001236,365.9352686
E02001237,370.8724114
E02001238,391.2482743
E02001239,390.4699886
E02001240,390.4699886
E02001241,389.0814171
E02001242,390.1747886
E02001243,382.62096
E02001244,381.2720914
E02001245,389.8795886
E02001246,381.2720914
E02001247,390.1747886
E02001248,383.1741257
E02001249,386.9543314
E02001250,379.39392
E02001251,392.3498057
E02001252,393.4549029
E02001253,390.2046171
E02001254,386.9543314
E02001255,385.8718629
E02001256,383.1741257
E02001257,386.9543314
E02001258,383.1741257
E02001259,399.0030171
E02001260,392.0914286
E02001261,398.5335771
E02001262,399.0030171
E02001263,394.8846171
E02001264,395.0722286
E02001265,398.1583543
E02001266,395.0722286
E02001267,391.61088
E02001268,394.8846171
E02001269,398.5335771
E02001270,395.8688914
E02001271,394.5365486
E02001272,397.1799771
E02001273,395.8582629
E02001274,394.5365486
E02001275,394.2957257
E02001276,394.0479086
E02001277,392.1589029
E02001278,397.4622171
E02001279,396.6442971
E02001280,395.8263771
E02001281,396.6442971
E02001282,397.4622171
E02001283,389.63232
E02001284,397.5776914
E02001285,397.4874514
E02001286,396.9401143
E02001287,394.6846629
E02001288,396.7950857
E02001289,399.07008
E02001290,389.9701029
E02001291,394.4036571
E02001292,389.98848
E02001293,387.2122971
E02001294,394.4036571
E02001295,389.9976686
E02001296,398.9055086
E02001297,403.40736
E02001298,385.59168
E02001299,393.8895771
E02001300,398.9055086
E02001301,400.05216
E02001302,393.8895771
E02001303,387.0314057
E02001304,402.7095771
E02001305,391.4039314
E02001306,400.9195886
E02001307,399.81456
E02001308,388.3752
E02001309,392.2609371
E02001310,397.9822629
E02001311,387.5986286
E02001312,402.6544457
E02001313,392.7098057
E02001314,389.6734629
E02001315,392.4065829
E02001316,392.7098057
E02001317,386.9403429
E02001318,405.7006629
E02001319,398.4792686
E02001320,389.6734629
E02001321,404.1775543
E02001322,405.7006629
E02001323,392.5003886
E02001324,397.9308343
E02001325,395.9958857
E02001326,393.7763657
E02001327,392.9266286
E02001328,394.0202057
E02001329,387.9779657
E02001330,387.6693943
E02001331,384.7400229
E02001332,384.7400229
E02001333,396.0942171
E02001334,385.5497143
E02001335,396.0942171
E02001336,391.5771429
E02001337,390.8219657
E02001338,386.3594057
E02001339,388.5564343
E02001340,387.4813714
E02001341,387.45792
E02001342,386.3594057
E02001343,392.8225371
E02001344,392.3156571
E02001345,397.1733943
E02001346,397.1733943
E02001347,388.7349943
E02001348,396.1514057
E02001349,396.1514057
E02001350,381.3185829
E02001351,388.7349943
E02001352,396.1514057
E02001353,383.0293029
E02001354,396.1514057
E02001355,396.1514057
E02001356,388.7349943
E02001357,388.7349943
E02001358,396.3250286
E02001359,383.0293029
E02001360,391.82592
E02001361,396.1514057
E02001362,388.7349943
E02001363,385.2553371
E02001364,390.5753143
E02001365,390.5753143
E02001366,387.7681371
E02001367,384.96096
E02001368,391.82592
E02001369,390.1192457
E02001370,390.5753143
E02001371,386.5675886
E02001372,384.96096
E02001373,386.80128
E02001374,389.9179886
E02001375,388.6033371
E02001376,384.9992229
E02001377,384.9992229
E02001378,388.6033371
E02001380,388.6033371
E02001381,384.9992229
E02001382,387.4813714
E02001383,383.9134629
E02001384,386.80128
E02001385,384.9992229
E02001386,387.4813714
E02001387,388.6033371
E02001388,386.80128
E02001389,384.9992229
E02001390,383.9134629
E02001391,387.45792
E02001392,387.4813714
E02001393,388.1727086
E02001394,387.9557486
E02001395,387.9557486
E02001396,385.4973257
E02001397,390.8458286
E02001398,386.8321371
E02001399,388.9412571
E02001400,392.3413029
E02001401,394.2102857
E02001402,389.1102171
E02001403,389.5553829
E02001404,398.8651886
E02001405,397.1733943
E02001406,402.9905829
E02001407,395.74656
E02001408,400.4321143
E02001409,403.1170971
E02001410,399.3194057
E02001411,400.1406171
E02001412,403.9463314
E02001413,404.5659429
E02001414,403.632
E02001415,394.4612571
E02001416,404.5659429
E02001417,406.17216
E02001418,395.7152914
E02001419,405.3690514
E02001420,393.2072229
E02001421,406.17216
E02001422,404.5659429
E02001423,402.2976
E02001424,402.8646857
E02001425,403.6501029
E02001426,398.8623086
E02001427,402.7342629
E02001428,392.8225371
E02001429,385.3888457
E02001430,391.0916571
E02001431,391.0916571
E02001432,386.8448914
E02001433,391.0916571
E02001434,391.0916571
E02001435,386.8448914
E02001436,395.8974171
E02001437,393.6149486
E02001438,395.9851886
E02001439,400.5553371
E02001440,395.6017371
E02001441,399.2180571
E02001442,401.2160914
E02001443,392.7850971
E02001444,401.2160914
E02001445,403.8168686
E02001446,400.9297371
E02001447,398.0756571
E02001448,402.1311086
E02001449,401.2679314
E02001450,398.9968457
E02001451,401.2679314
E02001452,400.4047543
E02001453,399.7008
E02001454,394.0202057
E02001455,399.1412571
E02001456,403.4786743
E02001457,399.5624229
E02001458,401.7336686
E02001459,398.4517029
E02001460,402.6459429
E02001461,398.79648
E02001462,403.7665371
E02001463,396.3250286
E02001464,396.4986514
E02001465,396.4986514
E02001466,396.3250286
E02001467,411.0344229
E02001468,401.4012343
E02001469,397.8246857
E02001470,401.4012343
E02001471,395.2100571
E02001472,397.8246857
E02001473,391.7680457
E02001474,387.2978743
E02001475,397.92384
E02001506,396.0855771
E02001507,391.9603886
E02001508,392.8512
E02001509,413.74656
E02001510,411.3968914
E02001511,409.00608
E02001512,410.2532571
E02001513,420.1755429
E02001514,405.5850514
E02001515,406.2416914
E02001516,405.7431223
E02001517,407.1912686
E02001518,406.2416914
E02001519,406.9135543
E02001520,399.6098743
E02001521,400.1229257
E02001522,395.1697371
E02001523,400.6359771
E02001524,416.0896457
E02001525,400.1229257
E02001526,400.6359771
E02001527,401.4329143
E02001528,402.6429257
E02001529,403.8242194
E02001530,398.2699886
E02001531,400.2706286
E02001532,420.3985371
E02001533,398.40192
E02001534,401.8911634
E02001535,415.9424914
E02001536,405.5953371
E02001537,402.5581714
E02001538,409.0554514
E02001539,402.4001829
E02001540,411.7889829
E02001541,408.0170057
E02001542,401.0488457
E02001543,409.0342629
E02001544,405.7169143
E02001545,408.2146971
E02001546,403.4283429
E02001547,409.0342629
E02001548,405.2373943
E02001549,410.39424
E02001550,405.6632229
E02001551,407.9236114
E02001552,409.2320914
E02001553,410.6098286
E02001554,401.5559314
E02001555,410.5584
E02001556,405.6024686
E02001557,400.8674057
E02001558,403.4127086
E02001559,403.0782171
E02001560,400.8674057
E02001561,391.8190629
E02001562,406.8824914
E02001563,403.2629486
E02001564,407.21664
E02001565,395.8033371
E02001566,391.8190629
E02001567,391.8190629
E02001568,395.0339657
E02001569,398.5788343
E02001570,398.8970057
E02001571,394.6839771
E02001572,396.60048
E02001573,396.8864914
E02001574,409.9984457
E02001575,407.0705143
E02001576,421.6155429
E02001577,398.28672
E02001578,397.5572571
E02001579,398.7977143
E02001580,398.6882743
E02001581,400.3333714
E02001582,400.2599314
E02001583,400.3333714
E02001584,396.3168
E02001585,401.9784686
E02001586,402.2574171
E02001587,402.2347886
E02001588,402.7926857
E02001589,398.0513829
E02001590,401.9784686
E02001591,401.9784686
E02001592,402.5167543
E02001593,399.9567086
E02001594,400.8544457
E02001595,398.7423771
E02001596,397.89216
E02001597,393.984
E02001598,400.3395429
E02001599,397.89216
E02001600,399.7077943
E02001601,397.4144914
E02001602,397.656
E02001603,399.3720686
E02001604,399.9867429
E02001605,405.9154286
E02001606,406.3120457
E02001607,402.3133714
E02001608,406.0232229
E02001609,400.8935314
E02001610,406.4437029
E02001611,414.1207543
E02001612,412.0005943
E02001613,409.0162286
E02001614,409.0260343
E02001615,410.7266743
E02001616,410.7266743
E02001617,406.1125029
E02001618,404.2230857
E02001619,410.7826286
E02001620,405.3229714
E02001621,408.3903771
E02001622,411.4577829
E02001623,401.2136229
E02001624,402.1909714
E02001625,407.18016
E02001626,410.8945371
E02001627,411.4577829
E02001628,395.3252571
E02001629,406.05408
E02001630,401.2136229
E02001631,408.1803429
E02001632,402.4778057
E02001633,405.0761143
E02001634,410.8945371
E02001635,407.0155886
E02001636,410.8945371
E02001637,398.26944
E02001638,410.8945371
E02001639,410.8945371
E02001640,409.5557486
E02001642,402.621696
E02001643,405.0059657
E02001646,409.5557486
E02001647,403.9693714
E02001648,405.0059657
E02001649,401.2169143
E02001650,405.5064686
E02001651,412.9014857
E02001652,405.7802743
E02001653,402.7959771
E02001654,408.2914286
E02001655,405.5328
E02001656,408.21696
E02001657,401.8315886
E02001658,402.7959771
E02001659,408.2914286
E02001660,408.21696
E02001661,402.7959771
E02001662,404.1643886
E02001663,405.5064686
E02001664,404.1643886
E02001665,401.8315886
E02001666,411.0500571
E02001669,405.5064686
E02001670,402.7959771
E02001671,408.2914286
E02001672,404.1643886
E02001673,408.53664
E02001674,404.7017143
E02001675,404.7399771
E02001676,402.60384
E02001678,404.11776
E02001679,402.6678857
E02001680,402.7739657
E02001681,401.0965714
E02001682,371.0338971
E02001683,370.4420571
E02001684,378.9767314
E02001685,374.8081371
E02001686,371.0550857
E02001688,379.5247543
E02001689,380.4052114
E02001690,374.5489371
E02001691,382.7676343
E02001692,381.3984
E02001693,381.3984
E02001694,378.0427886
E02001695,377.08128
E02001696,380.0291657
E02001697,381.3984
E02001698,374.5489371
E02001699,381.3984
E02001700,378.7861812
E02001701,384.5005714
E02001702,381.9373714
E02001703,378.5611886
E02001704,381.9373714
E02001705,376.3968
E02001706,384.0315429
E02001707,382.4763429
E02001708,376.3345371
E02001709,371.5226743
E02001710,369.14112
E02001711,371.0921143
E02001712,368.6881371
E02001713,368.6881371
E02001714,368.2351543
E02001715,369.14112
E02001718,370.6716343
E02001719,367.4904686
E02001720,368.2351543
E02001721,364.0772571
E02001722,368.1397029
E02001723,369.14112
E02001724,368.2351543
E02001725,372.5828571
E02001726,370.6716343
E02001727,366.7457829
E02001728,371.47392
E02001729,371.8063543
E02001730,375.5013943
E02001731,374.5466743
E02001732,373.7666743
E02001733,374.4444343
E02001734,372.6102857
E02001735,373.3874743
E02001736,376.6505143
E02001737,373.3874743
E02001738,374.7723429
E02001739,370.8444343
E02001740,374.7011657
E02001741,372.3798857
E02001742,374.7723429
E02001743,374.7011657
E02001744,372.0762514
E02001745,370.8444343
E02001746,377.7259886
E02001747,374.7011657
E02001748,375.9285943
E02001749,368.0273829
E02001750,377.6490514
E02001751,369.1674514
E02001752,378.4437257
E02001753,377.6072229
E02001754,380.5969371
E02001755,372.553344
E02001756,369.1202743
E02001757,382.1151086
E02001758,375.1895314
E02001759,380.5969371
E02001760,382.1151086
E02001761,375.1895314
E02001762,366.7457829
E02001763,383.63328
E02001764,380.5969371
E02001765,383.63328
E02001766,375.1895314
E02001767,375.1895314
E02001768,379.0602514
E02001769,379.0602514
E02001770,379.0602514
E02001771,377.5235657
E02001772,377.9282057
E02001773,378.5221029
E02001774,378.1088229
E02001775,378.5221029
E02001776,378.8833371
E02001777,376.1354057
E02001778,378.0630857
E02001779,376.2673371
E02001780,379.52064
E02001781,374.07168
E02001782,377.08128
E02001783,374.07168
E02001784,377.2794514
E02001785,375.6509486
E02001786,376.79616
E02001787,374.1333943
E02001788,374.07168
E02001789,379.52064
E02001790,376.79616
E02001791,378.7874743
E02001792,379.2949714
E02001793,376.7282743
E02001794,377.7578743
E02001795,378.9866057
E02001796,379.2949714
E02001797,376.0125257
E02001798,376.7282743
E02001799,374.2280229
E02001800,378.7191771
E02001801,378.0543086
E02001802,378.7195886
E02001803,380.6718171
E02001804,379.3848686
E02001805,378.7195886
E02001806,380.6718171
E02001807,369.7368686
E02001808,378.0543086
E02001809,374.2280229
E02001810,378.7191771
E02001811,379.3848686
E02001812,380.6718171
E02001813,378.7195886
E02001814,380.6718171
E02001815,382.9719086
E02001816,384.4528457
E02001817,382.4360229
E02001818,381.7446171
E02001819,384.4528457
E02001820,380.8145829
E02001821,386.8177371
E02001822,393.5544686
E02001823,391.8922971
E02001824,392.7233829
E02001825,393.1258971
E02001826,393.3726171
E02001827,410.0033829
E02001828,410.6571429
E02001829,411.3109029
E02001830,407.48928
E02001831,403.4819657
E02001832,399.888
E02001833,404.4396343
E02001834,409.3278171
E02001835,399.7197257
E02001836,399.5514514
E02001837,404.4396343
E02001838,404.9018743
E02001839,409.3278171
E02001840,404.4396343
E02001841,399.7197257
E02001842,403.0658743
E02001843,409.3278171
E02001844,399.7197257
E02001845,409.3278171
E02001846,401.9871086
E02001847,407.7656229
E02001848,404.89632
E02001849,401.9871086
E02001850,404.1383314
E02001851,405.7851429
E02001852,401.9871086
E02001854,405.4445486
E02001855,410.6051657
E02001856,405.3530057
E02001857,404.4227657
E02001858,405.8249143
E02001859,407.8055314
E02001860,405.3665829
E02001861,406.2832457
E02001862,405.3665829
E02001863,405.3530057
E02001864,417.9159771
E02001865,405.8249143
E02001866,406.2832457
E02001867,406.2832457
E02001868,417.9159771
E02001869,405.3530057
E02001870,411.1693714
E02001871,417.9159771
E02001872,415.9637486
E02001873,405.8249143
E02001874,404.4227657
E02001875,406.2832457
E02001876,406.2832457
E02001877,404.4227657
E02001878,406.8768
E02001879,405.8249143
E02001880,417.9159771
E02001881,411.1693714
E02001882,417.9159771
E02001883,411.1402971
E02001884,404.4227657
E02001886,406.6919314
E02001888,409.2294857
E02001889,407.1735771
E02001890,407.7183086
E02001892,408.2015314
E02001893,409.2294857
E02001895,408.4909714
E02001896,409.9243886
E02001897,409.6433829
E02001898,400.5429943
E02001899,407.2385829
E02001900,409.3623771
E02001901,408.4259657
E02001902,400.5429943
E02001903,409.6433829
E02001904,405.2336914
E02001905,408.8941714
E02001906,406.0512
E02001907,401.0181943
E02001908,409.9243886
E02001909,409.6433829
E02001910,409.6433829
E02001911,407.2385829
E02001913,408.4259657
E02001914,409.3623771
E02001915,405.2336914
E02001916,405.2336914
E02001918,409.3623771
E02001919,409.6433829
E02001920,406.0512
E02001921,407.2385829
E02001922,408.8941714
E02001923,409.9243886
E02001924,409.9243886
E02001925,408.4259657
E02001926,408.8941714
E02001927,407.2385829
E02001928,406.0512
E02001929,407.4349714
E02001930,409.3623771
E02001931,410.3747657
E02001932,413.83872
E02001933,411.9502629
E02001934,410.88096
E02001935,414.0999771
E02001936,411.9502629
E02001937,411.4156114
E02001938,413.1557486
E02001939,414.3612343
E02001941,410.88096
E02001942,420.2965029
E02001943,413.18784
E02001944,414.5381486
E02001945,415.9913143
E02001946,420.9613714
E02001947,414.5381486
E02001948,413.18784
E02001949,417.4173257
E02001950,420.9613714
E02001951,419.91552
E02001952,420.9613714
E02001953,420.2965029
E02001954,417.4173257
E02001955,421.62624
E02001956,421.62624
E02001957,420.9613714
E02001958,407.5422171
E02001959,408.6419657
E02001961,412.9105371
E02001962,407.5422171
E02001963,408.6419657
E02001964,418.2788571
E02001965,416.2698514
E02001966,407.5162971
E02001967,409.7417143
E02001968,407.5162971
E02001969,408.9091886
E02001970,413.36064
E02001971,409.3821257
E02001972,407.5162971
E02001973,411.8930743
E02001974,409.3648457
E02001975,414.2608457
E02001976,415.5768686
E02001977,408.63168
E02001978,410.8756114
E02001979,410.8624457
E02001980,407.0037943
E02001981,407.4903771
E02001982,400.4072229
E02001983,410.8624457
E02001984,410.8756114
E02001985,407.4903771
E02001986,405.6348343
E02001987,409.1764114
E02001988,407.4903771
E02001989,410.8624457
E02001990,414.2608457
E02001991,409.1764114
E02001992,410.8756114
E02001993,400.4072229
E02001994,407.4903771
E02001995,410.8846629
E02001996,414.2608457
E02001997,411.1915886
E02001998,411.0818743
E02001999,410.2810971
E02002000,397.53792
E02002001,403.0132114
E02002002,403.0132114
E02002003,399.4354286
E02002004,403.2933943
E02002005,402.5290971
E02002006,405.0571886
E02002007,405.0571886
E02002008,407.1011657
E02002009,404.0759314
E02002010,407.15136
E02002011,404.8551771
E02002012,407.1011657
E02002013,404.8551771
E02002014,404.0759314
E02002015,407.0509714
E02002016,407.1011657
E02002017,404.0759314
E02002018,404.8551771
E02002019,404.0759314
E02002020,404.8551771
E02002021,411.0264686
E02002022,399.5823086
E02002023,400.608
E02002024,413.0142171
E02002025,403.7554286
E02002026,406.2982629
E02002027,405.49536
E02002028,392.1136457
E02002029,404.6737371
E02002030,405.49536
E02002031,418.8770743
E02002032,413.0347886
E02002033,407.1925029
E02002034,392.1136457
E02002035,406.6218514
E02002036,418.8770743
E02002037,396.29664
E02002038,407.1925029
E02002039,405.49536
E02002040,392.1136457
E02002041,405.49536
E02002042,413.0347886
E02002043,393.9157029
E02002044,394.4974629
E02002045,392.1909943
E02002046,392.1909943
E02002047,393.9157029
E02002048,396.8039314
E02002049,395.6404114
E02002051,395.6404114
E02002052,392.1909943
E02002053,396.8039314
E02002054,396.8039314
E02002055,393.9157029
E02002056,397.53792
E02002057,400.8069257
E02002058,397.4023543
E02002059,398.7847543
E02002060,397.4023543
E02002061,400.7775086
E02002062,400.9826743
E02002063,400.8890057
E02002064,401.0005029
E02002065,403.0720457
E02002066,400.7775086
E02002067,401.0005029
E02002068,405.3665829
E02002069,400.8890057
E02002070,403.0720457
E02002071,401.0005029
E02002072,400.7775086
E02002073,403.0720457
E02002074,403.4143543
E02002075,402.9901714
E02002076,405.1553143
E02002077,408.55536
E02002078,403.4143543
E02002079,403.4143543
E02002080,408.55536
E02002081,415.9637486
E02002082,414.01152
E02002083,415.9637486
E02002084,414.01152
E02002085,414.01152
E02002086,407.7524571
E02002087,407.7524571
E02002088,405.40176
E02002089,397.8510171
E02002090,400.5429943
E02002091,401.0181943
E02002092,400.5429943
E02002093,407.4349714
E02002094,408.3021257
E02002095,401.4056777
E02002096,404.4795429
E02002097,407.9120914
E02002098,411.37056
E02002099,407.9408914
E02002101,411.8375314
E02002102,410.9035886
E02002103,411.37056
E02002104,407.9408914
E02002105,402.92928
E02002106,404.9781943
E02002107,407.9408914
E02002108,402.9447086
E02002109,404.5307246
E02002110,413.2824686
E02002111,412.72128
E02002112,414.88992
E02002113,412.2078171
E02002114,412.5982629
E02002115,414.288
E02002116,412.2078171
E02002117,409.7455543
E02002118,409.0311771
E02002119,410.9085257
E02002120,400.6606629
E02002121,412.0786286
E02002122,410.3066057
E02002123,406.3696457
E02002124,411.6943543
E02002125,408.5345829
E02002126,412.0786286
E02002127,410.3066057
E02002128,406.3696457
E02002129,400.6606629
E02002130,412.0786286
E02002131,411.6943543
E02002132,406.3696457
E02002133,410.3066057
E02002134,393.9045943
E02002135,412.0786286
E02002136,398.1505371
E02002137,411.3951086
E02002138,402.6692571
E02002139,402.4020343
E02002140,402.1348114
E02002141,412.0909714
E02002142,400.1426743
E02002143,402.1348114
E02002144,402.6692571
E02002145,398.1505371
E02002146,394.4974629
E02002147,395.6404114
E02002148,407.3801143
E02002149,389.2392
E02002150,391.35744
E02002151,391.35744
E02002152,387.12096
E02002153,400.6606629
E02002154,387.6755657
E02002155,387.1485257
E02002156,387.1485257
E02002157,387.9462857
E02002158,393.9045943
E02002159,387.1485257
E02002160,393.9045943
E02002161,388.2026057
E02002162,387.9462857
E02002163,387.1485257
E02002164,388.2026057
E02002165,388.2026057
E02002166,393.2919771
E02002167,394.97664
E02002168,393.9807086
E02002169,394.1611886
E02002170,394.4832
E02002171,395.7212571
E02002174,397.3968
E02002175,395.7212571
E02002176,397.8802286
E02002177,393.2919771
E02002178,403.0132114
E02002179,406.5909943
E02002180,399.4354286
E02002181,397.53792
E02002182,399.4354286
E02002183,391.5401143
E02002184,399.5029029
E02002185,397.2128914
E02002186,387.9285943
E02002187,397.2128914
E02002188,390.6654171
E02002189,386.7426514
E02002190,391.2139886
E02002191,389.7392914
E02002192,397.406592
E02002193,390.4333714
E02002194,389.7392914
E02002195,400.6688914
E02002196,389.0452114
E02002197,395.8987886
E02002198,402.23232
E02002199,402.2010514
E02002200,396.9309257
E02002201,402.67392
E02002202,399.0421029
E02002203,402.82368
E02002204,394.8236434
E02002205,385.3777371
E02002206,403.9010743
E02002207,400.6740343
E02002208,403.3978971
E02002209,402.89472
E02002210,405.5698286
E02002211,397.4469943
E02002212,393.5585829
E02002213,394.1995886
E02002214,404.5791086
E02002215,394.2250971
E02002216,399.8974629
E02002217,404.5791086
E02002218,393.5585829
E02002219,394.2250971
E02002220,404.5791086
E02002221,405.5698286
E02002222,394.2250971
E02002223,399.8974629
E02002224,404.5791086
E02002225,392.8920686
E02002226,399.8974629
E02002227,405.5698286
E02002228,404.5309714
E02002229,394.8817371
E02002230,405.6229029
E02002231,394.8817371
E02002232,399.6512914
E02002233,401.8236343
E02002234,403.43904
E02002235,404.8451657
E02002236,401.1574629
E02002237,396.6920229
E02002238,402.4174629
E02002239,403.9017326
E02002240,395.1006171
E02002241,402.4174629
E02002242,405.6759771
E02002243,408.0658286
E02002244,394.42656
E02002245,398.3562514
E02002246,396.2048914
E02002247,397.4368457
E02002248,397.9254857
E02002249,395.58816
E02002250,394.5495771
E02002251,399.05712
E02002252,403.9648457
E02002253,406.5979886
E02002254,403.4358857
E02002255,403.0850057
E02002256,396.8607086
E02002257,415.2704914
E02002258,419.36256
E02002259,410.5818514
E02002260,409.57344
E02002261,405.8932114
E02002262,417.8978743
E02002263,403.8763886
E02002264,410.5818514
E02002265,397.6613486
E02002266,418.6302171
E02002267,410.7359314
E02002268,410.7359314
E02002269,400.8104229
E02002270,400.4469943
E02002271,403.2896914
E02002272,408.3757714
E02002273,409.4427429
E02002274,411.8381486
E02002275,412.6383771
E02002276,410.9188114
E02002277,423.8677029
E02002278,415.7546057
E02002279,411.8381486
E02002280,421.2189257
E02002281,421.7221029
E02002282,421.2189257
E02002283,423.64224
E02002284,426.0655543
E02002285,422.22528
E02002286,421.2189257
E02002287,423.64224
E02002288,423.64224
E02002289,421.2189257
E02002290,420.25344
E02002291,420.79392
E02002292,418.7867657
E02002293,417.2628343
E02002294,416.8734171
E02002295,419.0830629
E02002296,417.2628343
E02002297,412.3501714
E02002298,408.2910171
E02002299,418.9433143
E02002300,409.57632
E02002301,414.3019886
E02002302,417.3161143
E02002303,409.57632
E02002304,414.3019886
E02002305,423.58464
E02002306,404.8506514
E02002307,423.58464
E02002308,409.57632
E02002309,414.3019886
E02002310,423.58464
E02002311,404.8506514
E02002312,418.9433143
E02002313,414.3019886
E02002314,416.34816
E02002315,404.6871771
E02002316,415.2370834
E02002317,409.2008229
E02002318,415.8366171
E02002319,398.9832686
E02002320,405.62784
E02002321,417.0100114
E02002322,396.6216686
E02002323,408.4498286
E02002324,426.8172343
E02002325,394.9088914
E02002326,414.7504457
E02002327,421.4882743
E02002328,393.9029486
E02002329,405.03456
E02002330,401.2337829
E02002331,401.0629029
E02002332,402.7832229
E02002333,408.7082057
E02002334,393.6968229
E02002335,401.2438629
E02002336,408.9168
E02002337,401.3727086
E02002338,405.4546286
E02002339,405.4546286
E02002340,404.8074514
E02002341,403.7917989
E02002342,401.2712229
E02002343,401.0770286
E02002344,399.4864457
E02002345,398.9100343
E02002346,401.2712229
E02002347,395.2306286
E02002348,402.58944
E02002349,403.7422629
E02002350,399.9530057
E02002351,405.6224914
E02002352,399.4864457
E02002353,399.4864457
E02002354,395.2306286
E02002356,401.0770286
E02002357,401.2712229
E02002358,407.0397257
E02002359,402.9455314
E02002360,400.02816
E02002361,404.7584914
E02002362,402.3376457
E02002363,404.1349714
E02002364,407.0397257
E02002366,408.2224457
E02002367,398.74752
E02002368,403.0195886
E02002369,409.10544
E02002370,408.6884571
E02002371,404.2658743
E02002373,403.3674514
E02002374,404.4704914
E02002375,403.3372114
E02002376,415.3025829
E02002377,408.7834971
E02002379,413.5285029
E02002380,405.4032
E02002381,403.1444571
E02002382,415.3025829
E02002383,403.3674514
E02002384,402.2644114
E02002385,403.3674514
E02002386,407.74464
E02002387,405.4032
E02002388,405.4032
E02002389,415.3025829
E02002390,413.5285029
E02002391,404.9621486
E02002392,402.2644114
E02002393,408.7834971
E02002394,415.3025829
E02002395,403.5883886
E02002396,404.4704914
E02002397,406.3359086
E02002398,408.0266743
E02002399,415.3025829
E02002400,403.3674514
E02002401,408.0266743
E02002402,411.7544229
E02002403,403.3374171
E02002404,408.7834971
E02002405,404.9621486
E02002406,403.3374171
E02002407,404.4704914
E02002408,406.3359086
E02002409,401.8503086
E02002410,403.3674514
E02002411,401.4925714
E02002412,402.2608457
E02002414,402.2644114
E02002415,401.4925714
E02002416,407.3101714
E02002417,401.3995886
E02002418,403.8461486
E02002419,400.8579429
E02002420,401.4925714
E02002421,401.4091886
E02002422,398.3484343
E02002423,400.9815771
E02002424,398.2974171
E02002425,400.6186971
E02002426,403.8072686
E02002427,402.5248457
E02002428,400.7207314
E02002429,401.2424229
E02002430,400.7207314
E02002431,398.3484343
E02002432,405.6901303
E02002433,395.9761371
E02002434,406.3940571
E02002435,408.9200091
E02002436,407.8953874
E02002437,411.7702629
E02002438,400.8120686
E02002439,403.6130743
E02002440,402.0656914
E02002441,404.5861029
E02002442,400.3515429
E02002443,410.1956571
E02002444,408.59856
E02002445,409.23072
E02002446,407.9668114
E02002447,412.1724343
E02002448,406.3243886
E02002449,393.82848
E02002450,403.8080914
E02002451,420.7688229
E02002452,405.82656
E02002453,412.1255314
E02002454,417.2190171
E02002455,401.7879771
E02002456,420.7688229
E02002457,414.6722743
E02002458,425.1920914
E02002459,424.3186286
E02002460,403.1341714
E02002461,408.4926171
E02002462,419.6003657
E02002463,415.3001143
E02002464,406.21344
E02002465,412.2939429
E02002466,417.4453029
E02002467,411.17472
E02002468,416.0991086
E02002469,408.9122743
E02002470,403.5637029
E02002471,406.8433371
E02002472,411.9181714
E02002473,412.7031771
E02002474,410.2123886
E02002475,411.3824914
E02002476,410.2810971
E02002477,409.0472229
E02002478,405.0580114
E02002479,408.0071314
E02002480,404.0129829
E02002481,407.8976914
E02002482,406.0100571
E02002483,383.1370971
E02002484,387.2554971
E02002485,385.1962971
E02002487,385.1962971
E02002488,385.1962971
E02002489,385.1962971
E02002490,383.5216457
E02002491,383.4255086
E02002492,381.65472
E02002493,373.4989714
E02002494,389.8104686
E02002496,389.7181029
E02002497,382.8943543
E02002498,391.5606857
E02002499,382.8943543
E02002500,391.2858514
E02002501,387.0901029
E02002502,381.2013257
E02002503,390.7674514
E02002504,391.2858514
E02002505,382.8943543
E02002506,387.0901029
