msoa,meanUVAJAN01APR17
E02001128,387.4850743
E02001129,387.2353371
E02001130,387.4850743
E02001131,387.4850743
E02001132,375.7972114
E02001133,377.09568
E02001134,388.9917257
E02001135,377.9503543
E02001136,382.9116343
E02001137,390.3946971
E02001138,388.0450286
E02001139,379.0269257
E02001140,383.5359771
E02001141,381.1542857
E02001142,385.4090057
E02001143,384.4906971
E02001144,384.4906971
E02001145,399.8250514
E02001146,380.9581714
E02001147,380.9581714
E02001148,385.6126629
E02001149,385.2370286
E02001150,383.2251429
E02001151,385.4090057
E02001152,385.6126629
E02001153,390.3239314
E02001154,388.0417371
E02001155,389.6170971
E02001156,389.6170971
E02001157,387.7917943
E02001158,387.98496
E02001159,387.7103314
E02001160,387.7917943
E02001161,387.2511771
E02001476,391.7680457
E02001477,394.8459429
E02001478,391.8947657
E02001479,385.8656914
E02001480,388.1252571
E02001481,394.8459429
E02001482,387.2978743
E02001483,391.8947657
E02001484,394.6817829
E02001485,394.8459429
E02001486,392.7546514
E02001487,387.9612343
E02001488,389.4456686
E02001489,392.7021943
E02001490,394.4777143
E02001491,393.7182171
E02001492,389.5698651
E02001493,386.0578286
E02001494,388.4080457
E02001495,389.40624
E02001496,393.7412571
E02001497,389.2879543
E02001498,391.5146057
E02001499,393.5096229
E02001500,394.3682743
E02001501,393.7412571
E02001502,389.2879543
E02001503,395.3403429
E02001504,396.9234514
E02001505,391.9603886
E02003033,412.4768914
E02003034,413.8107429
E02003036,412.4768914
E02003037,412.4768914
E02003038,414.84672
E02003039,415.1445943
E02003040,415.1445943
E02003041,419.7925029
E02003043,412.4768914
E02003044,414.84672
E02003045,419.7925029
E02003046,415.1445943
E02003047,419.7925029
E02003048,413.8107429
E02003049,414.84672
E02003050,412.4768914
E02003051,412.4768914
E02003052,419.7925029
E02003053,413.8107429
E02003054,422.2680686
E02003055,425.0962286
E02003056,424.0647771
E02003057,426.5765486
E02003058,429.3026743
E02003059,424.0647771
E02003060,426.12768
E02003061,433.3605943
E02003062,435.6526629
E02003063,436.3817143
E02003954,427.7194971
E02003955,426.1721143
E02003956,437.5126491
E02003957,435.2124343
E02003958,429.1101257
E02003959,435.0832457
E02003960,433.1886171
E02003961,437.33952
E02003962,438.7441371
E02003963,438.0418286
E02003964,433.0833737
E02003965,375.9472731
E02003966,370.7205923
E02003967,366.6320457
E02003968,368.58816
E02003969,369.3698743
E02003970,380.2139794
E02003971,366.8114215
E02003972,382.6606629
E02003973,379.3944686
E02003974,382.6376229
E02003975,382.2229029
E02003976,354.9420343
E02003977,365.8883657
E02003978,375.5664
E02003979,373.3080686
E02003980,371.9958171
E02004115,399.0176229
E02004116,396.0983314
E02004117,395.6046171
E02004118,388.17936
E02004119,388.6773943
E02004120,396.1777371
E02004121,407.6117486
E02004122,393.7253486
E02004123,386.1536914
E02004124,397.0174629
E02004125,394.6581257
E02004126,398.1970286
E02004128,403.1709943
E02004129,428.1937714
E02004130,425.3784686
E02004131,429.3547886
E02004132,427.1197989
E02004133,436.8896914
E02004134,433.1513417
E02004135,436.4421943
E02004136,425.8351543
E02004137,433.7248731
E02004138,435.7514057
E02004139,430.9080686
E02004274,437.2827429
E02004275,435.1816594
E02004276,433.5074743
E02004277,441.4554514
E02004278,442.5420343
E02004279,436.1790857
E02004280,436.4469943
E02004281,438.75504
E02004282,430.7273143
E02004283,434.8234286
E02004284,431.9662629
E02004285,435.4753371
E02004286,431.9662629
E02004287,435.4753371
E02004288,436.5866057
E02004289,431.8354286
E02004290,386.2335086
E02004291,382.50144
E02004292,383.4400457
E02004293,383.76
E02004294,382.5191314
E02004295,391.5392914
E02004296,377.2215771
E02004652,413.15904
E02004653,416.39424
E02004654,413.51616
E02004655,418.25664
E02004656,404.7165257
E02004657,413.217792
E02004658,416.5064229
E02004659,407.2986514
E02004660,421.8323657
E02004661,415.6148571
E02004662,411.9835886
E02004663,411.0928457
E02004664,412.26624
E02004665,421.20576
E02004666,402.1508571
E02004667,407.5471543
E02004668,406.6498286
E02004669,409.2093257
E02004670,400.4549486
E02004671,413.8878857
E02004672,408.3397714
E02004673,407.69856
E02004674,404.6934857
E02004675,433.8637714
E02004676,424.1055086
E02004677,421.3227703
