"codcom","pm2point52016"
23072,21.0812497138977
23073,20.3558139357456
23074,17.1230770991399
23081,20.6333334445953
1286,11.8
1287,12.8666666666667
1237,14.9320000076294
1238,11.5749998092651
1239,8.70000012715658
2030,18.9538461978619
2031,19.2083331743876
2032,16.2617646946627
2003,17.7176472158993
2004,16.0535713604518
1256,9.36666668785943
64083,11.16399974823
64084,10.8400001525879
62036,10.8000001907349
62037,11.0956522070843
62038,12.1105263860602
62039,11.447368471246
65103,11.4076921022855
65104,11.6375002861023
66046,10.0666666787768
63066,17.6571434565953
63067,16.7399997711182
64111,11
64112,10.9384613037109
18113,20.0962964517099
19068,20.5818181471391
16156,16.6466665903727
16157,19.8900001525879
18123,19.7319148043369
18124,19.55
20021,20.2756412457197
14035,5.00291262321102
19069,19.9842104660837
19070,20.0142857687814
1058,17.8644067473331
1074,5.12978726244987
1003,7.54807693224687
1004,15.08571434021
1040,8.1117647114922
1041,12.7944444550408
1308,17.7869564553966
2021,16.0517242694723
1263,5.34827592455108
1314,21.4459459459459
2014,8.47777785195245
1232,5.65333334604899
2025,8.4190476054237
1294,17.7611110475328
2171,11.55
2054,17.6166665818956
2057,7.97333337465922
2108,18.1857143129621
1292,19.9041665792465
2006,16.9692307985746
2163,17.0133333206177
1215,17.9199999809265
1228,19.1599998474121
1229,10.3387097697104
2110,8.8239999961853
3019,14.6090908050537
2152,12.7437500953674
2133,16.5064515759868
2115,18.7111110687256
3021,16.2222222222222
3022,13.7000000476837
3023,20.3370368392379
2122,15.9628570829119
2048,8.90499999523163
2116,14.5741936160672
2147,18.1705884372487
1279,10.1000000635783
1298,12.375
1301,15.9166666666667
1302,15.841666618983
1303,12.7142858505249
2089,18.2428572518485
2090,18.1882353389964
1221,12.770588313832
1222,12.4
1280,22.7133335113525
1260,14.3388888306088
1282,7.2176990846617
23082,20.9224488783856
4186,9.33428576333182
4144,10.273913010307
4085,9.45172418397048
1216,13.0500000317891
4154,6.33636363636364
4086,12.2368421052632
4116,10.5923076776358
1257,21.2722220950656
1259,5.42631585974442
4093,7.60000002384186
4094,8.09999996423721
4096,12.3
4082,7.12121211398732
4083,5.40333342552185
4108,11.0823529748356
24102,21.6500000158946
24103,22.3684212534051
25021,12.3643478393555
25046,5.70370366838243
26041,17.9352942074046
24100,17.3919999694824
25016,5.88586204956318
26021,18.9658535282786
26058,20.7150000095367
26042,16.0151516596476
26044,22.390625
24091,19.0866667429606
25014,6.19444436497158
25015,5.60090089488674
26008,22.7571427481515
26059,22.1833333969116
26060,17.7428572518485
28005,22.346153992873
18052,19.8451613149335
51017,10.4068241519878
51030,10.7988439019705
50035,11.8642858096531
17118,9.21999996185303
18035,21.3763157192029
51010,10.6297872827408
17143,12.3385964945743
6038,13.8249999284744
6059,18.2421051828485
35003,14.0202380702609
35004,16.5285714285714
108002,20.6500000953674
22231,7.72325578955717
22232,8.04390247391491
30031,12.446666653951
30039,12.9473684210526
30109,13.8083333333333
46037,12.1471909940912
31019,12.7642857006618
32005,12.4684209823608
78157,10.9414364198295
30191,6.81666665985471
32002,12.5230768643893
24124,21.2512821295323
16215,16.0111110475328
31022,13.3142856870379
103034,12.2437500357628
99025,11.858620676501
101002,10.8861538373507
103035,13.6055555343628
103036,8.77857153756278
103064,12.6333333284427
98058,21.3157889717504
97009,16.5285712650844
97010,18.3099998474121
80014,12.1888890001509
80009,11.9548386604555
80042,10.2189189034539
80036,10.8250000476837
80023,11.4824998855591
13253,12.0206896683265
70012,10.3454545627941
70013,9.86363653703169
63008,17.223076747014
63009,14.3999999364217
64107,11.3529411203721
63039,12.0083332061768
63040,12.8999999364217
62032,11.1599998474121
62033,10.9684209823608
62034,11.3296295801798
63048,16.1500000953674
64008,11.190322537576
64108,10.4749999046326
64109,10.7857143538339
64110,11.3307691720816
63076,17.9285714285714
63077,18
63078,11.9111107720269
62035,11.230434998222
61031,11.6357143606458
61032,17.7999992370605
61033,11.5379311791782
64009,10.6513514260988
63054,11.341666618983
63055,17.3200001398722
64054,10.8699998537699
64055,11.2545455585827
1042,14.6285713740758
1060,19.1300000190735
1076,7.72631587480244
1077,14.8200000762939
1079,11.6500000953674
1148,16.2571429865701
1109,14.6923077656673
1199,10.86190478007
1200,10.2250001430511
1129,18.2437502145767
1149,7.15555553966098
1150,14.6142858096531
19009,20.0466668446859
19010,22.8500000635783
19011,22.7750000953674
24070,18.3333333333333
24035,19.8857143947056
22172,8.25416674216588
22177,7.61176468344296
22195,5.31428575515747
22202,9.13888883590698
22216,10.1166666348775
23001,18.1199998855591
23002,21.3937501907349
23003,22.028571673802
23004,22.8681820956143
24036,23.6888889736599
24037,15.9567567464468
1168,15.667857170105
1110,11.9958333174388
1111,11.6090908050537
6171,20.0333334604899
1201,5.73846152654061
1131,7.97884619235992
1175,5.24464287076678
1112,19.9347827745521
1202,6.30705881118774
1135,16.3000000544957
1113,11.0687499642372
1114,6.19750001430512
1106,16.0473683507819
1193,17.2095238821847
1143,15.7499998807907
1144,19.2200000762939
1169,6.76250004768372
1170,15.0166668891907
1107,11.5571428480602
1115,10.5000000229801
1194,16.6232558405677
1136,14.8222222858005
1137,13.9199998855591
1171,20.7916667461395
1172,14.8375000953674
1173,12.3200000762939
1203,15.9722222222222
1140,8.64444435967339
1141,14.9000000953674
1174,15.0199998855591
1176,15.1166664759318
1177,14.7857144219535
1108,10.6233334223429
1116,12.9187499284744
2070,17.6346153846154
2131,16.9714286259242
2082,19.2615382854755
2102,10.5449999809265
2104,18.9153844393217
2107,10.6055556403266
3027,18.6750000544957
3030,19.868965477779
2047,18.1000001326851
3006,12.3447368270472
3008,16.8812501430511
3012,18.1750000317891
3016,19.8680850495683
3018,18.630769436176
1219,20.2399999346052
1220,14.4181817661632
2088,17.6608695154605
2158,20.4300000084771
2137,13.1680000686646
2142,18.7136362249201
1290,14.3428570883615
4137,14.0714287076678
4188,11.4714285986764
4189,10.5866666475932
4156,6.85333334604899
4158,9.5363635149869
4142,15.3181818181818
4112,5.80000002043588
4089,12.4020270463583
8045,9.14375001192093
4106,13.2846152965839
4097,12.2666666242811
4098,11.6437500715256
4113,16.3083330790202
4166,9.80000009536743
4175,10.679999961853
4176,16.4363633936102
4107,12.7230769670927
4159,9.47222219573127
4099,16.2999999306419
4129,13.1714286804199
4167,5.16129019183497
4168,15.9400001525879
4148,15.4958333571752
4149,14.6750000715256
4150,12.3166665236155
4160,11.3999999853281
4161,13.1818180951205
4138,7.14615389016958
4023,12.2777777777778
4052,11.3499999046326
4054,10.516666730245
4066,10.8340426302971
4028,8.93333332162154
4058,14.016666677263
3093,13.3624999523163
3095,14.860000038147
4053,5.73275862891099
4065,13.1956522153771
3109,16.4999998807907
3112,12.5625001192093
3114,15.1000001430511
3115,11.957142829895
4067,14.2393258555552
3097,17.7250001430511
3098,12.41428565979
4004,13.3833332061768
4005,8.98749995231628
4064,9.74545452811501
3100,18.788461465102
3073,16.3500000635783
3076,13.8266666412354
3158,20.5105263559442
4006,5.00697673753251
3103,13.6875
2058,17.3655173203041
2071,16.3187500238419
2091,18.2900001525879
2164,18.8176471485811
2096,9.24999990463257
2065,17.3230768350454
3032,21.1000000346791
2170,7.73142860276359
2126,17.3153846447284
2127,17.5800001144409
2166,9.3083332379659
2118,17.33571434021
3024,16.4736841854296
1304,16.3214284351894
1305,8.5448275763413
2134,9.33461534059965
3036,17.3533334096273
3037,18.7699999809265
1223,14.9230768497174
2059,16.6684210927863
2062,16.7230770404522
2072,14.2374999523163
2078,8.17777779367235
2049,17.1384615531334
1225,16.9545452811501
1226,7.57142857142857
2113,8.24838716753067
3025,16.6333333333333
2093,18.6909092989835
2066,11.1400001525879
2067,16.5666666030884
3026,15.1799999237061
2148,18.6900000333786
2156,9.85833333333333
2128,16.8894737143266
3001,16.4705882352941
3002,13.0846153405996
2150,16.7333334684372
1307,9.63571425846645
2045,17.644444571601
2135,9.38636363636364
2121,8.44285719735282
1251,13.75
2061,15.1894736791912
2079,15.9923076629639
2052,17.0062500238419
2097,8.9928571837289
1252,21.0230767176701
1271,11.5300000190735
2068,16.368181922219
1262,19.3499999727522
