"codcom","marapr1519deaths","marapr20deaths","meanwintertemp","deathsdiffnegativetozero","Provincia","meanUVAJAN01APR30","z_percfore","z_perc65","z_perc85","z_densityinhabitants","z_deprivationn","z_superficietotalekm2","logpop","z_totale_casi","z_pm2point52016"
"84036",15.8,18,14237.3333333333,2.2,"Agrigento",821.4560542,-0.40846917869922,-0.159690949534894,0.000261270338046858,-0.00695260986735212,1.37777898166071,-0.206045828658159,9.0029471307532,-0.723141429867505,-0.123043063275492
"84037",5.4,6,14311.6666666667,0.6,"Agrigento",791.2709695,-0.591809507336173,-0.682477253987246,-0.123291123763512,-0.226208561963132,0.577990281339884,-0.409419587227385,7.86633892304654,-0.723141429867505,0.00161593118060633
"84038",14.2,14,14313.3333333333,0,"Agrigento",812.9351593,-0.40846917869922,-0.159690949534894,-0.034509240714314,-0.323258265945809,1.40862133513319,0.591007053819114,8.78630387828258,-0.723141429867505,-0.178336207321796
"84040",14,12,14263.6666666667,0,"Agrigento",821.1465763,0.141551807211637,0.363095354917459,-0.0761720004632038,-0.383891599117997,0.297029116145301,0.948036635753924,8.49637805170232,-0.723141429867505,-0.120834107187848
"84041",83.2,71,14369.6666666667,0,"Agrigento",807.9433322,-0.40846917869922,-0.159690949534894,0.716878410451507,-0.147298847934743,1.21680724641388,3.0258156994809,10.6188608918542,-0.723141429867505,0.0405932609267553
"84042",8.6,8,14388,0,"Agrigento",818.4576814,-0.40846917869922,-0.159690949534894,-0.0758406423527938,-0.299420167200533,0.926973623371051,0.0764068504711888,8.44074401925283,-0.723141429867505,0.0645529572333624
"84029",17.2,18,14324.3333333333,0.800000000000001,"Agrigento",828.3629288,-0.591809507336173,-0.159690949534894,0.00395039063394537,-0.284962731597866,2.16278025223444,0.60705772581399,9.02941783609594,-0.723141429867505,0.0583379588072021
"84043",3.8,5,14343.3333333333,1.2,"Agrigento",792.9887186,0.141551807211637,0.363095354917459,-0.143835326608935,-0.348081410093783,0.161829758457682,-0.38084156148041,7.26262860097424,-0.723141429867505,-0.0601037716009608
"6016",0.2,0,13965,0,"Alessandria",672.3593085,-0.0417885214253157,0.885881659369811,-0.170874148418395,-0.380921308365248,-1.80067341797666,-0.669362177583431,5.14166355650266,0.0634451888100469,0.839927748206974
"6031",0.8,0,13936.3333333333,0,"Alessandria",672.3239797,0.508232464485542,-0.682477253987246,-0.167251299744579,-0.420353433562457,-1.86996308879157,-0.534301644943618,5.78382518232974,0.0634451888100469,0.65681474189688
"6019",2.2,2,13928.3333333333,0,"Alessandria",665.8601492,1.24159377903335,0.885881659369811,-0.16212629430357,-0.329062456549395,-1.00722218754745,-0.596742673801735,6.42486902390539,0.0634451888100469,0.808986872932947
"6022",4.2,5,13874.3333333333,0.8,"Alessandria",667.5215675,1.4249341076703,1.40866796382216,-0.148253434747736,-0.442873086922585,-0.193913551457866,0.59746647059754,7.12286665859908,0.0634451888100469,-0.0783931749622131
"6011",2.6,4,13963.6666666667,1.4,"Alessandria",664.3435119,1.24159377903335,1.40866796382216,-0.144520133370449,-0.341186092274901,-1.37310544928957,-0.400611291620441,7.25841215059531,0.0634451888100469,1.27911405144134
"6073",3.6,3,13962,0,"Alessandria",636.6442576,0.324892135848589,-0.159690949534894,-0.143769054986853,-0.395272662155316,-0.823858058683616,-0.147128118042821,7.29369772060144,0.0634451888100469,1.25865886369402
"6012",7.8,8,13912.6666666667,0.2,"Alessandria",673.2724393,0.141551807211637,-0.159690949534894,-0.128526581907991,-0.262170296433915,-0.83104052456077,-0.431342456293558,7.63578686139558,0.0634451888100469,0.602958036085572
"6049",3.4,13,13926,9.6,"Alessandria",685.7187254,0.874913121759446,0.885881659369811,-0.130978631925025,-0.243408970148694,-1.16227895089544,-0.452286625847848,7.64778604544093,0.0634451888100469,0.385098919250026
"6043",7.4,9,13959.3333333333,1.6,"Alessandria",677.6395932,0.874913121759446,0.363095354917459,-0.10926363042282,-0.331093165533418,-0.397980081967616,-0.0782276724062783,8.02224091680654,0.0634451888100469,0.436838685263743
"6015",1.8,4,13956.6666666667,2.2,"Alessandria",675.2275688,1.24159377903335,0.885881659369811,-0.158370902385589,-0.384406853636331,-1.78335100027294,-0.462856580576181,6.63987583382654,0.0634451888100469,0.624786463792039
"6017",4,3,13982.3333333333,0,"Alessandria",692.1948814,0.691572793122493,0.363095354917459,-0.13464566168023,-0.304421166937304,-0.140678804368366,-0.381624521089916,7.56527528189893,0.0634451888100469,0.180890123474997
"6018",4.2,2,13936,0,"Alessandria",702.5345085,0.508232464485542,-0.159690949534894,-0.131044903547107,-0.394075453127422,-1.28480336879984,0.0452842059933188,7.5963923040642,0.0634451888100469,0.30712829356052
"6048",0.4,1,13945.3333333333,0.6,"Alessandria",688.777139,1.97495509358116,0.363095354917459,-0.170984601121865,-0.421884042572802,-1.18593883849077,-0.634716214862783,5.01063529409626,0.0634451888100469,0.00390915255649744
"6009",13.8,17,13913.3333333333,3.2,"Alessandria",699.8421966,0.324892135848589,-0.159690949534894,-0.0336035285458599,-0.15620972019299,0.165209742399872,-0.153587534821247,8.71078434046842,0.0634451888100469,0.216425066712066
"6050",2,2,14035.3333333333,0,"Alessandria",681.3348407,0.691572793122493,-0.159690949534894,-0.164379529454358,-0.407381143336165,-1.83785324134076,-0.499068462515841,6.18208490671663,0.0634451888100469,1.02041525782305
"6051",2.8,4,13975,1.2,"Alessandria",668.2111322,-0.0417885214253157,-1.2052635584396,-0.141118190103573,-0.224147543889796,-2.08205708116402,-0.538412182893526,7.35115822643069,0.0634451888100469,1.12345726217312
"6010",1.2,2,13941,0.8,"Alessandria",693.7731458,2.15829542221811,0.363095354917459,-0.168488370023443,-0.432780160181101,-1.51421977887602,-0.486345368861366,5.72358510195238,0.0634451888100469,0.55372589860896
"6054",1.2,3,13903.6666666667,1.8,"Alessandria",668.2578712,1.4249341076703,0.885881659369811,-0.16499806459379,-0.354112918867223,-0.61134156831839,-0.618469802965531,6.04500531403601,0.0634451888100469,0.745171717874079
"6099",0.6,1,13962.3333333333,0.4,"Alessandria",672.6196068,0.874913121759446,0.885881659369811,-0.169946345709247,-0.417655924613532,-1.50703731299887,-0.598308593020747,5.42934562895444,0.0634451888100469,0.960596427041958
"6013",4.6,5,13934.3333333333,0.4,"Alessandria",643.0539661,0.324892135848589,0.363095354917459,-0.13729652656351,-0.37872389939,-0.82428055667639,-0.163961749647203,7.46278915741245,0.0634451888100469,1.3695766247635
"6056",0.8,4,14039.3333333333,3.2,"Alessandria",670.6065356,0.508232464485542,-0.159690949534894,-0.163252911878964,-0.32656195668101,-1.92953530577267,-0.617295363551271,6.26909628370626,0.0634451888100469,1.23844423057856
"6044",1.8,2,13917,0.2,"Alessandria",670.6148339,1.4249341076703,0.885881659369811,-0.154814325333855,-0.410927306785876,-1.06045693463695,-0.260657261421214,6.84268328223842,0.0634451888100469,-0.083172969691837
"6058",0.6,1,13982,0.4,"Alessandria",679.7948339,0.141551807211637,-0.159690949534894,-0.167582657854989,-0.366918509102288,-0.438117391281128,-0.632954555741395,5.78382518232974,0.0634451888100469,0.722971640381348
"6059",5.6,6,14002,0.4,"Alessandria",689.6191729,0.691572793122493,-0.159690949534894,-0.144299227963509,-0.339716101443184,-0.449947335078794,-0.387300978258836,7.30988148582479,0.0634451888100469,1.02231505459581
"6060",0.6,0,13973.6666666667,0,"Alessandria",649.3333424,-0.0417885214253157,-0.682477253987246,-0.164269076750888,-0.404319925315475,-1.6177317871056,-0.524318909922415,6.11146733950268,0.0634451888100469,1.34988713334036
"6061",2.2,0,14001,0,"Alessandria",668.1729356,0.141551807211637,-0.159690949534894,-0.152936629374864,-0.338200646977496,-1.19312130436793,-0.498676982711088,6.92264389147589,0.0634451888100469,1.24310910089523
"6094",3.6,4,13978.6666666667,0.4,"Alessandria",663.3078102,1.0582534503964,0.363095354917459,-0.145359573916821,-0.310255666630204,0.0625427301558366,-0.466771378623712,7.24494154633701,0.0634451888100469,1.24061001896452
"6021",4.8,9,13905.6666666667,4.2,"Alessandria",669.0790373,0.324892135848589,-0.159690949534894,-0.122142415647424,-0.384528089993586,-0.80991562492208,0.145698775912484,7.83636976054512,0.0634451888100469,0.744630191107679
