"codcom","marapr1519deaths","marapr20deaths","meanwintertemp","deathsdiffnegativetozero","Provincia","meanUVAJAN01APR30","z_percfore","z_perc65","z_perc85","z_densityinhabitants","z_deprivationn","z_superficietotalekm2","logpop","z_totale_casi","z_pm2point52016"
"78074",6.8,5,14242.6666666667,0,"Cosenza",738.8071322,-0.40846917869922,-0.682477253987246,-0.113725919643009,-0.352900555294672,0.505320626582789,0.00457030629899835,7.97246601597457,-0.646687703067341,-0.523418525641229
"78075",3.8,1,14119.3333333333,0,"Cosenza",785.7523525,-0.958490164610077,-0.682477253987246,-0.133143504913038,-0.245576070034628,0.379838722728968,-0.485758149154236,7.50823877467866,-0.646687703067341,-0.667837889757943
"78076",3.2,5,14080.6666666667,1.8,"Cosenza",763.2868881,-2.05853213643179,-1.2052635584396,-0.0975556438549988,0.573375523223316,1.11371773617707,-0.627278098572475,8.15306194680105,-0.646687703067341,-0.684831471658346
"78077",2.4,5,14065,2.6,"Cosenza",769.9726373,-1.87519180779484,-1.2052635584396,-0.104712979039856,0.27695262973469,0.700937197237063,-0.602223391068278,8.0452677166078,-0.646687703067341,-0.679777848378516
"78078",2,4,14088,2,"Cosenza",797.9688,-0.40846917869922,-0.682477253987246,-0.152384365857514,-0.375208045029603,0.371388762873491,-0.416466223712941,6.9037472575846,-0.646687703067341,-0.67472418378835
"78079",14,18,14045.6666666667,4,"Cosenza",782.5478644,-1.32517082188398,-1.2052635584396,0.0354735922042878,-0.0783608242905837,-0.118708908744128,-0.0273352977883778,9.13108069099055,-0.646687703067341,-0.670261228727071
"78080",3.8,2,14153,0,"Cosenza",768.5938983,0.324892135848589,-0.682477253987246,-0.140057844150261,-0.399061298319537,-0.334605383051544,-0.0377095126143345,7.41517510961329,-0.646687703067341,-0.644820220532853
"78082",3.6,5,14231.6666666667,1.4,"Cosenza",760.8848949,1.60827443630726,2.45424057272687,-0.135220015738274,-0.38669518987952,-0.112371438852521,-0.0236162396432235,7.59488438721652,-0.646687703067341,-0.461248978810343
"78083",8.2,4,13986.8848623964,0,"Cosenza",769.6148827,0.141551807211637,-0.159690949534894,-0.0783368734512161,-0.410502979535483,1.02499315769457,1.54974109565941,8.43706714693695,-0.646687703067341,-0.677765840124494
"78084",8,8,13983.7803592435,0,"Cosenza",757.2854563,0.508232464485542,0.885881659369811,-0.110589062864461,-0.407957016033127,1.44453366451897,0.818065340575901,8.090708716084,-0.646687703067341,-0.680394118711224
"78085",4,2,14186,0,"Cosenza",778.7814102,0.874913121759446,0.885881659369811,-0.14783371447455,-0.409533088677443,0.986545840352158,-0.107784397665136,7.14991683613211,-0.646687703067341,-0.63350730443496
"78086",2.4,2,14180.3333333333,0,"Cosenza",773.6197424,1.60827443630726,2.45424057272687,-0.166257225413348,-0.45189004099343,0.981053366446098,-0.0594366417781305,6.04500531403601,-0.646687703067341,-0.534459480562294
"78087",6.8,11,14187,4.2,"Cosenza",784.2261966,1.79161476494421,1.93145426827452,-0.128614944070767,-0.428430805864576,0.633760016386027,0.949602554972937,7.77737360265786,-0.646687703067341,-0.543017427698082
"78088",3.6,1,14097.1736465781,0,"Cosenza",761.824678,0.508232464485542,0.885881659369811,-0.147193088794424,-0.448237795731121,2.12264294292093,1.04375344801605,7.19893124068817,-0.646687703067341,-0.673265396139135
"78089",3.8,3,14155.6666666667,0,"Cosenza",750.4857763,0.324892135848589,-0.159690949534894,-0.151412382066978,-0.429491623990557,1.99124606716828,0.0910873431494294,7.0335064842877,-0.646687703067341,-0.581833196585814
"78090",0.4,0,14074,0,"Cosenza",825.9063864,0.508232464485542,-0.159690949534894,-0.167052484878332,-0.43502303279032,-0.437694893288354,-0.438780572583866,5.84354441703136,-0.646687703067341,-0.629756893075444
"78091",30.4,31,14222.3333333333,0.600000000000001,"Cosenza",766.9574237,-0.40846917869922,-0.159690949534894,0.172280310722249,0.109479756731478,1.35580908603647,0.113401692020355,9.7060117479705,-0.646687703067341,-0.644371522596125
"78092",1.4,2,14096.8333333333,0.6,"Cosenza",766.2728136,1.0582534503964,0.885881659369811,-0.159453338879595,-0.448495422990288,1.96462869362353,0.354944731553006,6.69456205852109,-0.646687703067341,-0.684527490694495
"78093",3.8,3,13914.6666666667,0,"Cosenza",824.4253831,-0.591809507336173,-0.159690949534894,-0.127355783251209,-0.380072653864463,0.363783799003563,0.0104425033702945,7.71824095195932,-0.646687703067341,-0.610081803212737
"78094",3.2,10,14086,6.8,"Cosenza",779.2364746,-0.958490164610077,-0.159690949534894,-0.143172610388115,-0.385134271779862,2.01321596279252,-0.252240445619023,7.21964204013074,-0.646687703067341,-0.686526475739783
"78096",1.6,1,14085,0,"Cosenza",772.2021966,-0.0417885214253157,0.363095354917459,-0.156272301019659,-0.390771762392222,0.757974426261527,-0.400024071913311,6.77764659363512,-0.646687703067341,-0.693494839622448
"78097",2.6,0,14138,0,"Cosenza",773.2690169,-0.591809507336173,-0.682477253987246,-0.143017976603257,0.448335375259377,0.0676127060691223,-0.680323612116517,7.25417784645652,-0.646687703067341,-0.661729056106569
"78098",3.8,2,14122.3333333333,0,"Cosenza",789.9068746,-0.775149835973125,-0.159690949534894,-0.146751277980544,-0.244803188257127,0.60967763079792,-0.545067339574328,7.22766249872865,-0.646687703067341,-0.637182651798362
"78099",3,5,14206.6666666667,2,"Cosenza",754.6805695,-0.0417885214253157,-0.159690949534894,-0.150396217195054,-0.437008278140371,1.88308658101818,0.307967154982636,7.06731984865348,-0.646687703067341,-0.550888415075034
"78100",2,3,14118.3333333333,1,"Cosenza",789.5528542,1.24159377903335,1.93145426827452,-0.158503445629753,-0.445206886799745,2.52528353003437,0.241219848272236,6.72142570079064,-0.646687703067341,-0.554963709495139
"78101",10.4,12,14192.3333333333,1.6,"Cosenza",759.8997153,-0.40846917869922,-0.682477253987246,-0.027219362285293,-0.0534012892406978,1.15554503746168,-0.264180579663992,8.77894188184151,-0.646687703067341,-0.643680269130822
"78102",51.4,42,14232.2765735273,0,"Cosenza",755.6090034,-0.958490164610077,-1.2052635584396,0.610512457009882,0.449184029760162,-0.196448539414509,0.356119170967265,10.4209411625923,-0.646687703067341,-0.502899958815544
"78103",6.4,2,14276.6666666667,0,"Cosenza",759.8795797,-0.225128850062268,-0.159690949534894,-0.100714591174241,-0.380012035685835,1.15723502943278,0.351225673407852,8.09925056179696,-0.646687703067341,-0.377203242756014
"78104",12.6,12,14242.3333333333,0,"Cosenza",771.6706169,-0.775149835973125,-0.682477253987246,-0.0153125608512253,-0.226587425579554,1.36552653987026,0.152549672495663,8.88571765171212,-0.646687703067341,-0.587277908473284
"78105",12.4,8,14069.8787446505,0,"Cosenza",806.8524773,-0.40846917869922,-0.159690949534894,-0.0480728327004319,-0.263549359997691,1.24891709386469,0.0899129037351701,8.64769499948039,-0.646687703067341,-0.645649248654049
"78106",6.8,15,14126,8.2,"Cosenza",786.5057898,-1.14183049324703,-0.159690949534894,-0.0771881653351279,-0.332942019981557,1.34355664424603,0.20363778701594,8.37008432637803,-0.646687703067341,-0.627104843765525
"78107",4.4,2,14264.6666666667,0,"Cosenza",766.2200949,-0.0417885214253157,-0.159690949534894,-0.132193611663196,-0.378087408514411,0.245061863034122,-0.125792468683778,7.53529670244409,-0.646687703067341,-0.432828310190128
"78109",2.6,1,14039,0,"Cosenza",760.571878,0.324892135848589,0.363095354917459,-0.150086949625338,-0.334639328983128,-0.375587688350604,-0.46912025745223,7.07157336421153,-0.646687703067341,-0.70449068511448
"78110",4.2,4,14173.3333333333,0,"Cosenza",773.9528949,-0.958490164610077,-0.682477253987246,-0.104580435795692,-0.0340186266245448,0.00973048105911042,-0.516880793632106,8.03203531439882,-0.646687703067341,-0.650571599602831
"78111",3,2,14183,0,"Cosenza",760.5213559,1.60827443630726,0.885881659369811,-0.152119279369186,-0.384224999100449,0.0502902883653961,-0.36048461163325,6.97073007814353,-0.646687703067341,-0.630788279190483
"78112",3,2,14065.3333333333,0,"Cosenza",761.4885966,-0.225128850062268,-0.159690949534894,-0.141051918481491,-0.34692966469986,0.92359363942886,-0.342868020419361,7.37650812632622,-0.646687703067341,-0.688544308234101
"78113",2.8,4,14203,1.2,"Cosenza",767.8905437,0.141551807211637,0.885881659369811,-0.161110129431646,-0.38830157161315,0.68403727752611,-0.499459942320594,6.44413125670044,-0.646687703067341,-0.54818592248271
"78115",5.4,1,14029.0010758115,0,"Cosenza",776.2518305,1.60827443630726,1.40866796382216,-0.146707096899156,-0.443251950539007,0.799801727546134,0.886965786212444,7.30720231476474,-0.646687703067341,-0.649429117499964
"78116",4.4,5,14047.6666666667,0.6,"Cosenza",756.0783458,-0.775149835973125,-0.159690949534894,-0.116089607497267,-0.274369704882705,1.42045127893086,-0.315660173989022,7.90654723236804,-0.646687703067341,-0.674105374741636
"78117",4,3,14169.6666666667,0,"Cosenza",766.198861,0.691572793122493,0.363095354917459,-0.145911837434172,-0.397015434790858,0.655307414017491,-0.187450537932388,7.19818357710194,-0.646687703067341,-0.644513252180001
"78118",3.8,7,14204,3.2,"Cosenza",756.1061695,0.691572793122493,0.363095354917459,-0.143636511742689,-0.366782118200376,0.00930798306633661,-0.281992910780257,7.34923082461333,-0.646687703067341,-0.561558412189789
"78119",29.8,25,13884.4973439575,0,"Cosenza",809.3307661,-0.591809507336173,-0.682477253987246,0.197993700090068,-0.374586708698671,1.04992053926823,4.80430845247415,9.79322615827859,-0.646687703067341,-0.60141609796013
"78120",1.6,1,14006,0,"Cosenza",790.0906576,1.60827443630726,0.885881659369811,-0.161286853757198,-0.442842777833271,2.62414806034344,0.0693602139856334,6.61472560020376,-0.646687703067341,-0.603268672770663
"78121",4.6,3,14273.6666666667,0,"Cosenza",762.5956881,-1.50851115052093,-1.2052635584396,-0.101244764150897,-0.241651042968495,1.03893559145611,-0.277099413220844,8.150467911624,-0.646687703067341,-0.530389577482726
"78122",12.4,9,14208.6666666667,0,"Cosenza",793.0773153,-0.40846917869922,-0.159690949534894,-0.0388831677717266,-0.138721375658948,0.95908347082186,-0.195084394125073,8.68946441235669,-0.646687703067341,-0.632851012833977
"78123",14.4,12,14249,0,"Cosenza",770.7689085,-0.775149835973125,-0.159690949534894,-0.0108060905496487,-0.333578510857146,0.520530554322646,0.849775204760901,8.89316082873538,-0.646687703067341,-0.604424243058356
"78124",4.6,3,14204.3333333333,0,"Cosenza",762.2837695,-0.0417885214253157,0.363095354917459,-0.151655378014612,-0.39413607130605,1.45509611433831,-0.258112642690319,7.09589322109753,-0.646687703067341,-0.664905591770829
"78125",2.4,1,14239.6666666667,0,"Cosenza",759.3403119,-0.958490164610077,-1.2052635584396,-0.130117100837959,-0.243742370131145,0.949788514980836,-0.497111063492075,7.46794233228585,-0.646687703067341,-0.636183072139355
"78126",1.6,2,14252.3333333333,0.4,"Cosenza",754.0574644,1.97495509358116,1.93145426827452,-0.163275002419658,-0.388468271604376,0.611790120761789,-0.533322945431735,6.2803958389602,-0.646687703067341,-0.71515335592351
"78127",6.8,7,14031.7959853966,0.2,"Cosenza",790.1880407,-0.0417885214253157,-0.159690949534894,-0.0941095195067343,-0.356280018753157,0.134789886920158,0.220471418620323,8.20220843643645,-0.646687703067341,-0.617960763247971
"78128",7.2,5,14170.5555555556,0,"Cosenza",773.7896136,0.324892135848589,0.363095354917459,-0.126825610274553,-0.394105762216736,0.224781959380979,0.126516265479583,7.69621263934641,-0.646687703067341,-0.643209412903311
"78129",3.2,2,14180.3333333333,0,"Cosenza",760.3254915,0.324892135848589,0.363095354917459,-0.147811623933856,-0.361962972999488,0.252244328911277,-0.38651801864933,7.12608727329912,-0.646687703067341,-0.645591318098187
"78130",1,2,14264.6666666667,1,"Cosenza",788.6434576,-0.0417885214253157,-0.159690949534894,-0.147524446904834,-0.417292215541767,1.60550539976579,-0.0189184819861866,7.14834574390007,-0.646687703067341,-0.673888211315308
"78131",4,3,14035.5047043011,0,"Cosenza",765.2125831,0.141551807211637,0.363095354917459,-0.134358484651208,-0.407350834246852,1.26243702963346,0.206378145649212,7.59588991771854,-0.646687703067341,-0.651177434345118
"78132",7.4,7,14265.6666666667,0,"Cosenza",738.1745085,-0.591809507336173,-0.159690949534894,-0.0637350260524801,-0.0677981066647365,0.575455293383241,-0.365378109192664,8.49637805170232,-0.646687703067341,-0.641970340564363
"78133",5.2,9,14199,3.8,"Cosenza",782.8962712,0.508232464485542,1.40866796382216,-0.119712456171084,-0.36447862741253,0.889793800006956,0.041760887750541,7.91862865334224,-0.646687703067341,-0.589533995212546
"78134",1,2,14026.6666666667,1,"Cosenza",813.9055729,-1.14183049324703,-1.2052635584396,-0.136434995476444,-0.343641128509316,0.13394489093461,-0.343063760321738,7.40245152081824,-0.646687703067341,-0.642597351445433
"78135",2.4,8,14172.6666666667,5.6,"Cosenza",764.0810359,-0.591809507336173,-0.159690949534894,-0.126582614326919,-0.293085567533956,0.673897325699539,-0.365378109192664,7.67693714581808,-0.646687703067341,-0.651089791222253
"78136",7.6,13,13982.2491408935,5.4,"Cosenza",776.4762142,0.691572793122493,0.363095354917459,-0.0923864573326021,-0.41562521562951,0.129719911006872,1.41057002506969,8.28500889544988,-0.646687703067341,-0.643680290268336
"78137",2.8,3,14258,0.2,"Cosenza",753.4200814,1.60827443630726,0.363095354917459,-0.153820251002625,-0.445055341353176,1.68155503846507,0.595313331671398,7.03966034986208,-0.646687703067341,-0.520417852103211
"78138",13.4,9,14290.3333333333,0,"Cosenza",779.8830102,-0.775149835973125,-1.2052635584396,0.0707300951519167,0.211409224093672,1.84548425966131,-0.284341789608776,9.22542600939422,-0.646687703067341,-0.632850960332559
"78139",3.4,4,14163.6666666667,0.6,"Cosenza",786.5073763,1.0582534503964,0.885881659369811,-0.147524446904834,-0.357158982343256,1.05625800915984,-0.384169139820811,7.17625453201714,-0.646687703067341,-0.686012828750624
"78140",0.4,0,14284,0,"Cosenza",756.9159864,-0.225128850062268,-0.159690949534894,-0.163760994314926,-0.286266022438358,2.78596479157581,-0.637652313398432,6.30809844150953,-0.646687703067341,-0.70324115095852
"78142",14.8,12,14256.6666666667,0,"Cosenza",757.1107525,-0.775149835973125,-0.682477253987246,-0.0208572865654201,-0.134508412244334,1.54846817074132,-0.0944740843035313,8.8758461777386,-0.646687703067341,-0.502262946962914
"78143",8.2,11,13841.2386541001,2.8,"Cosenza",793.2162508,-0.591809507336173,-0.682477253987246,-0.0749349301843396,-0.385922308102019,0.291114144246468,0.845664666810994,8.4096079807363,-0.646687703067341,-0.604668843254376
"78145",4,4,14256,0,"Cosenza",772.264922,-0.40846917869922,0.363095354917459,-0.130139191378653,-0.40351673444866,0.439833437702848,0.219101239303687,7.66809370908241,-0.646687703067341,-0.537376770422818
