Pre-Vitamin D3-producing UV, May climatological means, 1979-2000, kJ.m-2.month-1 
Lee-Taylor & Madronich, NCAR, Boulder CO, Aug 2007
 lat ,  long  , ozone_only, ozone+clouds 
-89.5 -179.375  0.000e+00  0.000e+00
-89.5 -178.125  0.000e+00  0.000e+00
-89.5 -176.875  0.000e+00  0.000e+00
-89.5 -175.625  0.000e+00  0.000e+00
-89.5 -174.375  0.000e+00  0.000e+00
-89.5 -173.125  0.000e+00  0.000e+00
-89.5 -171.875  0.000e+00  0.000e+00
-89.5 -170.625  0.000e+00  0.000e+00
-89.5 -169.375  0.000e+00  0.000e+00
-89.5 -168.125  0.000e+00  0.000e+00
-89.5 -166.875  0.000e+00  0.000e+00
-89.5 -165.625  0.000e+00  0.000e+00
-89.5 -164.375  0.000e+00  0.000e+00
-89.5 -163.125  0.000e+00  0.000e+00
-89.5 -161.875  0.000e+00  0.000e+00
-89.5 -160.625  0.000e+00  0.000e+00
-89.5 -159.375  0.000e+00  0.000e+00
-89.5 -158.125  0.000e+00  0.000e+00
-89.5 -156.875  0.000e+00  0.000e+00
-89.5 -155.625  0.000e+00  0.000e+00
-89.5 -154.375  0.000e+00  0.000e+00
-89.5 -153.125  0.000e+00  0.000e+00
-89.5 -151.875  0.000e+00  0.000e+00
-89.5 -150.625  0.000e+00  0.000e+00
-89.5 -149.375  0.000e+00  0.000e+00
-89.5 -148.125  0.000e+00  0.000e+00
-89.5 -146.875  0.000e+00  0.000e+00
-89.5 -145.625  0.000e+00  0.000e+00
-89.5 -144.375  0.000e+00  0.000e+00
-89.5 -143.125  0.000e+00  0.000e+00
-89.5 -141.875  0.000e+00  0.000e+00
-89.5 -140.625  0.000e+00  0.000e+00
-89.5 -139.375  0.000e+00  0.000e+00
-89.5 -138.125  0.000e+00  0.000e+00
-89.5 -136.875  0.000e+00  0.000e+00
-89.5 -135.625  0.000e+00  0.000e+00
-89.5 -134.375  0.000e+00  0.000e+00
-89.5 -133.125  0.000e+00  0.000e+00
-89.5 -131.875  0.000e+00  0.000e+00
-89.5 -130.625  0.000e+00  0.000e+00
